sample_id,T_now_C,RH_now_pct,CO2_now_ppm,T_forecast_30min_C,PMV_forecast,comfort_class_now,comfort_class_forecast
2491,26.19,61.9,862.0,27.08,0.414,3,2
2492,21.13,56.6,641.0,23.16,0.111,2,2
2493,19.75,51.2,1171.0,21.97,-0.011,2,2
2494,18.93,35.2,1091.0,20.37,-0.05,1,2
2495,24.14,50.7,701.0,25.42,0.48,2,2
2496,18.33,39.7,903.0,19.49,-0.123,2,2
2497,18.92,49.8,498.0,19.39,-0.287,1,2
2498,27.21,55.5,920.0,27.08,0.532,4,2
2499,25.36,41.9,1198.0,25.31,0.186,1,2
2500,20.92,31.1,1155.0,21.13,-0.137,2,2
2501,20.39,53.8,524.0,19.8,-0.014,2,2
2502,20.82,44.1,496.0,22.73,0.088,1,1
2503,26.65,40.0,1109.0,28.23,0.574,2,1
2504,23.66,67.9,678.0,22.93,-0.011,3,4
2505,21.72,31.5,992.0,20.42,-0.201,1,3
2506,26.8,67.2,948.0,25.52,0.422,2,2
2507,26.91,32.8,473.0,29.43,0.778,2,3
2508,26.79,60.4,867.0,26.64,0.488,2,1
2509,22.99,44.0,647.0,23.97,0.269,0,2
2510,19.89,36.1,401.0,19.65,-0.177,2,2
2511,25.59,53.9,1122.0,24.95,0.46,2,2
2512,20.58,56.9,804.0,20.72,-0.235,2,2
2513,26.18,33.4,420.0,26.82,0.599,3,2
2514,26.51,30.4,551.0,26.25,0.271,3,3
2515,27.65,33.8,960.0,27.98,0.568,3,4
2516,18.19,63.1,423.0,18.74,-0.211,2,2
2517,23.81,62.2,613.0,24.04,0.26,3,2
2518,18.88,53.1,1108.0,20.06,-0.227,3,2
2519,19.46,44.3,1018.0,19.33,-0.23,1,2
2520,24.73,33.3,929.0,23.8,0.265,2,2
2521,25.42,64.0,772.0,25.28,0.378,2,2
2522,25.4,36.0,758.0,24.09,0.292,1,3
2523,20.24,65.6,868.0,19.9,-0.085,1,2
2524,22.06,54.9,922.0,23.79,0.171,2,1
2525,22.43,67.2,720.0,21.61,0.019,2,2
2526,27.39,62.6,1134.0,28.41,0.732,2,3
2527,24.61,53.9,816.0,24.43,0.279,2,3
2528,22.96,68.0,1056.0,22.86,0.04,2,1
2529,18.38,67.7,807.0,18.02,-0.582,2,2
2530,27.0,68.4,415.0,24.94,0.281,2,3
2531,22.07,32.3,973.0,22.16,-0.094,2,2
2532,26.94,49.5,795.0,26.84,0.341,2,3
2533,21.37,65.1,935.0,21.53,-0.097,2,2
2534,21.09,52.7,686.0,21.42,-0.043,1,3
2535,22.0,33.8,1012.0,20.61,-0.19,2,2
2536,25.98,60.5,794.0,25.57,0.358,2,2
2537,25.88,46.5,492.0,24.88,0.333,2,2
2538,18.64,44.1,421.0,16.73,-0.518,2,2
2539,21.55,53.2,727.0,22.5,0.031,2,2
2540,24.91,67.4,830.0,24.84,0.272,2,0
2541,26.02,41.1,849.0,27.35,0.747,2,4
2542,20.52,64.8,625.0,21.04,-0.035,2,1
2543,26.72,51.3,748.0,28.01,0.59,2,2
2544,21.77,54.3,616.0,22.08,-0.04,2,2
2545,23.23,38.4,883.0,23.38,0.209,3,2
2546,21.06,69.9,1139.0,23.17,0.079,3,2
2547,23.74,34.7,1070.0,22.99,0.124,2,3
2548,20.75,62.1,1181.0,20.59,-0.112,2,3
2549,19.82,40.4,1136.0,20.62,-0.092,2,2
2550,24.27,35.1,964.0,24.87,0.396,2,2
2551,23.06,45.3,447.0,23.26,0.152,2,2
2552,23.93,38.1,817.0,24.2,0.28,2,2
2553,20.52,46.7,1196.0,20.49,-0.074,3,1
2554,22.43,68.3,751.0,22.5,0.002,2,0
2555,23.2,35.4,897.0,22.22,-0.074,2,0
2556,20.89,42.7,718.0,20.09,-0.179,0,2
2557,20.43,46.6,643.0,19.55,-0.163,2,1
2558,25.23,64.2,485.0,24.79,0.387,3,2
2559,18.96,64.9,1159.0,19.84,-0.351,2,3
2560,19.94,50.9,448.0,20.16,-0.188,2,2
2561,23.11,69.9,1012.0,22.3,0.009,1,2
2562,27.67,34.5,1030.0,28.39,0.523,4,3
2563,23.56,41.9,1082.0,23.35,0.237,1,3
2564,20.38,66.0,532.0,20.42,-0.064,2,2
2565,26.48,67.2,461.0,27.22,0.556,2,2
2566,21.04,39.7,1173.0,21.63,0.059,2,2
2567,22.28,37.5,868.0,21.6,-0.135,2,2
2568,21.57,69.1,958.0,20.26,-0.264,2,1
2569,22.09,69.7,996.0,22.98,0.046,4,3
2570,19.95,59.9,437.0,18.9,-0.326,2,4
2571,21.48,61.2,882.0,20.94,-0.216,3,2
2572,27.67,61.9,748.0,27.65,0.57,2,3
2573,21.45,42.8,854.0,21.98,0.111,3,3
2574,21.09,33.8,612.0,21.48,-0.086,2,4
2575,24.09,44.9,1160.0,25.53,0.344,3,3
2576,22.93,34.4,746.0,23.51,0.043,2,3
2577,18.49,42.2,759.0,18.2,-0.367,3,2
2578,18.79,45.1,1185.0,17.88,-0.525,2,2
2579,24.16,34.6,409.0,25.4,0.396,2,2
2580,21.08,57.4,590.0,22.21,-0.027,2,1
2581,18.46,46.1,1047.0,17.98,-0.409,2,1
2582,23.59,31.8,434.0,24.32,0.385,2,3
2583,27.99,43.8,1096.0,27.46,0.435,3,3
2584,24.37,39.4,793.0,24.69,0.396,2,2
2585,24.02,54.0,923.0,23.72,0.285,4,2
2586,19.94,55.3,960.0,19.46,-0.338,1,2
2587,26.14,57.9,591.0,27.03,0.524,1,2
2588,22.91,67.9,967.0,22.87,0.189,2,2
2589,19.31,32.9,1052.0,20.35,-0.206,3,2
2590,20.24,63.9,610.0,20.41,-0.139,1,2
2591,20.1,35.2,1111.0,18.97,-0.256,1,2
2592,19.27,46.8,1099.0,19.78,-0.202,2,3
2593,25.3,67.3,1141.0,25.3,0.46,2,3
2594,27.24,31.6,683.0,27.33,0.599,2,2
2595,27.22,38.1,1107.0,27.36,0.434,1,2
2596,20.9,48.9,928.0,21.29,-0.176,4,2
2597,20.02,35.2,455.0,20.17,-0.119,4,2
2598,24.57,49.3,616.0,24.68,0.188,1,4
2599,26.85,41.4,1039.0,26.41,0.469,4,3
2600,21.39,64.0,612.0,22.52,0.088,1,2
2601,25.13,40.8,585.0,25.32,0.394,2,2
2602,23.17,66.5,824.0,24.08,0.136,2,1
2603,21.22,52.1,522.0,21.35,0.107,4,2
2604,19.17,54.6,603.0,20.51,-0.06,2,2
2605,21.56,36.8,1157.0,22.02,0.013,0,2
2606,26.08,31.5,1186.0,25.3,0.375,2,2
2607,23.83,47.1,412.0,24.16,0.228,3,2
2608,18.33,48.5,1060.0,17.92,-0.458,3,2
2609,24.94,58.1,1025.0,24.12,0.302,2,2
2610,22.85,35.7,972.0,23.24,0.09,4,2
2611,23.87,45.1,1030.0,25.29,0.216,2,3
2612,26.14,63.3,894.0,26.86,0.659,3,2
2613,24.73,67.8,1099.0,24.78,0.193,1,2
2614,25.32,54.0,582.0,25.26,0.464,3,3
2615,20.09,69.6,777.0,19.04,-0.337,2,2
2616,19.3,33.2,1045.0,19.45,-0.365,2,2
2617,22.88,61.4,746.0,24.37,0.266,2,2
2618,26.37,45.5,1113.0,24.55,0.229,1,3
2619,25.18,59.1,790.0,24.92,0.264,1,2
2620,24.09,50.9,638.0,24.5,0.358,1,2
2621,22.97,36.6,833.0,22.35,0.079,2,4
2622,20.04,55.0,617.0,17.79,-0.225,2,2
2623,21.72,50.4,700.0,24.03,0.274,4,3
2624,23.7,34.1,526.0,22.24,0.09,2,2
2625,23.28,45.3,999.0,23.37,0.23,2,0
2626,27.15,67.1,795.0,25.55,0.401,2,2
2627,22.91,35.2,1190.0,22.63,-0.033,2,2
2628,23.22,40.1,815.0,21.95,-0.002,2,0
2629,18.92,55.3,690.0,18.79,-0.234,2,1
2630,22.06,66.2,1185.0,23.34,0.132,3,2
2631,22.69,51.4,892.0,22.1,0.076,2,0
2632,21.42,33.0,1153.0,21.72,-0.035,2,2
2633,25.11,67.4,1057.0,23.4,0.37,4,3
2634,21.46,52.4,1054.0,20.81,-0.191,1,2
2635,22.57,62.1,720.0,22.97,0.054,3,4
2636,25.93,45.4,890.0,24.41,0.127,3,2
2637,18.87,51.6,597.0,19.26,-0.257,1,3
2638,26.41,66.8,997.0,25.59,0.35,2,2
2639,24.08,37.4,964.0,23.16,0.238,2,2
2640,24.23,32.0,542.0,24.49,0.153,2,2
2641,24.05,50.5,1171.0,23.32,0.167,3,2
2642,27.76,68.5,1111.0,27.76,0.319,2,2
2643,19.82,69.5,594.0,19.71,-0.29,2,2
2644,26.22,42.3,566.0,26.72,0.467,2,3
2645,23.45,57.5,970.0,23.58,0.135,3,4
2646,26.63,48.8,645.0,25.92,0.398,2,2
2647,25.44,68.6,715.0,25.43,0.371,2,2
2648,25.13,56.5,716.0,25.48,0.228,1,2
2649,19.15,46.9,1196.0,20.93,-0.069,2,2
2650,24.41,50.5,578.0,25.32,0.267,2,3
2651,18.97,60.0,534.0,19.76,-0.076,1,2
2652,22.58,44.7,861.0,22.96,-0.134,2,3
2653,20.34,50.1,600.0,20.33,-0.094,2,0
2654,19.64,37.4,737.0,20.12,-0.31,2,3
2655,19.99,37.0,846.0,20.06,-0.031,4,3
2656,19.38,46.6,778.0,19.49,-0.104,1,2
2657,24.73,48.4,416.0,24.89,0.581,1,2
2658,23.62,64.9,1136.0,23.62,0.27,3,2
2659,18.01,56.0,477.0,17.18,-0.591,2,0
2660,25.75,68.6,733.0,26.06,0.586,2,2
2661,24.53,45.9,457.0,25.22,0.274,2,1
2662,26.87,44.6,480.0,27.64,0.571,2,1
2663,22.45,32.3,543.0,22.05,-0.05,2,1
2664,20.57,30.1,1185.0,20.53,-0.371,2,2
2665,27.51,60.9,615.0,27.63,0.576,1,3
2666,26.09,67.4,854.0,27.83,0.572,2,2
2667,18.37,50.9,786.0,18.53,-0.28,1,2
2668,18.28,37.8,701.0,17.36,-0.377,2,2
2669,19.27,33.4,1070.0,18.4,-0.601,2,3
2670,25.09,64.4,571.0,26.08,0.517,2,4
2671,18.44,34.5,1011.0,18.85,-0.342,2,2
2672,19.8,48.6,994.0,21.09,-0.072,2,2
2673,26.33,56.8,916.0,26.41,0.447,1,2
2674,25.33,43.4,831.0,25.16,0.332,1,3
2675,19.38,38.2,1161.0,18.15,-0.204,4,3
2676,25.57,30.8,1025.0,25.77,0.389,2,2
2677,24.12,35.3,1053.0,24.55,0.305,0,3
2678,23.62,41.9,952.0,23.28,-0.026,2,2
2679,22.55,39.7,751.0,23.49,0.066,2,2
2680,20.12,51.6,1058.0,20.75,0.046,2,1
2681,23.64,44.4,755.0,22.97,0.205,3,1
2682,19.35,50.4,1035.0,19.21,-0.184,4,3
2683,25.77,56.8,1060.0,25.3,0.308,2,2
2684,18.33,41.3,582.0,18.04,-0.447,2,2
2685,20.09,64.4,797.0,21.49,0.008,2,2
2686,26.13,45.0,884.0,25.99,0.359,1,2
2687,20.51,62.6,508.0,19.26,-0.15,2,3
2688,20.0,66.0,419.0,19.0,-0.193,2,2
2689,18.08,30.8,1040.0,17.09,-0.468,3,2
2690,20.62,36.6,1068.0,20.34,-0.135,2,2
2691,27.78,67.8,659.0,26.83,0.513,2,0
2692,26.57,38.1,1156.0,27.76,0.556,1,2
2693,22.01,48.5,879.0,21.67,-0.055,2,2
2694,18.91,57.5,722.0,19.45,-0.321,2,2
2695,22.98,45.5,1116.0,23.58,0.141,2,2
2696,18.67,42.6,734.0,19.47,-0.163,2,1
2697,20.52,40.3,826.0,21.32,-0.181,2,1
2698,27.61,66.5,1194.0,27.91,0.637,2,2
2699,24.4,38.5,724.0,24.08,0.15,3,2
2700,25.02,54.6,637.0,26.46,0.531,3,2
2701,19.53,62.4,741.0,19.43,-0.381,2,4
2702,27.53,55.4,716.0,26.89,0.545,3,2
2703,24.86,67.1,790.0,24.81,0.276,3,3
2704,26.4,60.9,725.0,25.45,0.447,2,2
2705,26.47,37.0,425.0,25.96,0.325,2,2
2706,22.96,55.3,1068.0,22.21,-0.151,3,2
2707,19.84,34.2,1136.0,20.4,-0.244,2,3
2708,27.73,55.6,465.0,29.26,0.741,2,2
2709,25.06,40.6,1118.0,24.27,0.146,2,4
2710,25.32,63.5,442.0,26.09,0.483,2,1
2711,26.13,68.4,583.0,25.76,0.309,2,4
2712,25.17,37.5,995.0,25.24,0.257,2,2
2713,25.57,68.6,1147.0,25.04,0.413,2,3
2714,24.78,43.9,858.0,24.43,0.167,2,2
2715,18.92,38.5,688.0,17.77,-0.322,2,2
2716,23.49,46.8,669.0,23.79,0.148,2,3
2717,21.49,54.0,1176.0,22.18,-0.151,2,2
2718,22.79,69.8,612.0,23.71,0.318,2,2
2719,20.65,38.3,429.0,20.48,-0.252,2,3
2720,26.99,36.8,959.0,27.3,0.619,2,2
2721,27.72,30.6,423.0,28.21,0.672,2,1
2722,21.72,36.4,509.0,24.34,0.166,0,0
2723,22.75,31.7,989.0,23.13,0.04,2,2
2724,20.42,58.2,448.0,20.01,-0.313,2,2
2725,23.35,41.3,672.0,23.1,0.069,2,1
2726,21.68,42.2,837.0,21.2,-0.266,0,2
2727,26.39,33.7,872.0,26.04,0.31,2,2
2728,27.37,45.2,864.0,28.19,0.502,0,2
2729,20.34,40.9,1055.0,21.03,-0.023,2,2
2730,19.79,66.4,744.0,19.53,-0.429,2,2
2731,18.48,44.1,1079.0,18.78,-0.425,1,0
2732,27.82,62.5,643.0,26.67,0.308,2,2
2733,27.4,60.9,816.0,28.02,0.768,3,2
2734,27.36,38.0,1070.0,26.8,0.437,2,3
2735,27.67,69.5,804.0,27.15,0.417,2,3
2736,23.68,62.9,917.0,23.81,0.27,4,3
2737,20.44,58.4,997.0,21.26,-0.279,2,4
2738,22.11,34.8,1006.0,21.53,0.155,3,3
2739,27.63,55.3,592.0,28.33,0.735,1,1
2740,26.37,38.4,756.0,25.58,0.245,2,2
2741,18.96,55.2,1145.0,18.71,-0.372,2,2
2742,21.07,42.7,737.0,22.28,0.254,3,2
2743,20.98,46.5,792.0,21.1,-0.203,1,2
2744,27.63,55.5,683.0,26.92,0.519,3,1
2745,21.3,50.2,411.0,21.83,0.059,2,2
2746,23.78,30.5,637.0,24.03,0.26,3,2
2747,20.89,51.4,476.0,20.87,-0.119,4,2
2748,18.24,51.0,739.0,17.5,-0.472,2,2
2749,26.63,36.6,1190.0,26.39,0.308,3,3
2750,20.16,49.7,815.0,19.45,-0.363,0,3
2751,20.99,52.7,598.0,21.66,-0.087,2,2
2752,22.95,69.9,601.0,23.44,0.216,0,3
2753,22.23,32.2,1175.0,21.56,0.145,2,1
2754,27.36,45.6,1176.0,28.59,0.632,2,2
2755,27.35,44.9,932.0,26.87,0.519,2,2
2756,26.48,61.4,1040.0,26.73,0.525,3,2
2757,20.11,54.5,1070.0,19.16,-0.365,3,0
2758,21.26,35.9,688.0,21.4,-0.09,1,2
2759,27.54,40.2,773.0,27.67,0.593,2,2
2760,20.07,30.0,1078.0,18.98,-0.439,2,3
2761,20.43,30.6,872.0,22.04,0.094,2,2
2762,22.26,60.2,925.0,21.74,0.033,2,2
2763,21.77,48.1,969.0,21.6,0.026,2,2
2764,25.35,49.7,1009.0,25.81,0.325,2,1
2765,23.24,49.6,584.0,23.62,0.117,1,2
2766,23.55,32.0,999.0,23.39,0.412,2,2
2767,26.07,53.4,741.0,26.47,0.506,2,0
2768,27.06,58.7,786.0,27.1,0.566,2,2
2769,18.27,41.4,905.0,18.42,-0.261,0,3
2770,19.68,33.8,1058.0,20.56,-0.272,2,2
2771,23.3,54.4,935.0,23.6,0.224,2,2
2772,19.16,63.5,581.0,19.41,-0.227,0,3
2773,20.1,61.3,1126.0,19.62,-0.04,4,2
2774,26.58,33.7,532.0,26.77,0.376,2,3
2775,18.1,63.4,1142.0,17.77,-0.279,3,2
2776,19.23,67.8,1101.0,18.04,-0.533,1,2
2777,26.87,63.1,1141.0,26.8,0.544,2,2
2778,22.65,32.1,1034.0,22.85,0.102,3,3
2779,19.73,63.9,1084.0,20.05,-0.229,1,2
2780,25.2,47.4,969.0,25.21,0.27,2,2
2781,23.57,53.6,853.0,24.26,0.266,2,2
2782,23.7,59.8,870.0,24.08,0.423,2,2
2783,20.25,52.9,1182.0,19.35,-0.064,2,2
2784,18.8,53.6,1108.0,19.17,-0.206,2,2
2785,24.79,65.0,886.0,25.55,0.514,3,2
2786,23.9,44.5,668.0,23.79,0.26,2,1
2787,26.43,31.6,678.0,25.37,0.335,1,2
2788,26.6,56.6,960.0,27.05,0.375,2,2
2789,24.47,40.2,714.0,25.12,0.207,2,2
2790,21.52,60.5,820.0,22.46,0.079,2,2
2791,22.63,39.3,886.0,23.35,0.304,2,3
2792,19.16,61.0,630.0,19.61,-0.38,2,2
2793,23.27,59.9,405.0,23.55,0.31,2,0
2794,27.16,59.1,434.0,27.39,0.43,2,2
2795,23.12,36.3,1004.0,23.03,0.149,1,2
2796,18.16,55.6,493.0,19.4,-0.319,2,2
2797,25.99,56.0,626.0,26.59,0.437,3,2
2798,20.6,39.8,542.0,20.87,-0.086,2,2
2799,26.7,48.2,922.0,26.45,0.303,2,3
2800,22.85,33.4,1128.0,22.95,0.239,1,3
2801,19.76,42.8,1048.0,21.36,-0.04,2,2
2802,27.46,41.6,812.0,27.46,0.541,4,3
2803,22.56,43.1,441.0,22.59,0.01,0,3
2804,27.55,48.6,661.0,26.99,0.257,2,2
2805,22.41,57.3,947.0,22.49,0.139,3,1
2806,24.3,65.0,724.0,22.36,-0.045,2,4
2807,22.34,31.1,465.0,21.0,-0.061,2,2
2808,25.0,40.6,811.0,25.97,0.422,2,1
2809,22.38,48.4,407.0,21.14,-0.075,2,2
2810,19.24,61.1,1040.0,18.81,-0.124,2,0
2811,21.81,31.3,931.0,22.44,0.11,3,2
2812,18.55,64.3,1185.0,19.52,-0.132,2,2
2813,21.35,36.6,1050.0,20.48,-0.192,2,1
2814,27.88,57.5,827.0,28.43,0.599,2,2
2815,27.79,42.6,511.0,27.05,0.639,2,2
2816,21.57,65.7,809.0,22.59,0.147,2,3
2817,27.91,52.3,1010.0,26.63,0.436,2,3
2818,20.56,39.0,743.0,20.6,-0.158,1,1
2819,26.53,39.7,1054.0,27.92,0.562,2,2
2820,18.3,68.7,853.0,19.12,-0.208,3,2
2821,19.69,33.5,758.0,19.59,-0.407,2,3
2822,20.5,56.7,771.0,20.97,-0.252,1,2
2823,26.56,48.0,1200.0,25.97,0.333,2,2
2824,22.05,53.7,1060.0,21.49,0.067,2,2
2825,23.69,41.1,704.0,24.68,0.381,2,2
2826,23.89,46.9,561.0,24.59,0.384,2,1
2827,26.49,30.6,1190.0,26.16,0.449,2,4
2828,27.29,54.5,1150.0,27.84,0.702,2,2
2829,21.41,39.8,462.0,20.75,-0.12,2,2
2830,23.18,38.9,1087.0,22.09,-0.017,3,2
2831,27.91,42.2,1146.0,27.29,0.57,1,2
2832,22.08,59.6,699.0,21.78,-0.181,3,2
2833,22.96,50.2,637.0,22.16,0.045,2,2
2834,23.23,51.8,725.0,22.51,-0.016,2,2
2835,19.05,65.0,969.0,19.18,-0.224,2,2
2836,22.47,59.5,1193.0,22.0,-0.028,1,2
2837,25.24,62.9,505.0,26.86,0.632,2,1
2838,24.22,34.6,1016.0,23.66,0.217,2,1
2839,24.67,52.5,950.0,23.16,0.094,2,4
2840,20.94,49.9,516.0,20.87,-0.206,2,2
2841,24.12,49.3,659.0,25.4,0.415,2,0
2842,24.06,38.4,745.0,23.46,0.298,2,2
2843,19.85,58.5,477.0,19.53,-0.278,2,1
2844,27.69,65.5,559.0,27.17,0.452,2,3
2845,21.85,30.4,963.0,22.26,0.248,3,2
2846,21.61,53.9,732.0,20.77,-0.182,2,4
2847,23.43,53.1,1138.0,22.55,0.071,2,2
2848,26.58,65.4,475.0,25.73,0.576,2,3
2849,27.37,69.5,411.0,27.79,0.636,1,2
2850,21.73,54.8,653.0,23.53,0.138,2,2
2851,19.96,32.4,886.0,19.39,-0.168,2,1
2852,22.61,35.3,735.0,23.37,-0.038,2,2
2853,19.6,51.8,453.0,19.7,-0.315,2,4
2854,24.55,57.2,916.0,22.55,0.052,3,2
2855,27.44,57.8,840.0,27.64,0.398,2,2
2856,20.13,65.3,628.0,19.0,-0.386,1,2
2857,20.41,62.2,987.0,21.2,0.027,4,2
2858,20.34,55.4,1184.0,19.55,-0.234,3,2
2859,19.44,47.2,979.0,20.1,-0.275,2,2
2860,18.76,31.6,1122.0,18.85,-0.391,0,2
2861,19.87,37.6,1076.0,20.89,0.07,2,2
2862,24.42,39.9,941.0,24.11,0.256,2,3
2863,18.81,47.2,826.0,18.21,-0.313,2,2
2864,22.78,50.8,1069.0,24.2,0.187,1,2
2865,23.32,61.9,791.0,23.22,0.2,1,2
2866,26.02,33.1,1072.0,25.76,0.567,1,3
2867,21.06,42.9,1080.0,21.78,-0.223,2,2
2868,22.94,66.5,873.0,23.5,0.186,1,2
2869,19.59,37.7,829.0,19.32,-0.217,1,2
2870,18.51,34.1,679.0,17.73,-0.621,2,2
2871,18.72,39.4,410.0,19.5,-0.265,3,2
2872,19.67,68.0,1062.0,18.03,-0.6,2,1
2873,19.99,39.5,700.0,20.78,-0.158,3,2
2874,25.73,67.6,698.0,25.67,0.234,2,1
2875,19.23,69.6,947.0,19.67,-0.386,3,2
2876,23.98,52.6,930.0,24.25,0.383,3,2
2877,24.33,56.8,449.0,24.55,0.275,2,2
2878,18.39,44.9,1095.0,18.94,-0.426,2,1
2879,27.98,54.3,1105.0,27.69,0.747,2,2
2880,27.24,32.1,901.0,27.22,0.482,2,2
2881,20.76,36.9,410.0,22.29,0.058,2,2
2882,18.8,66.7,900.0,19.26,-0.165,4,1
2883,19.5,60.8,1082.0,20.22,-0.201,3,3
2884,21.98,32.1,974.0,23.0,0.195,2,2
2885,20.38,50.0,931.0,20.19,-0.127,2,2
2886,24.99,44.3,1182.0,24.34,0.283,4,3
2887,26.81,62.4,1040.0,27.52,0.524,2,3
2888,24.75,41.9,1140.0,25.59,0.292,2,2
2889,20.24,59.5,970.0,20.21,-0.069,2,2
2890,19.15,46.0,919.0,19.61,-0.122,3,4
2891,26.94,39.7,645.0,27.5,0.506,2,1
2892,21.31,68.9,673.0,22.48,-0.056,2,2
2893,23.19,38.8,560.0,23.63,0.18,1,1
2894,19.36,42.4,642.0,20.36,-0.096,2,2
2895,18.1,55.2,488.0,17.15,-0.365,2,1
2896,24.38,55.7,800.0,24.73,0.131,2,2
2897,22.1,64.3,654.0,22.54,0.074,2,2
2898,23.16,56.0,1065.0,22.43,-0.026,2,3
2899,24.52,42.2,1187.0,25.48,0.181,2,2
2900,20.36,42.7,652.0,19.45,-0.093,2,4
2901,20.89,31.1,990.0,20.7,-0.08,1,2
2902,21.22,36.4,1027.0,20.79,-0.016,0,2
2903,25.32,52.5,409.0,24.15,0.243,3,1
2904,27.53,46.6,895.0,28.13,0.714,1,3
2905,24.5,44.8,1102.0,23.72,0.147,2,2
2906,22.6,57.0,1050.0,22.71,0.114,4,2
2907,19.41,31.2,856.0,19.27,-0.149,4,2
2908,26.09,43.9,1121.0,26.26,0.338,1,2
2909,25.85,55.9,762.0,26.31,0.428,3,1
2910,27.6,52.3,994.0,27.36,0.609,0,2
2911,23.4,68.3,669.0,25.27,0.482,2,2
2912,21.73,54.1,882.0,22.61,-0.07,1,2
2913,20.79,45.6,610.0,20.91,-0.118,2,2
2914,21.55,44.0,785.0,23.44,0.189,2,2
2915,25.28,51.9,724.0,25.75,0.312,2,3
2916,23.01,33.0,774.0,21.85,-0.131,2,2
2917,21.77,68.8,940.0,22.39,0.092,2,2
2918,25.9,30.8,1055.0,25.54,0.332,2,2
2919,24.37,40.1,1100.0,24.5,0.337,2,4
2920,27.4,42.6,691.0,27.25,0.541,2,4
2921,25.38,46.1,1131.0,26.38,0.408,1,1
2922,18.34,40.0,461.0,19.24,-0.262,2,1
2923,27.74,53.8,1191.0,28.55,0.557,2,2
2924,21.36,60.9,589.0,22.24,-0.098,2,2
2925,27.61,55.4,1188.0,27.04,0.467,2,2
2926,22.23,52.5,1184.0,22.94,0.213,2,2
2927,18.94,49.9,991.0,19.6,-0.375,3,3
2928,26.96,57.0,641.0,27.03,0.558,2,1
2929,23.37,69.8,707.0,24.41,0.25,2,3
2930,26.55,40.1,610.0,26.57,0.486,2,2
2931,18.69,43.1,498.0,18.32,-0.348,2,2
2932,19.07,51.9,1000.0,19.48,-0.149,2,4
2933,21.7,45.5,468.0,22.2,0.09,1,3
2934,26.84,55.1,961.0,25.93,0.402,3,2
2935,23.53,52.1,589.0,23.85,0.129,3,2
2936,23.59,41.3,831.0,23.01,0.029,4,2
2937,24.5,62.9,993.0,25.02,0.255,2,2
2938,23.27,51.8,817.0,23.18,0.065,2,3
2939,18.95,53.3,911.0,18.07,-0.355,3,2
2940,26.78,64.2,1089.0,26.94,0.372,3,3
2941,20.22,42.3,1137.0,19.18,-0.341,2,4
2942,27.19,66.7,893.0,26.97,0.458,2,2
2943,26.45,60.7,827.0,23.33,0.148,2,3
2944,22.52,62.3,692.0,22.57,0.21,3,3
2945,24.62,64.3,1083.0,22.83,0.085,3,2
2946,22.85,64.1,702.0,22.51,-0.033,3,0
2947,21.63,53.4,538.0,20.98,-0.022,1,2
2948,24.68,45.9,884.0,23.99,0.32,2,3
2949,18.42,46.2,705.0,18.88,-0.145,1,2
2950,18.3,62.5,404.0,17.01,-0.476,3,2
2951,21.23,34.3,898.0,23.07,-0.035,2,2
2952,27.92,66.7,1124.0,27.79,0.496,4,3
2953,23.61,36.3,665.0,23.11,-0.037,2,2
2954,26.58,30.6,470.0,26.41,0.442,3,1
2955,21.46,65.0,632.0,21.3,0.086,2,3
2956,18.52,52.7,716.0,20.49,-0.288,3,2
2957,24.06,36.6,824.0,24.58,0.424,3,4
2958,23.21,48.3,737.0,23.43,0.325,2,2
2959,20.2,44.7,480.0,20.43,-0.295,2,2
2960,25.73,59.0,1013.0,25.4,0.302,4,1
2961,22.94,65.0,765.0,24.09,0.321,2,2
2962,19.43,56.5,463.0,18.5,-0.375,2,2
2963,25.37,52.4,786.0,26.37,0.516,2,3
2964,26.02,42.5,619.0,26.24,0.428,2,2
2965,18.07,52.8,1012.0,17.66,-0.475,2,1
2966,20.74,41.3,1177.0,21.38,-0.046,3,2
2967,26.79,41.0,1045.0,27.72,0.472,4,2
2968,21.67,39.2,634.0,21.79,0.02,3,4
2969,24.03,45.6,641.0,23.14,0.121,4,2
2970,26.85,54.2,559.0,26.59,0.414,3,1
2971,18.25,56.8,746.0,17.94,-0.31,2,3
2972,20.33,44.8,952.0,20.77,-0.221,2,2
2973,27.3,57.9,479.0,26.89,0.395,1,2
2974,24.46,41.4,506.0,24.9,0.257,2,1
2975,26.84,39.0,733.0,27.65,0.629,2,2
2976,22.76,41.4,775.0,22.57,-0.095,3,2
2977,25.23,64.8,480.0,25.85,0.7,1,2
2978,18.31,43.9,534.0,17.83,-0.346,1,2
2979,27.43,34.0,404.0,27.57,0.507,4,2
2980,19.65,45.9,1078.0,20.75,-0.164,2,3
2981,19.67,39.1,1196.0,19.38,-0.175,2,2
2982,26.21,30.2,803.0,25.53,0.365,4,1
2983,26.27,49.7,967.0,25.78,0.31,2,2
2984,21.12,33.5,927.0,22.45,0.045,1,3
2985,26.33,52.8,595.0,25.94,0.419,2,2
2986,25.05,34.6,978.0,26.45,0.345,3,2
2987,22.57,43.5,913.0,23.35,0.227,0,2
2988,18.34,66.0,866.0,18.21,-0.332,3,2
2989,20.32,31.5,1143.0,21.76,0.037,0,2
2990,26.78,64.5,542.0,26.39,0.318,2,2
2991,24.87,32.4,645.0,25.28,0.374,2,2
2992,23.94,37.5,984.0,22.93,-0.024,4,4
2993,23.41,69.2,691.0,22.84,0.105,3,2
