hour,month,hour_of_day,T_outdoor_C,kWh_m2_RB,kWh_m2_NA,PMV_NA
4006,6,22,9.84,0.2453,0.1948,-0.112
4007,6,23,11.51,0.23897,0.19488,-0.249
4008,6,0,12.81,0.25065,0.20058,-0.059
4009,6,1,13.09,0.24185,0.19556,0.555
4010,6,2,14.76,0.24503,0.19754,-0.103
4011,6,3,13.55,0.24189,0.20005,-1.047
4012,6,4,14.06,0.24127,0.19657,-0.09
4013,6,5,13.0,0.23419,0.19708,0.434
4014,6,6,13.07,0.24833,0.19935,0.478
4015,6,7,14.42,0.2435,0.19544,0.116
4016,6,8,13.05,0.25039,0.19422,-0.73
4017,6,9,14.47,0.24934,0.19992,-0.278
4018,6,10,13.56,0.24962,0.1976,0.245
4019,6,11,12.56,0.23786,0.19644,0.121
4020,6,12,12.48,0.23728,0.19477,0.087
4021,6,13,10.69,0.24908,0.19673,-0.575
4022,6,14,10.39,0.2345,0.20011,-0.136
4023,6,15,12.04,0.23842,0.19602,-0.449
4024,6,16,11.89,0.25174,0.20012,0.797
4025,6,17,9.49,0.25473,0.19905,0.779
4026,6,18,9.89,0.24691,0.19984,-0.107
4027,6,19,11.52,0.23982,0.19558,0.102
4028,6,20,10.37,0.24977,0.1967,-0.251
4029,6,21,10.04,0.23533,0.19968,0.055
4030,6,22,12.45,0.25328,0.20088,-0.447
4031,6,23,11.43,0.25089,0.20025,-0.519
4032,6,0,11.32,0.23761,0.1988,0.283
4033,6,1,11.66,0.23546,0.1998,0.455
4034,6,2,12.14,0.23652,0.19662,-0.206
4035,6,3,11.67,0.2334,0.19489,0.456
4036,6,4,14.7,0.23531,0.19856,-0.509
4037,6,5,13.67,0.23711,0.19465,-0.138
4038,6,6,13.57,0.25327,0.1949,0.801
4039,6,7,13.49,0.25167,0.19654,-0.323
4040,6,8,12.08,0.23486,0.20156,-0.305
4041,6,9,14.86,0.24903,0.1982,0.098
4042,6,10,13.25,0.2367,0.1974,-0.283
4043,6,11,13.77,0.24969,0.19944,0.23
4044,6,12,11.59,0.23395,0.19982,-0.378
4045,6,13,11.43,0.2539,0.19849,-0.349
4046,6,14,10.83,0.25549,0.19769,0.06
4047,6,15,9.92,0.25335,0.19935,-0.879
4048,6,16,10.71,0.24849,0.19561,-0.256
4049,6,17,10.21,0.24318,0.19931,-0.05
4050,6,18,11.78,0.24464,0.1964,0.013
4051,6,19,11.03,0.24437,0.19581,-0.146
4052,6,20,9.41,0.23871,0.19961,0.197
4053,6,21,9.88,0.23919,0.19655,0.303
4054,6,22,9.82,0.23545,0.1995,0.141
4055,6,23,11.49,0.24181,0.19754,0.611
4056,6,0,12.46,0.25172,0.19577,-0.044
4057,6,1,13.36,0.24792,0.19783,-0.883
4058,6,2,13.58,0.24528,0.20089,0.27
4059,6,3,14.21,0.25634,0.19623,0.287
4060,6,4,14.27,0.25182,0.20146,-0.129
4061,6,5,14.1,0.23644,0.19811,-0.235
4062,6,6,13.21,0.24081,0.19546,-0.113
4063,6,7,13.77,0.24108,0.20077,0.161
4064,6,8,15.07,0.24849,0.20162,0.375
4065,6,9,13.73,0.24913,0.19926,0.475
4066,6,10,13.04,0.24217,0.20016,0.222
4067,6,11,12.2,0.25094,0.19992,0.006
4068,6,12,11.77,0.23571,0.1989,-0.603
4069,6,13,9.99,0.25317,0.1942,-0.506
4070,6,14,11.33,0.25707,0.19879,0.544
4071,6,15,11.77,0.2449,0.20178,-0.618
4072,6,16,10.83,0.25027,0.20175,-0.193
4073,6,17,9.25,0.24754,0.19956,0.056
4074,6,18,9.49,0.24757,0.19708,-0.536
4075,6,19,9.11,0.25596,0.20007,-0.13
4076,6,20,11.59,0.24399,0.20028,-0.646
4077,6,21,9.44,0.25683,0.19604,-0.099
4078,6,22,10.28,0.24096,0.19762,0.176
4079,6,23,11.26,0.23675,0.19855,-0.543
4080,6,0,11.51,0.25425,0.19559,0.073
4081,6,1,13.2,0.24439,0.19808,-0.463
4082,6,2,13.25,0.24802,0.19519,-0.12
4083,6,3,14.59,0.24683,0.19498,-0.19
4084,6,4,12.4,0.24558,0.2008,-0.264
4085,6,5,12.05,0.25509,0.19869,-0.719
4086,6,6,12.38,0.24779,0.19868,0.18
4087,6,7,14.26,0.24607,0.19778,0.203
4088,6,8,13.16,0.25187,0.19772,-0.373
4089,6,9,15.62,0.24556,0.20117,0.05
4090,6,10,11.96,0.25087,0.19733,0.591
4091,6,11,13.82,0.24633,0.1984,0.246
4092,6,12,11.82,0.24627,0.19778,-0.324
4093,6,13,11.04,0.25048,0.19725,0.454
4094,6,14,10.3,0.23463,0.19675,-0.477
4095,6,15,11.18,0.24058,0.20127,-0.021
4096,6,16,9.6,0.24562,0.19945,-0.233
4097,6,17,8.08,0.25036,0.19817,-0.208
4098,6,18,11.03,0.25201,0.20175,-0.369
4099,6,19,12.49,0.2411,0.19949,-0.012
4100,6,20,7.87,0.25387,0.19452,-0.563
4101,6,21,7.34,0.24176,0.202,0.845
4102,6,22,11.21,0.24961,0.20152,-0.37
4103,6,23,12.1,0.23576,0.19708,0.484
4104,6,0,12.83,0.24888,0.19814,0.321
4105,6,1,12.08,0.23625,0.19986,-0.36
4106,6,2,13.5,0.24986,0.19776,-0.333
4107,6,3,13.01,0.24074,0.19967,-0.32
4108,6,4,13.04,0.25052,0.19942,0.231
4109,6,5,13.18,0.23676,0.19599,0.238
4110,6,6,15.2,0.25098,0.20145,-0.22
4111,6,7,12.86,0.24108,0.19845,0.386
4112,6,8,14.01,0.24086,0.19913,-0.309
4113,6,9,13.06,0.25571,0.19833,0.145
4114,6,10,11.48,0.25187,0.19892,0.661
4115,6,11,13.39,0.24214,0.19586,-0.005
4116,6,12,13.59,0.24366,0.19798,0.554
4117,6,13,11.27,0.25681,0.19988,-0.115
4118,6,14,10.75,0.25108,0.19978,0.211
4119,6,15,11.03,0.24827,0.19793,-0.72
4120,6,16,10.64,0.25375,0.20049,0.147
4121,6,17,7.69,0.25327,0.198,-0.096
4122,6,18,10.05,0.23637,0.1996,-0.659
4123,6,19,8.85,0.25634,0.20028,-0.334
4124,6,20,10.81,0.25347,0.20014,0.504
4125,6,21,11.06,0.23759,0.2016,0.041
4126,6,22,11.7,0.2359,0.1984,-0.968
4127,6,23,12.65,0.2382,0.19813,-0.059
4128,6,0,13.02,0.23722,0.19984,0.251
4129,6,1,11.74,0.23567,0.19498,0.089
4130,6,2,12.31,0.24436,0.19695,0.174
4131,6,3,15.21,0.24968,0.19821,0.176
4132,6,4,11.4,0.25402,0.19674,-0.326
4133,6,5,14.81,0.24171,0.20083,-0.346
4134,6,6,15.21,0.234,0.19718,-0.413
4135,6,7,14.99,0.2566,0.19777,-0.209
4136,6,8,14.28,0.25661,0.20055,0.355
4137,6,9,13.63,0.24602,0.19425,-0.167
4138,6,10,13.25,0.2556,0.20045,-0.059
4139,6,11,12.54,0.25367,0.20095,-0.607
4140,6,12,12.67,0.24515,0.20116,0.072
4141,6,13,9.74,0.25536,0.19719,-0.143
4142,6,14,8.93,0.24914,0.202,0.016
4143,6,15,11.1,0.23413,0.19851,-0.265
4144,6,16,9.54,0.25181,0.19584,-0.163
4145,6,17,9.33,0.24728,0.19935,-0.361
4146,6,18,8.14,0.25457,0.20036,-0.306
4147,6,19,8.58,0.25007,0.2008,0.463
4148,6,20,11.62,0.25126,0.19865,0.181
4149,6,21,11.69,0.23796,0.2003,-0.337
4150,6,22,11.5,0.24449,0.19565,0.191
4151,6,23,11.75,0.25462,0.19928,-0.175
4152,6,0,11.97,0.24748,0.20028,0.09
4153,6,1,12.72,0.24986,0.20117,-0.383
4154,6,2,14.28,0.24337,0.19747,0.019
4155,6,3,14.15,0.25706,0.19615,-0.228
4156,6,4,14.17,0.23908,0.19468,0.046
4157,6,5,13.07,0.23931,0.19512,-0.006
4158,6,6,13.68,0.25628,0.19633,-0.091
4159,6,7,14.85,0.2495,0.19902,-0.052
4160,6,8,14.59,0.25441,0.19921,0.214
4161,6,9,13.5,0.23969,0.20109,0.394
4162,6,10,13.9,0.23388,0.19727,0.037
4163,6,11,12.68,0.24875,0.20101,0.399
4164,6,12,12.6,0.25697,0.19955,0.509
4165,6,13,11.33,0.24233,0.20032,-0.446
4166,6,14,10.31,0.23963,0.19871,-0.718
4167,6,15,9.84,0.23867,0.2004,0.235
4168,6,16,10.13,0.23346,0.19687,-0.349
4169,6,17,9.52,0.25467,0.20133,0.106
4170,6,18,9.5,0.23302,0.19736,-0.098
4171,6,19,8.6,0.25341,0.1998,0.453
4172,6,20,11.56,0.25595,0.19486,-0.33
4173,6,21,10.23,0.2451,0.19842,-0.758
4174,6,22,12.04,0.24871,0.1987,-0.495
4175,6,23,11.42,0.24163,0.19801,-0.404
4176,6,0,11.96,0.23324,0.1976,0.328
4177,6,1,13.05,0.24548,0.1961,0.242
4178,6,2,15.44,0.25741,0.19922,-0.534
4179,6,3,13.33,0.24158,0.20056,0.777
4180,6,4,13.94,0.2441,0.19466,-0.001
4181,6,5,13.65,0.23903,0.19692,0.045
4182,6,6,13.96,0.2336,0.19901,0.686
4183,6,7,14.69,0.24514,0.19974,-0.063
4184,6,8,14.43,0.25057,0.20128,-0.302
4185,6,9,13.36,0.24954,0.19487,-0.201
4186,6,10,13.63,0.24358,0.20193,-0.051
4187,6,11,12.62,0.24714,0.19809,-0.08
4188,6,12,12.31,0.23924,0.20126,0.258
4189,6,13,12.78,0.24243,0.20086,-0.116
4190,6,14,10.04,0.24882,0.19564,0.146
4191,6,15,9.39,0.23343,0.1958,-0.128
4192,6,16,8.84,0.24519,0.19608,1.13
4193,6,17,11.21,0.24167,0.2011,0.415
4194,6,18,11.35,0.23969,0.19413,0.365
4195,6,19,10.28,0.23591,0.19708,0.096
4196,6,20,11.51,0.25399,0.19523,0.525
4197,6,21,9.7,0.24244,0.19424,-0.062
4198,6,22,11.06,0.25373,0.1946,0.379
4199,6,23,10.74,0.24237,0.20048,-0.339
4200,6,0,10.74,0.23449,0.19475,-0.194
4201,6,1,12.19,0.2507,0.19953,0.622
4202,6,2,13.82,0.24216,0.19473,0.378
4203,6,3,12.42,0.23545,0.20122,-0.084
4204,6,4,14.42,0.24137,0.19949,0.054
4205,6,5,14.43,0.23607,0.19414,-0.499
4206,6,6,14.09,0.25562,0.19677,0.296
4207,6,7,12.97,0.2502,0.1986,-0.665
4208,6,8,12.74,0.23731,0.19816,0.489
4209,6,9,12.28,0.23784,0.19735,0.006
4210,6,10,11.31,0.23654,0.19416,-0.339
4211,6,11,12.71,0.24941,0.19467,-0.003
4212,6,12,13.04,0.25491,0.19767,0.158
4213,6,13,10.52,0.23698,0.19765,-0.09
4214,6,14,10.58,0.24341,0.19923,-0.83
4215,6,15,12.17,0.23817,0.20069,0.015
4216,6,16,10.48,0.23549,0.20121,0.26
4217,6,17,10.73,0.23379,0.20045,0.31
4218,6,18,9.63,0.24704,0.19622,-0.192
4219,6,19,11.15,0.23554,0.19932,0.646
4220,6,20,8.57,0.24416,0.19639,0.417
4221,6,21,10.36,0.25696,0.19907,-0.028
4222,6,22,8.58,0.24612,0.19713,0.006
4223,6,23,10.93,0.23966,0.19555,-0.863
4224,6,0,13.19,0.23664,0.19438,0.079
4225,6,1,12.86,0.25567,0.19765,0.472
4226,6,2,13.68,0.24216,0.19908,-0.515
4227,6,3,14.33,0.23965,0.19452,-0.607
4228,6,4,14.33,0.23598,0.19562,0.745
4229,6,5,14.54,0.23713,0.20143,-0.132
4230,6,6,15.82,0.2356,0.19625,0.077
4231,6,7,13.0,0.23606,0.19597,-0.251
4232,6,8,13.07,0.24647,0.19509,0.84
4233,6,9,14.01,0.23342,0.19716,0.252
4234,6,10,13.45,0.23869,0.19774,0.107
4235,6,11,12.05,0.2457,0.19454,-0.459
4236,6,12,12.36,0.25322,0.19627,0.712
4237,6,13,11.79,0.23756,0.19948,0.518
4238,6,14,9.28,0.24965,0.20188,0.125
4239,6,15,10.06,0.24618,0.19547,-0.392
4240,6,16,11.78,0.25626,0.20193,-0.163
4241,6,17,10.66,0.23376,0.20003,-0.041
4242,6,18,8.71,0.24533,0.19515,0.294
4243,6,19,9.73,0.24824,0.19538,0.357
4244,6,20,9.43,0.24523,0.19804,-0.204
4245,6,21,11.14,0.24176,0.1956,-0.307
4246,6,22,11.72,0.2507,0.19794,-0.757
4247,6,23,10.35,0.25532,0.20148,0.032
4248,6,0,14.2,0.25728,0.20201,0.253
4249,6,1,12.64,0.25253,0.19735,0.203
4250,6,2,12.6,0.23649,0.19695,-0.784
4251,6,3,13.13,0.25533,0.20111,-0.104
4252,6,4,14.93,0.24502,0.20198,0.278
4253,6,5,12.87,0.25548,0.19856,-0.872
4254,6,6,13.89,0.2431,0.20177,-0.214
4255,6,7,15.62,0.25038,0.20022,0.493
4256,6,8,12.44,0.25432,0.19992,0.265
4257,6,9,13.91,0.25622,0.19532,0.181
4258,6,10,15.7,0.24097,0.20077,-0.03
4259,6,11,13.31,0.25734,0.19618,0.376
4260,6,12,12.36,0.24057,0.19539,0.668
4261,6,13,11.69,0.25312,0.19844,0.352
4262,6,14,10.34,0.24225,0.20183,-0.456
4263,6,15,11.13,0.24259,0.19433,-0.011
4264,6,16,10.3,0.23475,0.19639,-0.122
4265,6,17,10.92,0.24977,0.20181,0.078
4266,6,18,12.26,0.24702,0.19796,0.064
4267,6,19,10.48,0.25254,0.20035,0.396
4268,6,20,10.8,0.23779,0.19874,-0.441
4269,6,21,10.41,0.25304,0.20081,-0.29
4270,6,22,11.48,0.24081,0.19482,0.115
4271,6,23,12.4,0.24122,0.19713,0.427
4272,6,0,11.27,0.23385,0.2,0.418
4273,6,1,13.73,0.25024,0.19836,-0.37
4274,6,2,13.42,0.23992,0.19994,0.569
4275,6,3,13.22,0.255,0.19844,0.014
4276,6,4,14.14,0.24309,0.19768,-1.174
4277,6,5,14.11,0.236,0.19896,0.096
4278,6,6,14.67,0.24148,0.19707,0.287
4279,6,7,13.93,0.24688,0.19977,0.717
4280,6,8,13.0,0.23649,0.19643,0.355
4281,6,9,11.27,0.24683,0.19454,0.041
4282,6,10,10.7,0.246,0.19747,0.068
4283,6,11,13.04,0.23742,0.19952,-0.111
4284,6,12,12.07,0.25438,0.19511,0.318
4285,6,13,8.39,0.23309,0.19763,-0.179
4286,6,14,12.46,0.2559,0.1948,-0.45
4287,6,15,9.96,0.24405,0.20026,-0.766
4288,6,16,9.83,0.2503,0.20113,-0.021
4289,6,17,12.72,0.23689,0.19587,0.182
4290,6,18,9.61,0.25565,0.19825,-0.601
4291,6,19,9.45,0.24231,0.19906,-0.323
4292,6,20,8.2,0.24674,0.19604,-0.461
4293,6,21,10.23,0.24114,0.20024,-0.088
4294,6,22,11.78,0.25379,0.19636,0.605
4295,6,23,11.24,0.24272,0.19733,0.37
4296,6,0,11.61,0.24072,0.19471,-0.356
4297,6,1,13.24,0.24122,0.1951,-0.163
4298,6,2,12.23,0.25672,0.19554,-0.374
4299,6,3,11.8,0.25575,0.2019,0.028
4300,6,4,13.16,0.24279,0.19604,0.387
4301,6,5,15.74,0.23695,0.19757,-0.376
4302,6,6,12.65,0.24166,0.19413,0.619
4303,6,7,14.1,0.25666,0.19982,0.053
4304,6,8,12.04,0.25739,0.19879,0.143
4305,6,9,14.57,0.25362,0.1942,0.46
4306,6,10,13.67,0.25484,0.19955,-0.452
4307,6,11,10.72,0.25098,0.19999,-0.449
4308,6,12,10.45,0.25557,0.19849,0.318
4309,6,13,10.85,0.24133,0.20105,0.258
4310,6,14,11.02,0.2447,0.20007,-0.259
4311,6,15,9.66,0.2556,0.19865,-0.286
4312,6,16,8.93,0.2546,0.2001,0.739
4313,6,17,9.97,0.25446,0.19764,0.008
4314,6,18,9.99,0.24991,0.19467,0.307
4315,6,19,9.26,0.24151,0.19506,0.487
4316,6,20,9.95,0.24094,0.20119,-0.142
4317,6,21,11.98,0.23492,0.1988,-0.327
4318,6,22,11.42,0.25364,0.19772,-0.006
4319,6,23,10.83,0.24668,0.19471,0.235
4320,6,0,10.8,0.25052,0.198,-0.265
4321,6,1,12.62,0.23501,0.19995,0.662
4322,6,2,14.54,0.25133,0.19535,0.175
4323,6,3,13.12,0.25736,0.19754,-0.796
4324,6,4,14.67,0.23791,0.19458,0.438
4325,6,5,15.77,0.25737,0.19696,0.169
4326,6,6,13.75,0.24979,0.19886,0.334
4327,6,7,13.89,0.25118,0.19549,-0.066
4328,6,8,12.18,0.25243,0.20045,0.31
4329,6,9,13.55,0.23987,0.20053,0.613
4330,6,10,12.41,0.2374,0.19946,-0.352
4331,6,11,13.6,0.24308,0.19491,0.529
4332,6,12,12.02,0.24287,0.19879,0.354
4333,6,13,11.16,0.24284,0.19592,-0.106
4334,6,14,11.43,0.24591,0.19795,-0.111
4335,6,15,10.85,0.23564,0.20072,0.045
4336,6,16,9.17,0.24018,0.19794,0.104
4337,6,17,9.0,0.24601,0.19955,0.318
4338,6,18,11.1,0.25421,0.19785,-0.062
4339,6,19,11.73,0.24457,0.19511,0.52
4340,6,20,10.55,0.25417,0.19946,-0.104
4341,6,21,11.59,0.23787,0.19751,0.674
4342,6,22,11.36,0.23335,0.20168,0.754
4343,6,23,11.01,0.24801,0.20144,0.275
4344,6,0,12.01,0.24408,0.19737,-0.369
4345,6,1,12.13,0.23445,0.19464,0.439
4346,6,2,12.9,0.25051,0.19573,-0.208
4347,6,3,14.77,0.23915,0.19888,0.425
4348,6,4,13.38,0.24115,0.19903,0.779
4349,6,5,13.88,0.2425,0.1978,0.145
4350,6,6,14.1,0.24095,0.19508,-0.315
4351,6,7,13.8,0.24274,0.19496,-0.004
4352,6,8,11.97,0.24499,0.19758,0.124
4353,6,9,14.33,0.23599,0.19454,-0.424
4354,6,10,13.72,0.24512,0.19783,0.462
4355,6,11,9.64,0.24253,0.19808,-0.047
4356,6,12,13.92,0.25033,0.19711,0.114
4357,6,13,9.69,0.24605,0.19771,-0.492
4358,6,14,11.33,0.25492,0.19974,0.264
4359,6,15,10.66,0.25652,0.19537,0.108
4360,6,16,10.38,0.257,0.19743,-0.243
4361,6,17,10.18,0.2488,0.19662,-0.591
4362,6,18,9.69,0.2409,0.19706,0.234
4363,6,19,9.22,0.25157,0.19702,-0.089
4364,6,20,10.45,0.24244,0.19823,0.74
4365,6,21,11.64,0.23517,0.19904,-0.604
4366,6,22,13.14,0.24335,0.19469,0.576
4367,6,23,11.73,0.23573,0.19817,0.345
4368,6,0,11.28,0.24777,0.20053,-0.002
4369,6,1,11.74,0.25403,0.19683,0.259
4370,6,2,15.53,0.23896,0.20023,-0.144
4371,6,3,13.3,0.24781,0.19801,0.012
4372,6,4,13.43,0.24616,0.19663,0.235
4373,6,5,15.07,0.24511,0.19726,-0.211
4374,6,6,14.02,0.24435,0.19945,0.29
4375,6,7,13.08,0.25574,0.1995,-0.467
4376,6,8,13.19,0.24622,0.20182,0.311
4377,6,9,12.51,0.24542,0.19719,-0.193
4378,6,10,13.03,0.25188,0.20093,0.075
4379,6,11,12.41,0.23676,0.19468,0.019
4380,7,12,13.1,0.23448,0.19832,-0.233
4381,7,13,14.84,0.23309,0.2008,-0.263
4382,7,14,13.72,0.23802,0.202,0.047
4383,7,15,13.83,0.24175,0.19844,0.36
4384,7,16,13.96,0.25018,0.19477,0.611
4385,7,17,11.68,0.23928,0.19549,-0.779
4386,7,18,12.15,0.24499,0.19462,-0.384
4387,7,19,11.8,0.2477,0.19832,0.217
4388,7,20,13.89,0.2367,0.19424,0.097
4389,7,21,12.47,0.23572,0.20002,0.117
4390,7,22,14.28,0.25538,0.19663,-0.559
4391,7,23,13.69,0.23609,0.19461,-0.083
4392,7,0,14.36,0.24076,0.19972,-0.334
4393,7,1,15.34,0.2459,0.19493,0.165
4394,7,2,14.59,0.23499,0.2008,0.556
4395,7,3,14.78,0.25426,0.20127,-0.262
4396,7,4,15.01,0.2471,0.19993,-0.543
4397,7,5,16.57,0.25625,0.1962,-0.263
4398,7,6,17.41,0.23875,0.19996,-0.33
4399,7,7,15.79,0.25044,0.20056,0.303
4400,7,8,15.18,0.23515,0.19868,-0.179
4401,7,9,17.29,0.23975,0.19541,-0.961
4402,7,10,12.66,0.24569,0.20167,-0.558
4403,7,11,16.59,0.23603,0.20202,0.618
4404,7,12,14.93,0.24305,0.1981,0.125
4405,7,13,12.59,0.2498,0.20128,0.04
4406,7,14,12.61,0.24819,0.19963,0.375
4407,7,15,14.08,0.24638,0.20101,-0.224
4408,7,16,13.28,0.23339,0.19605,0.146
4409,7,17,12.45,0.25471,0.19783,-0.344
4410,7,18,12.06,0.24122,0.20122,0.357
4411,7,19,13.96,0.2387,0.20164,-0.142
4412,7,20,14.28,0.23509,0.19802,0.174
4413,7,21,13.0,0.24376,0.19549,-0.082
4414,7,22,12.7,0.24139,0.19938,0.234
4415,7,23,15.69,0.25646,0.19504,-0.051
4416,7,0,13.52,0.24305,0.19438,0.303
4417,7,1,14.61,0.24128,0.20125,-0.327
4418,7,2,14.06,0.24093,0.19665,0.22
4419,7,3,17.11,0.24591,0.19717,-0.479
4420,7,4,15.93,0.25215,0.19501,-0.087
4421,7,5,15.68,0.23469,0.20056,0.59
4422,7,6,15.02,0.25483,0.19448,0.178
4423,7,7,17.07,0.25028,0.19641,-0.304
4424,7,8,15.24,0.24554,0.20133,-0.243
4425,7,9,14.12,0.25113,0.20177,0.699
4426,7,10,14.97,0.25527,0.19942,-0.161
4427,7,11,16.98,0.25117,0.20025,-0.664
4428,7,12,14.36,0.24009,0.19919,0.315
4429,7,13,15.73,0.24319,0.19533,-0.624
4430,7,14,15.42,0.25249,0.19803,-0.123
4431,7,15,12.79,0.25217,0.19739,-0.471
4432,7,16,12.84,0.23881,0.20043,0.772
4433,7,17,12.62,0.23801,0.19465,-0.341
4434,7,18,11.83,0.25022,0.20002,1.792
4435,7,19,11.94,0.24838,0.19869,0.628
4436,7,20,14.6,0.25612,0.19565,-0.592
4437,7,21,11.98,0.24825,0.19516,-0.402
4438,7,22,12.93,0.25577,0.2007,0.829
4439,7,23,15.89,0.24679,0.19878,-0.003
4440,7,0,14.05,0.23481,0.19695,-0.804
4441,7,1,15.22,0.2565,0.19852,0.036
4442,7,2,14.29,0.24994,0.19468,0.165
4443,7,3,16.87,0.2405,0.19452,-0.49
4444,7,4,15.72,0.23444,0.19471,0.36
4445,7,5,15.71,0.25188,0.19667,-0.222
4446,7,6,16.01,0.24498,0.19957,0.184
4447,7,7,17.54,0.25557,0.19593,0.669
4448,7,8,17.26,0.2348,0.19456,-0.007
4449,7,9,16.56,0.23926,0.19563,-0.515
4450,7,10,17.74,0.23899,0.1965,-0.325
4451,7,11,15.58,0.24944,0.20032,0.057
4452,7,12,13.12,0.24403,0.20052,-0.323
4453,7,13,15.17,0.25713,0.19469,-0.06
4454,7,14,12.53,0.25424,0.1943,-0.121
4455,7,15,12.12,0.25573,0.19943,-0.226
4456,7,16,11.18,0.23764,0.19589,-0.007
4457,7,17,12.7,0.24863,0.19939,-0.22
4458,7,18,13.68,0.24598,0.19496,-0.198
4459,7,19,12.42,0.24485,0.19528,-0.244
4460,7,20,12.36,0.25209,0.19944,0.275
4461,7,21,11.83,0.2383,0.1945,0.16
4462,7,22,12.77,0.25332,0.19702,-0.488
4463,7,23,13.61,0.25213,0.20186,0.626
4464,7,0,15.05,0.24814,0.2006,-0.158
4465,7,1,14.09,0.23848,0.19468,0.744
4466,7,2,15.76,0.25099,0.19671,0.008
4467,7,3,16.43,0.2398,0.19423,0.252
4468,7,4,15.72,0.23989,0.2004,0.334
4469,7,5,15.01,0.24578,0.19597,0.233
4470,7,6,16.05,0.25333,0.19714,0.487
4471,7,7,15.92,0.24368,0.199,0.4
4472,7,8,16.52,0.25347,0.20098,1.1
4473,7,9,16.7,0.23448,0.19502,0.016
4474,7,10,13.79,0.24427,0.19672,0.453
4475,7,11,16.23,0.24744,0.20202,-0.143
4476,7,12,13.81,0.23937,0.19678,0.352
4477,7,13,14.26,0.24858,0.19592,-0.073
4478,7,14,13.96,0.2548,0.19615,-0.144
4479,7,15,14.28,0.2518,0.20057,-0.113
4480,7,16,13.65,0.24088,0.19536,0.016
4481,7,17,12.91,0.25384,0.19476,0.727
4482,7,18,12.02,0.24895,0.19444,0.322
4483,7,19,14.08,0.24193,0.19583,0.306
4484,7,20,14.02,0.24083,0.19612,0.057
4485,7,21,13.79,0.23605,0.20192,0.398
4486,7,22,13.52,0.24226,0.20124,0.99
4487,7,23,13.17,0.23589,0.20014,-0.39
4488,7,0,16.17,0.23825,0.19928,0.587
4489,7,1,14.35,0.25254,0.19688,0.502
4490,7,2,15.97,0.25695,0.19635,0.021
4491,7,3,15.21,0.2543,0.19863,-0.038
4492,7,4,15.35,0.2561,0.19832,-0.105
4493,7,5,15.52,0.23953,0.19889,-0.527
4494,7,6,17.78,0.24327,0.19612,-0.062
4495,7,7,16.81,0.25584,0.19818,-0.213
4496,7,8,16.03,0.25226,0.1976,-0.375
4497,7,9,17.6,0.24715,0.20091,-0.808
4498,7,10,16.42,0.24677,0.1965,-0.22
4499,7,11,14.08,0.24816,0.19595,-0.555
4500,7,12,14.64,0.25545,0.19449,0.313
4501,7,13,14.65,0.23379,0.19758,-0.168
4502,7,14,13.29,0.25346,0.19906,-0.387
4503,7,15,12.27,0.25605,0.19974,0.513
4504,7,16,11.07,0.25542,0.19869,-0.723
4505,7,17,11.9,0.23838,0.19985,0.668
4506,7,18,12.53,0.24819,0.19577,0.991
4507,7,19,12.25,0.24285,0.20053,0.283
4508,7,20,13.89,0.25561,0.19837,0.888
4509,7,21,12.5,0.2346,0.19418,0.008
4510,7,22,13.32,0.24438,0.20082,0.319
4511,7,23,15.52,0.24016,0.20073,0.612
4512,7,0,13.89,0.23981,0.19943,-0.325
4513,7,1,15.69,0.23513,0.19529,-0.432
4514,7,2,16.32,0.25397,0.2018,0.007
4515,7,3,17.25,0.24822,0.19906,0.457
4516,7,4,16.38,0.24236,0.19763,-0.464
4517,7,5,15.35,0.24171,0.19462,0.028
4518,7,6,16.99,0.24473,0.1952,-0.122
4519,7,7,15.53,0.2378,0.19453,-0.108
4520,7,8,17.57,0.24726,0.19892,-0.108
4521,7,9,15.33,0.25361,0.19482,-0.444
4522,7,10,15.45,0.25342,0.19664,0.461
4523,7,11,16.23,0.25214,0.19594,-0.31
4524,7,12,14.65,0.25061,0.20173,-0.274
4525,7,13,13.63,0.24767,0.19642,-0.028
4526,7,14,13.02,0.23448,0.19797,-1.113
4527,7,15,14.77,0.24872,0.19559,-0.234
4528,7,16,12.11,0.23728,0.19933,-0.312
4529,7,17,11.11,0.24056,0.20134,0.69
4530,7,18,12.5,0.24001,0.20022,0.202
4531,7,19,12.93,0.25297,0.19511,-0.203
4532,7,20,12.76,0.23893,0.19873,0.294
4533,7,21,11.73,0.24328,0.19938,-0.148
4534,7,22,13.29,0.23333,0.20006,-0.215
4535,7,23,13.43,0.25654,0.1943,0.071
4536,7,0,15.9,0.25221,0.19439,0.182
4537,7,1,14.21,0.23399,0.19857,1.101
4538,7,2,16.91,0.24279,0.19954,-0.188
4539,7,3,17.34,0.24786,0.19868,0.08
4540,7,4,15.1,0.24177,0.19661,0.51
4541,7,5,15.63,0.23321,0.19884,0.201
4542,7,6,16.65,0.25209,0.19945,0.237
4543,7,7,18.25,0.2531,0.1959,-0.009
4544,7,8,15.09,0.24398,0.20113,-0.271
4545,7,9,14.71,0.25399,0.1982,-0.596
4546,7,10,16.63,0.24492,0.19952,0.044
4547,7,11,14.88,0.25657,0.20181,-1.027
4548,7,12,14.05,0.25653,0.19958,0.341
4549,7,13,15.55,0.2333,0.19528,-0.332
4550,7,14,13.96,0.24182,0.19809,0.419
4551,7,15,13.33,0.24265,0.19507,0.305
4552,7,16,11.61,0.24512,0.20113,-1.028
