hour,month,hour_of_day,T_outdoor_C,kWh_m2_RB,kWh_m2_NA,PMV_NA
4248,6,0,0.56,0.42456,0.3743,-0.301
4249,6,1,2.96,0.46765,0.37554,0.756
4250,6,2,4.23,0.46094,0.36421,-0.319
4251,6,3,4.04,0.43694,0.37591,-0.234
4252,6,4,4.18,0.4404,0.36636,0.192
4253,6,5,4.0,0.45814,0.3656,-0.442
4254,6,6,6.04,0.42798,0.37103,0.109
4255,6,7,2.85,0.42894,0.37165,0.058
4256,6,8,3.66,0.4565,0.37562,-0.509
4257,6,9,5.61,0.46718,0.3631,-0.322
4258,6,10,3.71,0.46131,0.3659,0.007
4259,6,11,4.76,0.4597,0.36756,-0.442
4260,6,12,3.32,0.46407,0.37201,0.047
4261,6,13,2.87,0.46096,0.36907,0.085
4262,6,14,1.73,0.42579,0.37268,0.0
4263,6,15,3.14,0.46687,0.36834,0.13
4264,6,16,1.5,0.4289,0.37083,-0.296
4265,6,17,2.89,0.44012,0.36378,0.096
4266,6,18,1.76,0.44581,0.36964,-0.436
4267,6,19,1.99,0.4691,0.36627,-0.195
4268,6,20,0.46,0.45761,0.36802,0.215
4269,6,21,0.18,0.46249,0.36422,0.225
4270,6,22,2.51,0.4628,0.37018,-0.693
4271,6,23,2.95,0.45108,0.36509,-0.148
4272,6,0,4.88,0.45485,0.37235,0.265
4273,6,1,3.12,0.45793,0.37605,0.036
4274,6,2,4.87,0.45878,0.37109,-0.632
4275,6,3,4.36,0.4482,0.36222,0.326
4276,6,4,4.46,0.46816,0.36464,0.184
4277,6,5,4.83,0.45395,0.36817,-0.67
4278,6,6,5.57,0.46726,0.37586,-0.839
4279,6,7,6.14,0.4567,0.37131,-0.461
4280,6,8,4.83,0.45854,0.36462,-0.399
4281,6,9,3.28,0.46407,0.37433,-0.233
4282,6,10,4.51,0.4407,0.37179,-0.26
4283,6,11,0.23,0.46382,0.37106,-0.311
4284,6,12,2.59,0.46614,0.36392,-0.111
4285,6,13,2.45,0.4307,0.37312,0.697
4286,6,14,4.05,0.44417,0.36775,0.004
4287,6,15,2.14,0.43158,0.37225,-0.711
4288,6,16,2.45,0.46559,0.37495,0.067
4289,6,17,-0.57,0.4404,0.37129,0.366
4290,6,18,0.2,0.46903,0.36325,0.201
4291,6,19,1.75,0.45085,0.36954,0.941
4292,6,20,1.29,0.43375,0.36436,0.153
4293,6,21,1.73,0.44581,0.36781,-0.233
4294,6,22,3.08,0.4276,0.36969,0.029
4295,6,23,2.82,0.4587,0.37638,0.663
4296,6,0,4.4,0.45446,0.36782,0.146
4297,6,1,4.58,0.44287,0.36745,-0.592
4298,6,2,3.51,0.45326,0.37455,0.361
4299,6,3,4.27,0.42602,0.37172,0.949
4300,6,4,4.22,0.43446,0.37188,0.885
4301,6,5,3.78,0.43409,0.36877,-0.672
4302,6,6,3.83,0.4558,0.37082,0.427
4303,6,7,3.46,0.46292,0.36184,-0.401
4304,6,8,4.1,0.45651,0.36915,0.656
4305,6,9,5.04,0.43754,0.37005,-0.045
4306,6,10,1.95,0.45555,0.36906,0.104
4307,6,11,2.14,0.46584,0.36329,0.149
4308,6,12,3.7,0.4282,0.36208,0.137
4309,6,13,3.58,0.45649,0.3738,-0.253
4310,6,14,3.17,0.44012,0.36488,-0.204
4311,6,15,0.52,0.43021,0.36703,-0.226
4312,6,16,1.28,0.42602,0.36803,-0.472
4313,6,17,0.95,0.43059,0.36617,0.157
4314,6,18,0.35,0.44158,0.3733,0.409
4315,6,19,0.91,0.42726,0.36423,-0.682
4316,6,20,1.09,0.46112,0.36689,-0.581
4317,6,21,0.08,0.43876,0.36762,-0.361
4318,6,22,2.86,0.44307,0.37127,0.111
4319,6,23,0.71,0.43058,0.3649,0.377
4320,6,0,4.48,0.43741,0.37354,0.068
4321,6,1,2.79,0.44829,0.37561,-0.146
4322,6,2,4.47,0.4446,0.36841,-1.041
4323,6,3,4.03,0.44664,0.37266,-0.559
4324,6,4,4.95,0.45403,0.36731,-0.436
4325,6,5,6.71,0.44522,0.36658,0.166
4326,6,6,5.31,0.44881,0.36827,-0.091
4327,6,7,4.1,0.4625,0.36891,-0.536
4328,6,8,5.25,0.44356,0.36832,-0.526
4329,6,9,4.12,0.4319,0.37273,-0.189
4330,6,10,4.97,0.45568,0.36356,0.262
4331,6,11,4.85,0.43072,0.36418,-0.384
4332,6,12,2.64,0.45418,0.37434,0.321
4333,6,13,2.84,0.43285,0.37022,-0.225
4334,6,14,4.48,0.45347,0.37422,0.54
4335,6,15,1.99,0.43948,0.36637,-0.676
4336,6,16,1.33,0.46789,0.3729,-0.113
4337,6,17,1.88,0.43772,0.37279,-0.386
4338,6,18,0.58,0.42454,0.36616,0.358
4339,6,19,1.57,0.4374,0.36219,-0.501
4340,6,20,2.33,0.44461,0.36722,0.036
4341,6,21,1.18,0.43923,0.37635,-0.468
4342,6,22,3.34,0.45537,0.37536,-0.15
4343,6,23,3.19,0.45548,0.37016,0.669
4344,6,0,3.7,0.4656,0.36222,0.053
4345,6,1,3.84,0.44043,0.36239,-1.05
4346,6,2,4.44,0.42767,0.37372,-0.01
4347,6,3,4.75,0.44173,0.36681,-0.529
4348,6,4,6.3,0.4493,0.3628,-0.507
4349,6,5,3.34,0.46848,0.36292,-0.349
4350,6,6,5.68,0.44298,0.37028,-0.175
4351,6,7,4.59,0.43145,0.369,-0.175
4352,6,8,4.15,0.4308,0.36771,0.316
4353,6,9,6.49,0.46048,0.37268,0.02
4354,6,10,3.93,0.42796,0.37081,-0.316
4355,6,11,3.89,0.45616,0.36172,-0.066
4356,6,12,4.03,0.45839,0.37353,-0.457
4357,6,13,2.24,0.46298,0.3724,0.292
4358,6,14,2.6,0.46679,0.37491,0.02
4359,6,15,0.99,0.4647,0.36753,-0.243
4360,6,16,1.9,0.4585,0.36205,0.402
4361,6,17,2.17,0.44633,0.37185,-0.087
4362,6,18,0.51,0.4314,0.37236,0.133
4363,6,19,0.91,0.46546,0.37014,-0.179
4364,6,20,1.0,0.45289,0.36589,0.229
4365,6,21,1.13,0.46206,0.3735,-0.189
4366,6,22,1.89,0.45088,0.36222,-0.356
4367,6,23,2.97,0.45431,0.36298,-0.329
4368,6,0,2.92,0.46408,0.37529,0.059
4369,6,1,0.9,0.43687,0.37358,-0.118
4370,6,2,4.49,0.44978,0.36533,-0.483
4371,6,3,4.36,0.44048,0.37469,-0.134
4372,6,4,4.1,0.4542,0.36404,-0.296
4373,6,5,4.62,0.44739,0.3684,0.457
4374,6,6,5.36,0.44095,0.36754,-0.036
4375,6,7,5.68,0.4376,0.37565,0.097
4376,6,8,5.58,0.43677,0.36274,-0.234
4377,6,9,4.2,0.4419,0.36801,0.535
4378,6,10,2.55,0.43504,0.3688,0.273
4379,6,11,3.62,0.46121,0.3724,-0.13
4380,7,12,8.02,0.42561,0.37513,-0.473
4381,7,13,3.12,0.43756,0.3714,0.236
4382,7,14,3.23,0.44276,0.37164,0.138
4383,7,15,4.17,0.43583,0.36272,-0.76
4384,7,16,5.24,0.434,0.3728,-0.283
4385,7,17,3.66,0.46784,0.3747,0.831
4386,7,18,5.29,0.43685,0.37524,0.784
4387,7,19,3.85,0.43016,0.37205,0.186
4388,7,20,3.02,0.45836,0.37583,-0.239
4389,7,21,5.16,0.44701,0.3696,0.472
4390,7,22,3.71,0.4593,0.36861,-0.192
4391,7,23,5.72,0.4338,0.36888,-0.539
4392,7,0,6.09,0.43877,0.36818,-0.283
4393,7,1,6.77,0.4423,0.36271,0.483
4394,7,2,6.02,0.43559,0.36629,-0.087
4395,7,3,8.28,0.45685,0.37496,-1.056
4396,7,4,8.89,0.43012,0.36651,-0.095
4397,7,5,7.79,0.46499,0.37478,-0.283
4398,7,6,6.37,0.43669,0.3659,-0.295
4399,7,7,7.52,0.45211,0.37562,-0.078
4400,7,8,6.03,0.42747,0.36391,-0.849
4401,7,9,5.86,0.45899,0.37208,0.306
4402,7,10,7.34,0.45606,0.36973,0.435
4403,7,11,6.31,0.43365,0.36487,0.8
4404,7,12,5.31,0.46417,0.36562,-0.015
4405,7,13,4.88,0.46088,0.36753,-0.243
4406,7,14,4.82,0.4501,0.37287,-0.671
4407,7,15,4.72,0.42464,0.36169,0.372
4408,7,16,4.75,0.45043,0.3685,-0.368
4409,7,17,2.87,0.44391,0.37253,0.151
4410,7,18,3.14,0.46587,0.37175,0.371
4411,7,19,3.49,0.46144,0.36769,-0.211
4412,7,20,3.47,0.4262,0.3729,0.171
4413,7,21,3.12,0.46221,0.37383,0.816
4414,7,22,5.43,0.43986,0.37084,-0.192
4415,7,23,4.37,0.44445,0.3663,-0.32
4416,7,0,5.45,0.44729,0.364,-0.436
4417,7,1,5.94,0.43099,0.37523,-0.106
4418,7,2,5.23,0.4272,0.37277,-0.158
4419,7,3,6.25,0.44535,0.36223,0.034
4420,7,4,5.92,0.46121,0.37251,-0.559
4421,7,5,7.04,0.46132,0.36707,0.011
4422,7,6,7.3,0.43726,0.37297,-0.2
4423,7,7,7.59,0.45991,0.37258,-0.419
4424,7,8,5.94,0.42593,0.37372,-0.578
4425,7,9,7.2,0.44254,0.37488,0.776
4426,7,10,5.65,0.467,0.36261,-0.486
4427,7,11,6.73,0.46474,0.363,0.369
4428,7,12,4.87,0.42673,0.3759,-0.099
4429,7,13,5.03,0.42928,0.36943,0.725
4430,7,14,3.34,0.45206,0.37334,-0.364
4431,7,15,3.74,0.45355,0.3635,-1.17
4432,7,16,4.12,0.44861,0.36443,0.137
4433,7,17,2.59,0.45854,0.36625,0.001
4434,7,18,3.84,0.44329,0.37332,-0.057
4435,7,19,2.15,0.42997,0.37344,0.422
4436,7,20,3.12,0.43557,0.37297,0.204
4437,7,21,4.65,0.43719,0.3618,0.1
4438,7,22,3.67,0.45969,0.36716,0.002
4439,7,23,4.33,0.43643,0.3693,0.604
4440,7,0,3.33,0.45343,0.37142,-0.083
4441,7,1,6.18,0.4562,0.36278,-0.295
4442,7,2,7.59,0.46161,0.36228,0.228
4443,7,3,7.88,0.44217,0.36967,0.257
4444,7,4,6.34,0.44685,0.36389,-0.442
4445,7,5,5.98,0.43509,0.3688,-0.378
4446,7,6,7.01,0.45392,0.36541,0.256
4447,7,7,6.63,0.45271,0.36426,0.109
4448,7,8,6.93,0.46049,0.3646,0.186
4449,7,9,7.76,0.43767,0.36286,0.048
4450,7,10,5.24,0.45698,0.37038,0.081
4451,7,11,7.33,0.4351,0.3752,-0.391
4452,7,12,6.72,0.43599,0.37221,-0.284
4453,7,13,4.88,0.44388,0.36696,-0.354
4454,7,14,4.24,0.4394,0.36466,0.57
4455,7,15,2.65,0.46076,0.37596,0.462
4456,7,16,3.31,0.43854,0.36856,-0.135
4457,7,17,2.1,0.44264,0.36938,-0.381
4458,7,18,4.04,0.44514,0.36593,0.137
4459,7,19,4.73,0.4498,0.36884,-0.428
4460,7,20,4.09,0.45934,0.36374,-0.103
4461,7,21,4.77,0.44474,0.36753,-0.862
4462,7,22,4.35,0.4455,0.36553,0.03
4463,7,23,4.91,0.4321,0.36547,-0.34
4464,7,0,5.96,0.45501,0.36579,0.003
4465,7,1,4.65,0.43131,0.36403,-0.685
4466,7,2,6.57,0.45456,0.37038,-0.473
4467,7,3,6.89,0.43421,0.37558,0.126
4468,7,4,5.12,0.43399,0.36561,-0.174
4469,7,5,6.77,0.44284,0.36516,-0.223
4470,7,6,6.46,0.46177,0.37397,0.315
4471,7,7,8.41,0.46276,0.37037,-0.331
4472,7,8,6.34,0.45957,0.36599,-0.812
4473,7,9,5.96,0.44227,0.36294,-0.186
4474,7,10,5.45,0.43586,0.36316,-0.593
4475,7,11,7.13,0.43944,0.36516,0.027
4476,7,12,6.21,0.44802,0.36359,-0.17
4477,7,13,4.19,0.42713,0.36543,0.191
4478,7,14,4.86,0.44609,0.37235,-0.459
4479,7,15,1.42,0.44795,0.36807,0.152
4480,7,16,3.83,0.46743,0.36789,-0.058
4481,7,17,3.0,0.46422,0.37538,-0.038
4482,7,18,3.53,0.4617,0.37274,-1.186
4483,7,19,3.94,0.44571,0.37318,0.119
4484,7,20,3.67,0.42579,0.37517,-0.295
4485,7,21,2.09,0.43975,0.36831,0.149
4486,7,22,4.34,0.45024,0.36194,-0.075
4487,7,23,3.34,0.46162,0.37052,0.363
4488,7,0,4.86,0.43632,0.37637,0.138
4489,7,1,4.06,0.46348,0.36215,-0.367
4490,7,2,5.04,0.44089,0.36461,0.07
4491,7,3,6.83,0.4597,0.37571,-0.197
4492,7,4,5.83,0.45884,0.36912,0.624
4493,7,5,6.32,0.46001,0.36905,-0.184
4494,7,6,9.06,0.4447,0.36284,-0.208
4495,7,7,8.55,0.46266,0.37015,0.02
4496,7,8,8.18,0.45845,0.37081,0.393
4497,7,9,5.7,0.44428,0.37452,0.9
4498,7,10,7.61,0.46187,0.37304,-0.139
4499,7,11,6.88,0.46346,0.36227,-0.184
4500,7,12,6.38,0.4356,0.37607,-0.177
4501,7,13,5.71,0.4436,0.36644,-0.007
4502,7,14,5.35,0.43922,0.37154,-0.121
4503,7,15,4.78,0.43156,0.36799,-0.019
4504,7,16,3.98,0.44244,0.36256,-0.404
4505,7,17,3.2,0.4465,0.36768,0.411
4506,7,18,3.14,0.46088,0.36657,-0.003
4507,7,19,3.31,0.44785,0.37508,0.053
4508,7,20,2.5,0.42887,0.37434,-0.171
4509,7,21,3.96,0.4449,0.36258,-0.659
4510,7,22,6.51,0.4576,0.36937,0.148
4511,7,23,5.57,0.43311,0.36759,0.292
4512,7,0,5.76,0.45129,0.37247,0.729
4513,7,1,5.33,0.45155,0.36309,-0.62
4514,7,2,6.03,0.45387,0.37636,0.401
4515,7,3,5.43,0.43411,0.36255,-0.052
4516,7,4,6.47,0.43216,0.3722,0.397
4517,7,5,8.29,0.44311,0.36659,-0.649
4518,7,6,5.52,0.46334,0.36274,-0.045
4519,7,7,7.35,0.43216,0.37264,-0.162
4520,7,8,5.93,0.4405,0.3649,-0.319
4521,7,9,7.51,0.46305,0.36713,-0.703
4522,7,10,7.57,0.42544,0.36612,-0.273
4523,7,11,8.23,0.43141,0.36805,-0.421
4524,7,12,5.93,0.45011,0.37144,1.12
4525,7,13,4.37,0.42692,0.37434,-0.067
4526,7,14,5.62,0.46594,0.37274,0.3
4527,7,15,5.14,0.43599,0.37579,0.521
4528,7,16,2.27,0.43382,0.37369,0.091
4529,7,17,4.85,0.44296,0.37352,-0.115
4530,7,18,3.76,0.45075,0.37199,0.095
4531,7,19,3.11,0.44825,0.36182,-0.109
4532,7,20,2.82,0.42929,0.37451,-0.033
4533,7,21,5.45,0.44251,0.36776,0.529
4534,7,22,3.91,0.45067,0.36441,-0.712
4535,7,23,4.94,0.44163,0.37376,-0.688
4536,7,0,4.98,0.44458,0.37608,0.407
4537,7,1,5.52,0.43696,0.36289,0.228
4538,7,2,5.32,0.44842,0.373,0.457
4539,7,3,6.43,0.43504,0.37419,0.374
4540,7,4,8.38,0.43113,0.37512,-0.17
4541,7,5,6.15,0.44835,0.3745,-0.026
4542,7,6,6.33,0.4502,0.37398,-0.161
4543,7,7,7.41,0.45562,0.37215,-0.052
4544,7,8,5.83,0.45732,0.37017,0.376
4545,7,9,6.85,0.43249,0.37103,0.454
4546,7,10,7.52,0.45479,0.3631,0.324
4547,7,11,8.13,0.43469,0.37169,-0.193
4548,7,12,4.93,0.43336,0.3747,0.324
4549,7,13,6.68,0.46899,0.36713,-0.369
4550,7,14,4.35,0.45552,0.3641,0.197
4551,7,15,5.16,0.43874,0.36321,-0.046
4552,7,16,1.09,0.4347,0.37503,0.402
4553,7,17,1.9,0.46895,0.36369,0.444
4554,7,18,3.06,0.43514,0.36901,0.226
4555,7,19,4.84,0.42543,0.36589,0.431
4556,7,20,4.53,0.45437,0.36559,0.126
4557,7,21,6.29,0.43049,0.3697,0.046
4558,7,22,2.43,0.4523,0.37105,-0.144
4559,7,23,4.92,0.44818,0.36399,0.172
4560,7,0,4.98,0.43114,0.36419,0.022
4561,7,1,7.01,0.4601,0.36852,0.786
4562,7,2,5.26,0.45762,0.36171,-0.037
4563,7,3,5.62,0.45889,0.3716,-0.125
4564,7,4,6.45,0.45432,0.37186,0.183
4565,7,5,7.69,0.43392,0.36557,-0.236
4566,7,6,7.47,0.42592,0.37414,-0.329
4567,7,7,8.11,0.4643,0.36289,0.091
4568,7,8,7.42,0.42563,0.36946,-0.736
4569,7,9,9.08,0.46556,0.36571,-0.512
4570,7,10,5.53,0.44388,0.37122,0.771
4571,7,11,5.43,0.44339,0.37328,0.859
4572,7,12,5.93,0.447,0.37125,-0.555
4573,7,13,5.57,0.45246,0.36432,-0.374
4574,7,14,6.42,0.46472,0.36346,-0.216
4575,7,15,3.11,0.44303,0.37222,0.122
4576,7,16,3.52,0.46911,0.36372,0.335
4577,7,17,4.51,0.45348,0.37363,-0.114
4578,7,18,3.52,0.43493,0.3719,0.361
4579,7,19,5.05,0.4473,0.37363,0.138
4580,7,20,4.02,0.45767,0.37033,0.16
4581,7,21,4.55,0.45326,0.37407,-0.011
4582,7,22,7.46,0.45406,0.37241,0.117
4583,7,23,2.93,0.43514,0.36791,-0.295
4584,7,0,5.1,0.46352,0.37608,-0.548
4585,7,1,4.91,0.44354,0.37055,0.097
4586,7,2,5.28,0.43458,0.36866,-0.213
4587,7,3,6.22,0.46345,0.37316,-0.317
4588,7,4,7.08,0.44821,0.36255,-0.151
4589,7,5,6.46,0.44219,0.36558,0.619
4590,7,6,8.37,0.45968,0.37547,-0.159
4591,7,7,8.1,0.43603,0.3715,0.687
4592,7,8,6.08,0.46066,0.37073,-0.075
4593,7,9,6.13,0.43094,0.36419,-0.194
4594,7,10,8.0,0.46458,0.37003,-0.042
4595,7,11,7.61,0.45215,0.37026,-0.014
4596,7,12,5.39,0.44903,0.37049,-0.225
4597,7,13,4.99,0.45588,0.36621,0.26
4598,7,14,2.7,0.43771,0.36773,0.428
4599,7,15,2.08,0.43597,0.37087,-0.19
4600,7,16,2.53,0.45832,0.37234,-0.198
4601,7,17,3.71,0.43693,0.37441,0.393
4602,7,18,4.41,0.43295,0.37095,-0.514
4603,7,19,3.71,0.44548,0.37633,0.487
4604,7,20,3.99,0.44866,0.37107,0.265
4605,7,21,3.58,0.43674,0.36663,-0.083
4606,7,22,2.07,0.44772,0.36455,-0.185
4607,7,23,4.47,0.44561,0.3667,-0.434
4608,7,0,3.75,0.43236,0.3744,0.282
4609,7,1,7.47,0.46345,0.37214,0.004
4610,7,2,5.98,0.4326,0.36919,-0.205
4611,7,3,8.7,0.43344,0.36303,0.064
4612,7,4,7.03,0.45421,0.36728,0.834
4613,7,5,8.25,0.4535,0.36207,0.447
4614,7,6,7.16,0.4305,0.37281,0.399
4615,7,7,6.92,0.45937,0.36808,-0.006
4616,7,8,8.04,0.42891,0.37071,0.322
4617,7,9,7.61,0.4284,0.37034,-0.839
4618,7,10,5.61,0.44079,0.36195,-0.185
4619,7,11,6.81,0.43313,0.36871,-0.07
4620,7,12,4.23,0.43919,0.37511,0.115
4621,7,13,5.92,0.43056,0.37155,-0.563
4622,7,14,3.57,0.42999,0.36235,-0.306
4623,7,15,4.01,0.45918,0.37524,0.176
4624,7,16,4.13,0.45608,0.37019,-0.116
4625,7,17,3.45,0.43622,0.36359,0.038
4626,7,18,4.75,0.46605,0.36643,0.503
4627,7,19,4.49,0.46816,0.36211,-0.179
4628,7,20,2.46,0.45697,0.37307,0.276
4629,7,21,3.71,0.43149,0.37029,0.609
4630,7,22,2.9,0.42975,0.37343,-0.119
4631,7,23,6.98,0.43156,0.36176,0.162
4632,7,0,4.53,0.46595,0.36473,-0.908
4633,7,1,6.25,0.44578,0.37209,0.396
4634,7,2,8.22,0.4309,0.36726,-0.544
4635,7,3,7.71,0.46551,0.36411,-0.52
4636,7,4,7.63,0.44471,0.37226,-0.497
4637,7,5,7.81,0.44172,0.36581,-0.716
4638,7,6,8.35,0.43914,0.37086,0.264
4639,7,7,7.94,0.43701,0.36418,-0.224
4640,7,8,7.12,0.45319,0.37361,0.264
4641,7,9,7.55,0.44104,0.37522,0.729
4642,7,10,7.08,0.43895,0.36382,0.683
4643,7,11,7.47,0.45774,0.37119,-0.116
4644,7,12,4.24,0.44517,0.37413,-0.163
4645,7,13,2.96,0.45756,0.37126,-0.204
4646,7,14,4.55,0.46767,0.36595,0.194
4647,7,15,3.72,0.46062,0.37533,0.361
4648,7,16,5.19,0.46727,0.3672,0.307
4649,7,17,4.52,0.4545,0.37456,0.011
4650,7,18,4.92,0.42503,0.36667,0.28
4651,7,19,3.07,0.44065,0.37571,0.562
4652,7,20,2.41,0.44554,0.36932,0.093
4653,7,21,1.4,0.46534,0.3712,0.307
4654,7,22,3.97,0.43687,0.37584,-0.857
4655,7,23,4.15,0.43263,0.36427,0.624
4656,7,0,2.87,0.44311,0.37423,-0.722
4657,7,1,7.01,0.44454,0.36487,-0.301
4658,7,2,5.93,0.4245,0.37556,-0.333
4659,7,3,6.11,0.43181,0.36643,-0.054
4660,7,4,9.04,0.4382,0.3758,0.183
4661,7,5,8.1,0.4389,0.36728,0.213
4662,7,6,5.23,0.43605,0.37638,0.717
4663,7,7,6.99,0.46431,0.37032,0.237
4664,7,8,7.17,0.44148,0.36386,-0.531
4665,7,9,5.33,0.44277,0.3642,-0.342
4666,7,10,6.0,0.44177,0.37487,0.048
4667,7,11,4.52,0.42748,0.3706,-0.819
4668,7,12,5.34,0.44201,0.37034,0.132
4669,7,13,3.97,0.43942,0.36718,-0.034
4670,7,14,5.81,0.43988,0.36644,-0.419
4671,7,15,5.17,0.43822,0.36187,-0.278
4672,7,16,2.38,0.46506,0.36871,-0.336
4673,7,17,4.38,0.45346,0.36848,-0.311
4674,7,18,4.5,0.44567,0.3672,-0.101
4675,7,19,2.24,0.44271,0.36343,-0.345
4676,7,20,3.84,0.44474,0.36422,-0.293
4677,7,21,3.59,0.43308,0.37281,-0.759
4678,7,22,4.23,0.46888,0.36827,-0.088
4679,7,23,3.68,0.46219,0.36743,0.125
4680,7,0,6.31,0.45636,0.36673,0.529
4681,7,1,6.11,0.42791,0.36265,0.276
4682,7,2,7.17,0.45551,0.36576,0.184
4683,7,3,7.27,0.43323,0.36726,-0.589
4684,7,4,5.81,0.44122,0.36698,0.341
4685,7,5,9.41,0.4594,0.37148,-0.179
4686,7,6,8.27,0.46751,0.36857,0.06
4687,7,7,7.21,0.43608,0.36275,0.278
4688,7,8,9.11,0.46809,0.36936,-0.192
4689,7,9,7.41,0.44871,0.36412,0.117
4690,7,10,6.74,0.45833,0.37138,0.456
4691,7,11,5.01,0.46194,0.37049,-0.398
4692,7,12,5.3,0.4493,0.36537,-0.296
4693,7,13,4.87,0.44505,0.37502,-0.174
4694,7,14,4.5,0.44551,0.37112,0.36
4695,7,15,3.21,0.42456,0.36281,-0.396
4696,7,16,4.24,0.43394,0.36349,-0.436
4697,7,17,5.12,0.42711,0.37307,0.477
4698,7,18,1.96,0.46837,0.36181,0.634
4699,7,19,2.35,0.43916,0.36363,0.064
4700,7,20,2.79,0.46851,0.37131,0.67
4701,7,21,3.95,0.43868,0.36701,0.09
4702,7,22,4.06,0.46674,0.3623,0.209
4703,7,23,4.86,0.44794,0.37638,0.39
4704,7,0,6.04,0.45517,0.37375,0.04
4705,7,1,6.93,0.45295,0.37238,0.287
4706,7,2,8.25,0.43681,0.37103,-0.216
4707,7,3,7.86,0.45452,0.37047,0.023
4708,7,4,8.03,0.42686,0.37494,-0.165
4709,7,5,6.34,0.46479,0.36648,0.214
4710,7,6,6.99,0.46738,0.37277,-0.372
4711,7,7,7.19,0.42813,0.36997,0.2
4712,7,8,9.03,0.44869,0.36751,-0.055
4713,7,9,6.9,0.42983,0.37527,-0.068
4714,7,10,6.31,0.44961,0.3724,-0.074
4715,7,11,6.28,0.45067,0.37167,-0.105
4716,7,12,6.49,0.45291,0.37419,0.111
4717,7,13,4.61,0.44749,0.37146,0.148
4718,7,14,5.77,0.43878,0.37603,0.477
4719,7,15,4.65,0.44487,0.3683,0.663
4720,7,16,5.5,0.45711,0.36926,-0.259
4721,7,17,3.77,0.42879,0.37423,0.676
4722,7,18,3.11,0.45958,0.36921,0.246
4723,7,19,3.31,0.42786,0.37327,-0.386
4724,7,20,3.3,0.43376,0.365,-0.169
4725,7,21,5.21,0.43022,0.37235,0.563
4726,7,22,3.92,0.43002,0.37212,-0.829
4727,7,23,6.45,0.44353,0.36238,-0.551
4728,7,0,5.97,0.44384,0.36464,0.721
4729,7,1,4.59,0.44362,0.36249,0.316
4730,7,2,6.33,0.46424,0.37447,0.047
4731,7,3,6.76,0.42784,0.36971,-0.389
4732,7,4,8.05,0.46777,0.36549,0.023
4733,7,5,6.39,0.44887,0.36951,0.963
4734,7,6,7.16,0.45807,0.37176,-0.334
4735,7,7,7.63,0.46819,0.37193,-0.841
4736,7,8,6.25,0.43546,0.36723,0.169
4737,7,9,6.66,0.46475,0.36324,-1.299
4738,7,10,5.9,0.45729,0.37599,-0.17
4739,7,11,6.33,0.4254,0.36678,0.219
4740,7,12,5.88,0.43381,0.36855,0.359
4741,7,13,5.03,0.4647,0.36223,-0.35
4742,7,14,3.14,0.46869,0.36262,0.232
4743,7,15,2.67,0.46387,0.36346,0.272
4744,7,16,2.48,0.46016,0.36685,-0.116
4745,7,17,4.16,0.46095,0.36849,-0.33
4746,7,18,4.99,0.45355,0.37141,-0.548
4747,7,19,3.75,0.43398,0.36718,-0.036
4748,7,20,4.11,0.46145,0.37364,-0.068
4749,7,21,6.6,0.44037,0.36958,0.479
4750,7,22,4.89,0.45309,0.36863,0.633
4751,7,23,5.53,0.42672,0.36324,0.118
4752,7,0,4.51,0.43702,0.3643,0.601
4753,7,1,4.14,0.44714,0.37581,0.358
4754,7,2,7.24,0.42999,0.36646,0.258
4755,7,3,5.2,0.44857,0.3643,-0.071
4756,7,4,7.07,0.43764,0.37224,-0.161
4757,7,5,5.58,0.44993,0.36271,-0.09
4758,7,6,6.59,0.43694,0.36582,0.168
4759,7,7,8.05,0.43895,0.36581,-0.019
4760,7,8,6.86,0.43258,0.36369,-0.457
4761,7,9,6.0,0.42497,0.3734,0.26
4762,7,10,5.48,0.42799,0.36698,0.498
4763,7,11,6.56,0.44014,0.36987,0.014
4764,7,12,6.02,0.42628,0.37193,-0.208
4765,7,13,6.33,0.4509,0.37215,-0.744
4766,7,14,4.65,0.44352,0.36583,-0.573
4767,7,15,4.72,0.46684,0.36578,-0.002
4768,7,16,4.35,0.46331,0.36926,-0.585
4769,7,17,5.02,0.43215,0.36405,-0.502
4770,7,18,2.87,0.44603,0.36968,0.363
4771,7,19,3.99,0.46037,0.37011,0.118
4772,7,20,4.14,0.42578,0.36528,-0.855
4773,7,21,2.65,0.42869,0.36241,-0.427
4774,7,22,3.75,0.43723,0.36867,-0.056
4775,7,23,3.37,0.46535,0.36355,-0.848
4776,7,0,3.95,0.42996,0.36746,0.396
4777,7,1,4.1,0.45865,0.37405,-0.405
4778,7,2,6.25,0.44326,0.36639,-0.107
4779,7,3,7.47,0.45157,0.37117,-0.27
4780,7,4,6.78,0.44871,0.37072,-0.106
4781,7,5,7.5,0.44426,0.37633,0.074
4782,7,6,6.43,0.45205,0.36559,-0.161
4783,7,7,7.3,0.43113,0.36375,0.31
4784,7,8,5.96,0.44069,0.3707,0.569
4785,7,9,6.41,0.45381,0.36174,-0.159
4786,7,10,5.06,0.43419,0.37399,-0.104
4787,7,11,4.3,0.43566,0.3648,0.309
4788,7,12,7.18,0.43577,0.36657,0.159
4789,7,13,5.95,0.4337,0.3673,0.359
4790,7,14,4.89,0.4317,0.36736,0.238
4791,7,15,4.11,0.45658,0.36302,0.185
4792,7,16,4.13,0.43229,0.36727,0.458
4793,7,17,3.5,0.44464,0.3685,0.675
