window_id,building,occupant_id,comfort_class_int,comfort_class_str,ashrae_raw
12155,residential,16,3,Warm,0.37
12156,medium_office,17,2,Neutral,0.41
12157,mixed_use,7,2,Neutral,0.17
12158,medium_office,15,2,Neutral,0.36
12159,medium_office,17,3,Warm,0.46
12160,mixed_use,8,1,Cool,-0.53
12161,mixed_use,12,2,Neutral,0.39
12162,medium_office,6,3,Warm,0.27
12163,mixed_use,35,2,Neutral,0.12
12164,residential,20,2,Neutral,-0.02
12165,mixed_use,18,2,Neutral,-0.05
12166,residential,6,2,Neutral,0.34
12167,medium_office,8,1,Cool,-0.31
12168,medium_office,5,2,Neutral,-0.06
12169,mixed_use,15,2,Neutral,-0.18
12170,residential,11,3,Warm,0.26
12171,medium_office,3,2,Neutral,-0.39
12172,mixed_use,1,2,Neutral,0.48
12173,mixed_use,6,2,Neutral,-0.06
12174,medium_office,8,4,Hot,1.86
12175,mixed_use,4,3,Warm,1.18
12176,mixed_use,4,2,Neutral,0.23
12177,mixed_use,12,1,Cool,-1.13
12178,mixed_use,6,2,Neutral,-0.01
12179,mixed_use,7,2,Neutral,0.3
12180,mixed_use,32,3,Warm,0.48
12181,residential,13,2,Neutral,0.12
12182,mixed_use,18,2,Neutral,-0.28
12183,residential,30,4,Hot,1.63
12184,residential,29,3,Warm,0.64
12185,mixed_use,20,3,Warm,0.67
12186,mixed_use,13,1,Cool,-0.81
12187,residential,23,0,Cold,-1.35
12188,mixed_use,6,1,Cool,-0.87
12189,residential,33,2,Neutral,-0.23
12190,medium_office,17,2,Neutral,-0.41
12191,medium_office,17,1,Cool,-1.11
12192,medium_office,31,2,Neutral,-0.18
12193,residential,8,2,Neutral,0.21
12194,mixed_use,2,2,Neutral,-0.38
12195,mixed_use,32,2,Neutral,-0.17
12196,mixed_use,30,2,Neutral,0.43
12197,medium_office,32,4,Hot,1.36
12198,residential,38,2,Neutral,-0.37
12199,mixed_use,16,2,Neutral,-0.45
12200,medium_office,4,2,Neutral,-0.09
12201,medium_office,25,2,Neutral,-0.21
12202,residential,19,3,Warm,0.96
12203,mixed_use,29,3,Warm,1.23
12204,residential,29,4,Hot,1.7
12205,residential,35,2,Neutral,-0.02
12206,medium_office,20,2,Neutral,-0.48
12207,medium_office,28,2,Neutral,-0.41
12208,medium_office,30,2,Neutral,0.22
12209,mixed_use,16,1,Cool,-0.94
12210,mixed_use,10,1,Cool,-0.25
12211,residential,26,2,Neutral,-0.22
12212,residential,6,2,Neutral,-0.01
12213,mixed_use,16,3,Warm,0.97
12214,residential,37,2,Neutral,-0.33
12215,medium_office,32,2,Neutral,0.49
12216,medium_office,27,1,Cool,-0.71
12217,mixed_use,34,2,Neutral,0.16
12218,mixed_use,20,2,Neutral,0.44
12219,residential,10,2,Neutral,-0.13
12220,residential,24,2,Neutral,-0.36
12221,medium_office,9,3,Warm,1.22
12222,residential,9,2,Neutral,-0.24
12223,medium_office,6,2,Neutral,-0.49
12224,mixed_use,21,2,Neutral,0.28
12225,mixed_use,11,2,Neutral,-0.06
12226,residential,22,3,Warm,1.05
12227,medium_office,34,3,Warm,0.4
12228,residential,7,0,Cold,-1.75
12229,medium_office,32,3,Warm,1.21
12230,medium_office,28,2,Neutral,0.49
12231,residential,11,2,Neutral,-0.32
12232,residential,20,3,Warm,1.08
12233,mixed_use,32,2,Neutral,-0.36
12234,residential,12,2,Neutral,0.28
12235,residential,28,2,Neutral,-0.05
12236,residential,35,2,Neutral,-0.21
12237,mixed_use,19,3,Warm,0.58
12238,residential,8,3,Warm,0.33
12239,medium_office,1,3,Warm,0.82
12240,mixed_use,36,2,Neutral,-0.44
12241,residential,14,3,Warm,0.26
12242,mixed_use,29,0,Cold,-1.67
12243,medium_office,10,2,Neutral,0.4
12244,medium_office,20,2,Neutral,-0.27
12245,medium_office,31,2,Neutral,0.4
12246,residential,30,1,Cool,-0.76
12247,residential,35,0,Cold,-1.37
12248,medium_office,1,2,Neutral,-0.19
12249,mixed_use,21,2,Neutral,0.01
12250,residential,10,0,Cold,-1.29
12251,mixed_use,15,2,Neutral,-0.25
12252,residential,30,2,Neutral,-0.44
12253,residential,31,2,Neutral,0.3
12254,medium_office,23,3,Warm,1.07
12255,medium_office,37,2,Neutral,-0.24
12256,medium_office,3,4,Hot,1.52
12257,mixed_use,4,1,Cool,-0.49
12258,mixed_use,35,1,Cool,-0.88
12259,residential,5,2,Neutral,-0.07
12260,mixed_use,2,2,Neutral,-0.24
12261,residential,4,2,Neutral,-0.31
12262,medium_office,9,2,Neutral,-0.33
12263,residential,7,3,Warm,1.15
12264,residential,38,4,Hot,1.67
12265,residential,14,4,Hot,1.93
12266,residential,8,2,Neutral,0.4
12267,residential,11,2,Neutral,-0.29
12268,medium_office,28,3,Warm,0.79
12269,residential,34,3,Warm,1.05
12270,residential,6,4,Hot,1.94
12271,residential,8,3,Warm,1.02
12272,residential,2,2,Neutral,-0.33
12273,mixed_use,3,2,Neutral,0.4
12274,mixed_use,12,2,Neutral,0.01
12275,medium_office,9,3,Warm,0.54
12276,medium_office,8,2,Neutral,0.18
12277,mixed_use,22,0,Cold,-1.6
12278,mixed_use,17,2,Neutral,0.04
12279,residential,38,4,Hot,1.16
12280,residential,36,3,Warm,0.77
12281,mixed_use,18,2,Neutral,-0.11
12282,residential,11,0,Cold,-1.26
12283,mixed_use,34,2,Neutral,-0.3
12284,residential,17,2,Neutral,-0.31
12285,mixed_use,7,1,Cool,-1.24
12286,residential,24,4,Hot,1.53
12287,residential,4,2,Neutral,-0.25
12288,medium_office,2,2,Neutral,0.09
12289,mixed_use,36,3,Warm,0.4
12290,medium_office,8,2,Neutral,0.05
12291,mixed_use,4,2,Neutral,-0.17
12292,residential,18,2,Neutral,-0.16
12293,medium_office,16,4,Hot,1.29
12294,residential,11,1,Cool,-0.78
12295,mixed_use,37,2,Neutral,0.11
12296,residential,26,2,Neutral,0.19
12297,residential,16,3,Warm,0.77
12298,mixed_use,17,3,Warm,1.18
12299,mixed_use,7,0,Cold,-1.18
12300,mixed_use,23,2,Neutral,0.06
12301,medium_office,17,2,Neutral,-0.34
12302,medium_office,21,2,Neutral,0.05
12303,mixed_use,26,3,Warm,0.42
12304,medium_office,30,0,Cold,-1.73
12305,medium_office,37,2,Neutral,-0.3
12306,mixed_use,5,3,Warm,0.69
12307,residential,15,3,Warm,0.72
12308,mixed_use,8,2,Neutral,0.31
12309,medium_office,31,3,Warm,1.25
12310,residential,27,2,Neutral,0.04
12311,residential,7,2,Neutral,-0.11
12312,residential,5,1,Cool,-0.39
12313,residential,31,2,Neutral,0.07
12314,mixed_use,23,2,Neutral,-0.29
12315,medium_office,30,2,Neutral,-0.21
12316,residential,33,1,Cool,-1.24
12317,residential,5,2,Neutral,0.34
12318,mixed_use,18,2,Neutral,0.41
12319,medium_office,10,3,Warm,1.18
12320,mixed_use,18,4,Hot,1.22
12321,mixed_use,20,0,Cold,-1.27
12322,mixed_use,7,2,Neutral,0.02
12323,medium_office,11,3,Warm,0.51
12324,mixed_use,20,0,Cold,-1.36
12325,mixed_use,34,3,Warm,0.7
12326,medium_office,22,2,Neutral,-0.46
12327,medium_office,9,2,Neutral,0.22
12328,mixed_use,14,2,Neutral,0.25
12329,mixed_use,3,2,Neutral,0.03
12330,medium_office,2,1,Cool,-0.4
12331,medium_office,28,3,Warm,1.12
12332,mixed_use,2,4,Hot,1.65
12333,mixed_use,24,2,Neutral,-0.22
12334,mixed_use,33,3,Warm,0.62
12335,medium_office,35,3,Warm,1.14
12336,residential,25,2,Neutral,0.29
12337,mixed_use,24,2,Neutral,0.05
12338,medium_office,2,2,Neutral,0.39
12339,medium_office,3,1,Cool,-0.44
12340,mixed_use,29,2,Neutral,-0.02
12341,medium_office,25,1,Cool,-1.04
12342,mixed_use,13,1,Cool,-1.07
12343,mixed_use,11,2,Neutral,0.47
12344,mixed_use,30,1,Cool,-1.07
12345,mixed_use,19,2,Neutral,-0.24
12346,residential,13,1,Cool,-0.45
12347,medium_office,30,3,Warm,1.06
12348,mixed_use,12,3,Warm,0.34
12349,medium_office,38,3,Warm,0.54
12350,medium_office,29,3,Warm,0.41
12351,residential,31,3,Warm,1.18
12352,mixed_use,23,2,Neutral,-0.02
12353,residential,16,3,Warm,0.92
12354,mixed_use,33,2,Neutral,-0.35
12355,residential,11,2,Neutral,-0.1
12356,mixed_use,14,2,Neutral,-0.04
12357,residential,37,2,Neutral,-0.18
12358,mixed_use,18,1,Cool,-0.37
12359,mixed_use,1,1,Cool,-1.15
12360,mixed_use,26,2,Neutral,-0.24
12361,residential,24,3,Warm,0.85
12362,mixed_use,15,2,Neutral,-0.02
12363,residential,27,2,Neutral,0.02
12364,mixed_use,22,1,Cool,-0.47
12365,mixed_use,9,2,Neutral,-0.33
12366,residential,28,1,Cool,-0.48
12367,residential,38,3,Warm,0.43
12368,mixed_use,8,4,Hot,1.44
12369,medium_office,14,2,Neutral,-0.14
12370,residential,25,4,Hot,1.5
12371,mixed_use,38,2,Neutral,0.24
12372,residential,10,0,Cold,-1.57
12373,residential,24,2,Neutral,-0.1
12374,medium_office,2,3,Warm,0.4
12375,residential,27,2,Neutral,0.37
12376,mixed_use,8,2,Neutral,0.05
12377,mixed_use,13,2,Neutral,0.15
12378,medium_office,17,2,Neutral,0.03
12379,mixed_use,14,0,Cold,-1.52
12380,mixed_use,18,2,Neutral,-0.39
12381,medium_office,37,2,Neutral,-0.33
12382,mixed_use,20,3,Warm,0.72
12383,residential,23,2,Neutral,-0.26
12384,medium_office,32,2,Neutral,0.31
12385,medium_office,2,0,Cold,-1.95
12386,medium_office,35,3,Warm,0.33
12387,mixed_use,4,2,Neutral,0.19
12388,mixed_use,6,2,Neutral,0.15
12389,mixed_use,5,2,Neutral,0.32
12390,medium_office,3,1,Cool,-0.81
12391,mixed_use,21,1,Cool,-0.71
12392,medium_office,28,3,Warm,0.76
12393,medium_office,15,2,Neutral,0.28
12394,medium_office,21,2,Neutral,0.26
12395,mixed_use,1,3,Warm,0.87
12396,residential,38,1,Cool,-0.29
12397,mixed_use,11,2,Neutral,0.41
12398,medium_office,12,2,Neutral,0.28
12399,mixed_use,16,2,Neutral,-0.35
12400,mixed_use,11,3,Warm,1.07
12401,residential,6,3,Warm,0.74
12402,residential,28,2,Neutral,0.32
12403,residential,32,2,Neutral,-0.01
12404,medium_office,35,3,Warm,0.38
12405,mixed_use,3,2,Neutral,-0.1
12406,mixed_use,17,2,Neutral,-0.06
12407,medium_office,38,2,Neutral,0.28
12408,medium_office,30,2,Neutral,0.4
12409,medium_office,15,2,Neutral,0.05
12410,mixed_use,1,2,Neutral,0.33
12411,medium_office,1,2,Neutral,-0.0
12412,residential,13,2,Neutral,0.46
12413,medium_office,24,1,Cool,-1.04
12414,mixed_use,35,2,Neutral,-0.45
12415,mixed_use,15,2,Neutral,0.31
12416,medium_office,3,2,Neutral,0.38
12417,mixed_use,4,1,Cool,-0.88
12418,medium_office,8,4,Hot,1.61
12419,medium_office,22,2,Neutral,0.11
12420,medium_office,25,2,Neutral,0.28
12421,medium_office,16,0,Cold,-1.39
12422,residential,36,2,Neutral,0.4
12423,medium_office,30,2,Neutral,0.45
12424,mixed_use,11,1,Cool,-0.78
12425,medium_office,4,2,Neutral,0.34
12426,medium_office,12,0,Cold,-1.09
12427,residential,33,2,Neutral,-0.3
12428,residential,30,2,Neutral,-0.44
12429,residential,9,3,Warm,0.5
12430,mixed_use,6,2,Neutral,0.12
12431,mixed_use,29,3,Warm,1.12
12432,residential,24,3,Warm,0.89
12433,mixed_use,33,2,Neutral,-0.17
12434,residential,3,3,Warm,1.06
12435,mixed_use,27,2,Neutral,-0.49
12436,medium_office,37,1,Cool,-1.15
12437,residential,22,3,Warm,0.61
12438,residential,28,2,Neutral,0.4
12439,residential,24,2,Neutral,0.32
12440,residential,3,2,Neutral,0.45
12441,medium_office,2,2,Neutral,0.21
12442,medium_office,15,2,Neutral,-0.1
12443,medium_office,13,2,Neutral,0.25
12444,medium_office,4,2,Neutral,-0.49
12445,mixed_use,32,1,Cool,-1.11
12446,medium_office,3,1,Cool,-1.17
12447,residential,6,3,Warm,0.44
12448,residential,21,2,Neutral,-0.07
12449,medium_office,23,2,Neutral,-0.45
12450,medium_office,31,1,Cool,-0.78
12451,medium_office,2,2,Neutral,0.24
12452,residential,18,2,Neutral,0.17
12453,mixed_use,38,3,Warm,0.55
12454,medium_office,24,1,Cool,-1.08
12455,mixed_use,16,2,Neutral,0.39
12456,medium_office,30,2,Neutral,0.02
12457,mixed_use,28,4,Hot,1.33
12458,medium_office,23,1,Cool,-1.2
12459,residential,5,1,Cool,-1.21
12460,residential,3,4,Hot,1.76
12461,mixed_use,8,2,Neutral,-0.08
12462,residential,7,2,Neutral,0.02
12463,mixed_use,21,3,Warm,0.35
12464,residential,10,2,Neutral,0.43
12465,residential,38,2,Neutral,0.28
12466,medium_office,12,2,Neutral,-0.32
12467,mixed_use,3,2,Neutral,0.03
12468,medium_office,34,3,Warm,0.55
12469,medium_office,10,2,Neutral,-0.35
12470,medium_office,21,2,Neutral,-0.02
12471,residential,8,2,Neutral,-0.47
12472,residential,20,2,Neutral,-0.0
12473,residential,28,3,Warm,0.83
12474,medium_office,37,3,Warm,1.2
12475,residential,35,2,Neutral,0.26
12476,medium_office,17,2,Neutral,0.04
12477,residential,34,3,Warm,0.86
12478,medium_office,10,2,Neutral,0.48
12479,mixed_use,35,2,Neutral,0.35
12480,mixed_use,11,2,Neutral,-0.06
12481,medium_office,12,2,Neutral,-0.2
12482,mixed_use,26,2,Neutral,-0.05
12483,residential,21,1,Cool,-1.04
12484,mixed_use,23,0,Cold,-1.04
12485,mixed_use,15,2,Neutral,-0.41
12486,mixed_use,33,2,Neutral,0.04
12487,residential,38,2,Neutral,-0.04
12488,residential,3,1,Cool,-0.97
12489,medium_office,2,2,Neutral,0.29
12490,residential,22,2,Neutral,0.22
12491,residential,35,3,Warm,0.83
12492,mixed_use,13,2,Neutral,-0.48
12493,residential,24,0,Cold,-1.04
12494,mixed_use,38,2,Neutral,-0.4
12495,residential,10,3,Warm,0.93
12496,medium_office,2,2,Neutral,0.2
12497,residential,11,2,Neutral,-0.06
12498,medium_office,33,3,Warm,0.43
12499,residential,29,2,Neutral,0.37
12500,mixed_use,32,4,Hot,1.59
12501,mixed_use,34,3,Warm,0.87
12502,residential,6,2,Neutral,0.03
12503,residential,20,2,Neutral,-0.24
12504,residential,6,2,Neutral,0.25
12505,mixed_use,16,2,Neutral,-0.22
12506,residential,2,2,Neutral,-0.01
12507,mixed_use,34,2,Neutral,0.2
12508,mixed_use,4,1,Cool,-0.44
12509,residential,32,2,Neutral,-0.16
12510,medium_office,33,2,Neutral,-0.17
12511,medium_office,28,2,Neutral,-0.07
12512,medium_office,35,2,Neutral,-0.25
12513,medium_office,7,2,Neutral,-0.47
12514,residential,3,2,Neutral,-0.31
12515,mixed_use,2,2,Neutral,0.42
12516,residential,22,2,Neutral,-0.03
12517,residential,24,2,Neutral,0.06
12518,mixed_use,28,3,Warm,0.43
12519,mixed_use,30,2,Neutral,0.16
12520,residential,3,4,Hot,1.25
12521,medium_office,33,2,Neutral,-0.3
12522,residential,33,2,Neutral,0.41
12523,mixed_use,36,2,Neutral,0.25
12524,residential,22,2,Neutral,-0.17
12525,residential,13,3,Warm,1.03
12526,medium_office,16,2,Neutral,-0.44
12527,mixed_use,29,2,Neutral,-0.17
12528,mixed_use,4,2,Neutral,0.24
12529,medium_office,17,1,Cool,-0.93
12530,residential,18,2,Neutral,-0.33
12531,medium_office,13,3,Warm,1.21
12532,mixed_use,3,4,Hot,1.31
12533,medium_office,37,2,Neutral,0.41
12534,residential,2,2,Neutral,0.18
12535,mixed_use,13,3,Warm,0.97
12536,residential,25,2,Neutral,0.12
12537,residential,16,2,Neutral,-0.44
12538,mixed_use,3,1,Cool,-0.68
12539,mixed_use,2,4,Hot,1.32
12540,mixed_use,36,2,Neutral,-0.49
12541,mixed_use,25,2,Neutral,0.12
12542,medium_office,25,2,Neutral,-0.15
12543,residential,6,2,Neutral,-0.19
12544,medium_office,30,3,Warm,0.32
12545,mixed_use,36,2,Neutral,-0.49
12546,mixed_use,27,2,Neutral,-0.33
12547,medium_office,6,2,Neutral,-0.43
12548,mixed_use,3,2,Neutral,0.17
12549,mixed_use,12,2,Neutral,0.32
12550,mixed_use,33,2,Neutral,-0.32
12551,medium_office,7,2,Neutral,0.17
12552,mixed_use,4,1,Cool,-0.96
12553,mixed_use,11,3,Warm,0.62
12554,medium_office,8,2,Neutral,0.18
12555,residential,20,2,Neutral,-0.5
12556,medium_office,10,2,Neutral,-0.05
12557,medium_office,18,2,Neutral,-0.5
12558,mixed_use,24,0,Cold,-1.21
12559,residential,7,2,Neutral,-0.17
12560,residential,24,2,Neutral,-0.29
12561,mixed_use,1,3,Warm,0.86
12562,mixed_use,14,4,Hot,1.08
12563,mixed_use,32,2,Neutral,0.04
12564,medium_office,28,2,Neutral,-0.31
12565,medium_office,6,2,Neutral,0.27
12566,medium_office,31,0,Cold,-1.24
12567,medium_office,10,3,Warm,1.17
12568,medium_office,3,2,Neutral,-0.2
12569,medium_office,14,2,Neutral,0.11
12570,mixed_use,10,3,Warm,1.17
12571,mixed_use,24,3,Warm,1.06
12572,mixed_use,11,2,Neutral,0.25
12573,mixed_use,32,2,Neutral,-0.29
12574,residential,16,4,Hot,1.09
12575,medium_office,13,2,Neutral,0.31
12576,mixed_use,1,3,Warm,0.82
12577,residential,1,2,Neutral,-0.39
12578,residential,30,2,Neutral,0.14
12579,medium_office,3,2,Neutral,0.43
12580,mixed_use,3,2,Neutral,0.41
12581,mixed_use,30,3,Warm,0.8
12582,mixed_use,35,2,Neutral,0.26
12583,residential,34,4,Hot,1.28
12584,mixed_use,32,2,Neutral,-0.18
12585,mixed_use,29,0,Cold,-1.47
12586,residential,15,1,Cool,-0.47
12587,medium_office,35,2,Neutral,-0.39
12588,mixed_use,4,2,Neutral,0.43
12589,medium_office,26,2,Neutral,0.47
12590,mixed_use,31,2,Neutral,-0.34
12591,medium_office,6,3,Warm,0.99
12592,medium_office,5,1,Cool,-0.36
12593,residential,13,1,Cool,-0.58
12594,residential,13,2,Neutral,0.45
12595,mixed_use,30,2,Neutral,0.03
12596,residential,36,3,Warm,1.17
12597,mixed_use,27,2,Neutral,-0.09
12598,mixed_use,15,3,Warm,1.05
12599,medium_office,22,2,Neutral,-0.07
12600,mixed_use,18,2,Neutral,-0.06
12601,residential,11,3,Warm,0.99
12602,medium_office,4,3,Warm,1.21
12603,residential,9,2,Neutral,0.08
12604,medium_office,33,2,Neutral,0.06
12605,mixed_use,37,0,Cold,-1.13
12606,medium_office,6,2,Neutral,-0.34
12607,residential,32,1,Cool,-0.81
12608,mixed_use,23,1,Cool,-0.61
12609,medium_office,3,3,Warm,1.03
12610,residential,35,1,Cool,-0.79
12611,mixed_use,22,2,Neutral,0.09
12612,residential,2,4,Hot,1.24
12613,mixed_use,7,2,Neutral,-0.47
12614,medium_office,22,1,Cool,-1.2
12615,residential,34,2,Neutral,0.38
12616,mixed_use,15,3,Warm,0.31
12617,medium_office,4,2,Neutral,-0.3
12618,medium_office,27,3,Warm,0.5
12619,mixed_use,19,2,Neutral,-0.26
12620,mixed_use,30,2,Neutral,0.34
12621,residential,11,1,Cool,-0.36
12622,medium_office,1,2,Neutral,0.19
12623,medium_office,22,2,Neutral,0.07
12624,medium_office,5,2,Neutral,-0.43
12625,mixed_use,4,2,Neutral,-0.45
12626,medium_office,31,3,Warm,0.27
12627,medium_office,29,2,Neutral,0.07
12628,mixed_use,10,2,Neutral,0.47
12629,residential,32,1,Cool,-0.35
12630,residential,33,2,Neutral,-0.4
12631,medium_office,33,2,Neutral,0.11
12632,medium_office,27,0,Cold,-1.26
12633,residential,1,1,Cool,-0.77
12634,medium_office,28,3,Warm,0.78
12635,mixed_use,22,2,Neutral,0.43
12636,residential,13,2,Neutral,-0.37
12637,medium_office,17,2,Neutral,0.34
12638,residential,32,2,Neutral,-0.29
12639,medium_office,37,2,Neutral,-0.42
12640,medium_office,38,2,Neutral,-0.45
12641,mixed_use,18,1,Cool,-1.08
12642,medium_office,10,3,Warm,0.37
12643,medium_office,27,3,Warm,1.19
12644,medium_office,23,2,Neutral,0.19
12645,mixed_use,4,2,Neutral,-0.46
12646,medium_office,17,2,Neutral,-0.41
12647,residential,13,1,Cool,-0.53
12648,medium_office,35,2,Neutral,-0.36
12649,mixed_use,11,1,Cool,-1.23
12650,residential,38,2,Neutral,-0.17
12651,medium_office,33,2,Neutral,-0.34
12652,residential,36,2,Neutral,0.36
12653,medium_office,4,0,Cold,-1.02
12654,mixed_use,31,2,Neutral,-0.2
12655,medium_office,25,0,Cold,-1.95
12656,medium_office,32,3,Warm,0.9
12657,medium_office,25,2,Neutral,-0.41
12658,residential,38,1,Cool,-0.51
12659,mixed_use,13,2,Neutral,0.12
12660,medium_office,17,1,Cool,-0.51
12661,mixed_use,11,2,Neutral,0.16
12662,mixed_use,4,1,Cool,-0.67
12663,medium_office,22,2,Neutral,-0.3
12664,medium_office,24,2,Neutral,-0.4
12665,mixed_use,37,2,Neutral,0.27
12666,medium_office,34,2,Neutral,0.11
12667,mixed_use,8,3,Warm,0.79
12668,residential,24,3,Warm,0.84
12669,medium_office,15,4,Hot,1.95
12670,medium_office,16,2,Neutral,0.26
12671,medium_office,34,2,Neutral,-0.38
12672,mixed_use,38,2,Neutral,0.17
12673,mixed_use,24,2,Neutral,0.12
12674,mixed_use,11,3,Warm,0.89
12675,mixed_use,11,1,Cool,-1.2
12676,mixed_use,26,2,Neutral,0.17
12677,mixed_use,16,2,Neutral,-0.01
12678,medium_office,32,1,Cool,-1.18
12679,mixed_use,38,3,Warm,0.29
12680,medium_office,25,2,Neutral,0.16
12681,medium_office,17,2,Neutral,0.13
12682,mixed_use,13,3,Warm,0.8
12683,medium_office,13,2,Neutral,0.29
12684,medium_office,25,3,Warm,0.7
12685,mixed_use,18,1,Cool,-1.1
12686,mixed_use,10,2,Neutral,-0.41
12687,medium_office,19,2,Neutral,-0.09
12688,medium_office,5,2,Neutral,-0.12
12689,medium_office,23,1,Cool,-0.93
12690,residential,32,2,Neutral,-0.04
12691,medium_office,7,1,Cool,-0.41
12692,mixed_use,15,1,Cool,-0.37
12693,medium_office,24,2,Neutral,0.22
12694,residential,33,2,Neutral,0.33
12695,residential,29,4,Hot,1.49
12696,medium_office,4,2,Neutral,0.18
12697,medium_office,17,2,Neutral,-0.29
12698,residential,4,2,Neutral,0.07
12699,mixed_use,36,1,Cool,-0.3
12700,mixed_use,9,2,Neutral,-0.25
12701,mixed_use,34,2,Neutral,0.01
12702,mixed_use,28,2,Neutral,-0.3
12703,residential,34,1,Cool,-0.92
12704,medium_office,37,2,Neutral,-0.29
12705,residential,10,2,Neutral,-0.32
12706,residential,1,3,Warm,0.68
12707,residential,3,2,Neutral,-0.1
12708,mixed_use,24,2,Neutral,-0.39
12709,medium_office,27,4,Hot,1.63
12710,medium_office,17,2,Neutral,0.04
12711,medium_office,4,3,Warm,0.38
12712,medium_office,12,2,Neutral,0.02
12713,residential,15,2,Neutral,0.38
12714,mixed_use,34,1,Cool,-0.95
12715,mixed_use,15,1,Cool,-0.54
12716,mixed_use,7,2,Neutral,0.44
12717,medium_office,15,2,Neutral,-0.03
12718,mixed_use,15,4,Hot,1.48
12719,residential,37,2,Neutral,-0.14
12720,residential,21,2,Neutral,0.25
12721,residential,28,3,Warm,0.73
12722,residential,32,2,Neutral,-0.06
12723,residential,8,1,Cool,-0.79
12724,mixed_use,22,2,Neutral,0.18
12725,medium_office,5,3,Warm,0.82
12726,mixed_use,18,2,Neutral,-0.39
12727,medium_office,6,2,Neutral,0.41
12728,residential,17,3,Warm,0.87
12729,mixed_use,2,2,Neutral,0.19
12730,residential,22,2,Neutral,0.17
12731,medium_office,17,2,Neutral,-0.44
12732,medium_office,13,3,Warm,0.8
12733,mixed_use,38,2,Neutral,-0.3
12734,medium_office,26,2,Neutral,0.41
12735,residential,32,2,Neutral,0.4
12736,residential,15,1,Cool,-0.66
12737,mixed_use,18,2,Neutral,-0.06
12738,medium_office,29,2,Neutral,-0.16
12739,residential,32,2,Neutral,-0.45
12740,residential,18,3,Warm,0.65
12741,residential,21,2,Neutral,0.43
12742,mixed_use,21,1,Cool,-0.39
12743,medium_office,7,2,Neutral,0.13
12744,residential,8,2,Neutral,0.33
12745,medium_office,23,3,Warm,0.43
12746,residential,21,2,Neutral,-0.14
12747,residential,30,2,Neutral,0.13
12748,residential,18,3,Warm,0.27
12749,residential,8,2,Neutral,-0.28
12750,mixed_use,7,3,Warm,0.47
12751,medium_office,28,0,Cold,-1.14
12752,mixed_use,36,1,Cool,-0.94
12753,residential,6,2,Neutral,-0.39
12754,residential,11,1,Cool,-0.89
12755,mixed_use,26,2,Neutral,0.21
12756,medium_office,35,2,Neutral,0.13
12757,medium_office,35,2,Neutral,-0.27
12758,residential,7,3,Warm,1.15
12759,medium_office,26,2,Neutral,0.15
12760,mixed_use,26,3,Warm,0.97
12761,residential,12,2,Neutral,0.19
12762,residential,12,2,Neutral,-0.42
12763,mixed_use,38,2,Neutral,0.06
12764,residential,33,3,Warm,1.06
12765,mixed_use,19,2,Neutral,0.31
12766,mixed_use,9,2,Neutral,-0.28
12767,medium_office,21,2,Neutral,-0.34
12768,medium_office,2,1,Cool,-0.4
12769,mixed_use,32,4,Hot,1.31
12770,residential,10,1,Cool,-0.81
12771,medium_office,31,2,Neutral,-0.44
12772,residential,35,2,Neutral,-0.24
12773,mixed_use,35,3,Warm,0.27
12774,residential,8,2,Neutral,0.17
12775,mixed_use,5,1,Cool,-0.59
12776,residential,11,2,Neutral,0.08
12777,mixed_use,5,0,Cold,-1.69
12778,mixed_use,12,2,Neutral,0.06
12779,residential,35,2,Neutral,0.39
12780,mixed_use,34,2,Neutral,0.5
12781,residential,13,3,Warm,0.9
12782,medium_office,30,1,Cool,-0.33
12783,mixed_use,5,0,Cold,-1.45
12784,mixed_use,15,0,Cold,-1.54
12785,residential,8,2,Neutral,-0.46
12786,residential,24,2,Neutral,0.09
12787,residential,34,1,Cool,-0.65
12788,medium_office,4,4,Hot,1.85
12789,mixed_use,30,4,Hot,1.17
12790,medium_office,27,2,Neutral,0.08
12791,mixed_use,33,2,Neutral,0.46
12792,residential,12,3,Warm,1.04
12793,residential,2,2,Neutral,-0.19
12794,residential,31,2,Neutral,0.31
12795,mixed_use,28,3,Warm,0.44
12796,medium_office,34,2,Neutral,-0.3
12797,medium_office,18,2,Neutral,-0.03
12798,medium_office,6,2,Neutral,0.28
12799,mixed_use,24,2,Neutral,0.07
12800,medium_office,26,1,Cool,-0.97
12801,mixed_use,34,1,Cool,-0.86
12802,residential,2,3,Warm,1.18
12803,mixed_use,18,3,Warm,0.69
12804,mixed_use,32,2,Neutral,0.4
12805,residential,21,2,Neutral,0.2
12806,medium_office,20,2,Neutral,-0.42
12807,mixed_use,1,2,Neutral,-0.06
12808,mixed_use,6,2,Neutral,-0.47
12809,residential,14,2,Neutral,0.02
12810,medium_office,12,4,Hot,1.19
12811,residential,23,3,Warm,0.56
12812,medium_office,25,2,Neutral,-0.19
12813,mixed_use,4,2,Neutral,0.29
12814,residential,21,3,Warm,0.33
12815,residential,33,2,Neutral,-0.46
12816,medium_office,21,2,Neutral,-0.14
12817,residential,38,1,Cool,-0.78
12818,residential,17,2,Neutral,-0.48
12819,medium_office,37,2,Neutral,0.18
12820,residential,33,2,Neutral,-0.37
12821,medium_office,33,2,Neutral,0.27
12822,mixed_use,8,2,Neutral,0.1
12823,mixed_use,21,2,Neutral,0.1
12824,mixed_use,32,2,Neutral,0.27
12825,mixed_use,21,1,Cool,-1.13
