timestamp_s,T_drybulb_C,RH_pct,CO2_ppm,illuminance_lux,occupancy,window_open,blind_angle_east,blind_angle_west,hvac_valve_pos,air_velocity_ms,globe_T_C,mean_rad_T_C,operative_T_C,comfort_class_int,comfort_class_str
2057,18.77,39.4,450.0,605.0,1,0,0.9,0.45,0.88,0.147,18.82,18.37,18.34,2,Neutral
2058,22.78,40.3,400.0,20,0,1,0.73,0.17,0.13,0.41,22.86,24.09,22.55,1,Cool
2059,20.74,62.9,662.0,476.0,1,0,0.12,0.46,0.59,0.28,20.8,20.95,20.25,2,Neutral
2060,24.45,41.1,783.0,249.0,1,0,0.63,0.74,0.58,0.327,24.04,24.41,24.67,2,Neutral
2061,18.5,60.5,420.0,700.0,1,0,0.52,0.19,0.0,0.232,18.37,18.69,18.46,2,Neutral
2062,20.98,51.7,400.0,20,0,0,0.61,0.95,0.01,0.171,20.87,21.89,21.3,3,Warm
2063,21.47,43.3,459.0,250.0,1,1,0.97,0.3,0.44,0.405,21.69,21.52,21.41,1,Cool
2064,20.74,30.1,629.0,228.0,1,0,0.32,0.06,0.95,0.258,21.09,21.17,20.44,2,Neutral
2065,18.34,31.8,400.0,20,0,1,0.98,0.2,0.37,0.145,18.8,18.94,18.69,2,Neutral
2066,27.95,31.4,666.0,622.0,1,1,0.67,0.25,0.86,0.114,27.94,29.0,27.89,2,Neutral
2067,27.85,57.9,400.0,20,0,0,0.49,0.91,0.8,0.19,27.3,26.5,27.7,2,Neutral
2068,24.7,63.0,400.0,20,0,0,0.34,0.11,0.95,0.138,25.14,23.94,24.32,2,Neutral
2069,22.07,41.4,400.0,20,0,0,0.29,0.52,0.23,0.084,23.42,23.73,22.17,3,Warm
2070,23.09,45.5,614.0,569.0,1,0,0.82,0.94,0.15,0.226,22.88,23.18,22.98,2,Neutral
2071,25.5,50.5,641.0,121.0,1,1,0.41,0.49,0.41,0.244,25.29,27.04,25.46,2,Neutral
2072,19.16,51.7,631.0,206.0,1,0,0.46,0.3,0.52,0.158,19.11,18.49,19.46,3,Warm
2073,18.12,54.4,400.0,20,0,1,0.08,0.72,0.43,0.404,18.57,18.4,17.98,3,Warm
2074,18.74,47.9,797.0,184.0,1,1,0.87,0.39,0.19,0.196,18.62,18.49,19.14,2,Neutral
2075,19.46,63.6,400.0,20,0,0,0.69,0.68,0.22,0.127,18.92,16.2,20.12,2,Neutral
2076,25.17,45.0,448.0,503.0,1,0,0.32,0.43,0.34,0.294,24.87,25.76,25.18,1,Cool
2077,21.32,56.2,604.0,539.0,1,0,0.69,0.03,0.21,0.11,20.76,22.43,21.16,2,Neutral
2078,24.46,33.0,400.0,20,0,0,0.66,0.44,0.24,0.08,24.55,25.44,24.62,1,Cool
2079,27.91,68.7,628.0,481.0,1,1,0.93,0.49,0.23,0.19,27.41,28.64,28.65,2,Neutral
2080,19.73,45.6,400.0,20,0,1,0.73,0.71,0.64,0.422,19.1,20.0,20.22,3,Warm
2081,24.17,67.5,512.0,651.0,1,1,0.36,0.39,0.4,0.321,24.74,23.14,23.78,2,Neutral
2082,19.9,60.6,597.0,633.0,1,0,0.18,0.93,0.23,0.056,18.97,19.75,20.17,2,Neutral
2083,22.75,52.8,400.0,20,0,0,0.08,0.59,0.94,0.368,22.8,21.33,23.09,1,Cool
2084,25.79,43.2,636.0,571.0,1,0,0.78,0.53,0.8,0.262,26.09,26.39,26.12,2,Neutral
2085,26.44,49.9,493.0,479.0,1,0,0.45,0.49,0.33,0.347,26.99,26.9,25.99,2,Neutral
2086,20.6,33.4,400.0,20,0,0,0.89,0.07,0.27,0.228,21.58,20.66,20.5,2,Neutral
2087,23.4,51.5,400.0,20,0,0,0.01,0.73,0.58,0.207,23.04,22.71,23.27,3,Warm
2088,22.39,58.3,400.0,20,0,0,0.26,0.72,0.09,0.361,21.58,22.57,22.58,2,Neutral
2089,26.06,53.9,400.0,20,0,0,0.48,0.17,0.73,0.412,25.57,25.63,25.57,2,Neutral
2090,27.41,67.2,400.0,20,0,0,0.63,0.53,0.52,0.103,28.1,26.79,27.02,1,Cool
2091,25.47,43.6,578.0,578.0,1,1,0.42,0.67,0.84,0.335,25.6,26.83,25.69,1,Cool
2092,24.86,39.0,690.0,147.0,1,1,0.31,0.01,0.25,0.423,25.77,26.29,25.12,2,Neutral
2093,26.52,36.8,549.0,675.0,1,0,0.64,0.27,0.02,0.385,25.37,25.83,26.01,2,Neutral
2094,26.43,33.8,613.0,573.0,1,0,0.45,0.56,0.94,0.128,26.6,26.29,26.55,2,Neutral
2095,19.55,39.5,400.0,20,0,1,0.87,0.94,0.23,0.183,18.8,20.16,19.15,2,Neutral
2096,19.92,61.1,590.0,107.0,1,0,0.67,0.9,0.27,0.379,19.8,20.11,19.34,2,Neutral
2097,24.77,65.0,575.0,579.0,1,0,0.48,0.39,0.14,0.419,24.98,26.89,24.54,2,Neutral
2098,25.44,63.1,400.0,20,0,1,0.98,0.47,0.71,0.123,24.89,23.43,25.63,2,Neutral
2099,26.0,64.0,583.0,409.0,1,0,0.3,0.74,0.79,0.247,26.3,27.06,25.95,2,Neutral
2100,22.53,63.4,506.0,686.0,1,1,0.54,0.95,0.92,0.218,22.29,22.39,22.77,2,Neutral
2101,27.85,66.3,683.0,660.0,1,1,0.38,0.67,0.75,0.401,27.46,30.27,27.72,2,Neutral
2102,27.75,46.2,664.0,300.0,1,1,0.83,0.47,0.68,0.182,26.8,26.55,27.65,2,Neutral
2103,18.79,33.7,615.0,212.0,1,1,0.82,0.97,0.99,0.438,19.16,19.24,18.57,3,Warm
2104,23.19,55.0,400.0,20,0,1,0.05,0.51,0.37,0.425,22.97,22.19,22.91,1,Cool
2105,21.05,63.1,420.0,689.0,1,1,0.88,0.54,0.29,0.095,21.25,20.47,20.88,1,Cool
2106,27.24,39.6,735.0,224.0,1,0,0.61,0.97,0.98,0.172,27.96,26.59,26.92,1,Cool
2107,18.79,44.9,400.0,20,0,1,0.42,0.73,0.02,0.084,19.55,18.43,19.22,2,Neutral
2108,20.9,51.4,475.0,696.0,1,0,0.25,0.77,0.7,0.336,20.35,21.68,20.38,2,Neutral
2109,18.36,46.4,649.0,184.0,1,1,0.38,0.26,0.5,0.441,18.23,18.59,18.2,2,Neutral
2110,20.48,68.2,400.0,20,0,1,0.89,0.11,0.37,0.215,20.18,20.32,20.42,2,Neutral
2111,20.79,46.2,400.0,20,0,0,0.07,0.05,0.56,0.368,21.06,19.23,21.19,4,Hot
2112,27.35,53.6,400.0,20,0,0,0.62,0.6,0.21,0.216,27.14,28.9,26.86,1,Cool
2113,19.95,39.0,543.0,535.0,1,1,0.48,0.69,0.57,0.44,19.53,20.49,20.06,2,Neutral
2114,18.01,58.7,614.0,446.0,1,0,0.88,0.59,0.57,0.363,18.73,19.22,17.96,3,Warm
2115,18.01,56.4,537.0,184.0,1,1,0.39,0.23,0.13,0.141,17.68,18.45,17.95,2,Neutral
2116,19.15,64.1,400.0,20,0,1,0.16,0.06,0.32,0.051,19.25,19.18,19.29,2,Neutral
2117,23.78,47.1,400.0,20,0,0,0.22,0.74,0.46,0.184,23.97,24.22,23.42,4,Hot
2118,23.47,46.2,671.0,321.0,1,0,0.06,0.73,0.28,0.262,23.93,23.6,22.79,1,Cool
2119,26.87,54.5,400.0,20,0,0,0.53,0.27,0.58,0.33,27.87,26.75,27.03,2,Neutral
2120,23.42,36.3,400.0,20,0,1,0.31,0.35,0.65,0.433,22.38,22.99,23.38,1,Cool
2121,19.83,39.3,400.0,20,0,1,0.76,0.25,0.37,0.364,20.47,20.66,19.65,2,Neutral
2122,22.22,52.1,751.0,662.0,1,1,0.86,0.78,0.15,0.241,21.6,23.48,22.07,2,Neutral
2123,24.74,65.8,466.0,189.0,1,1,0.73,0.76,0.47,0.286,24.47,23.84,24.86,1,Cool
2124,26.97,59.0,587.0,523.0,1,1,0.27,0.52,0.45,0.411,25.42,25.51,26.98,2,Neutral
2125,27.45,38.0,767.0,109.0,1,0,0.22,0.44,0.89,0.146,27.3,26.34,27.63,3,Warm
2126,25.95,57.7,499.0,299.0,1,0,0.87,0.6,0.23,0.387,26.0,26.38,25.86,3,Warm
2127,21.73,68.3,400.0,20,0,1,0.93,0.08,0.86,0.212,21.85,21.44,21.94,2,Neutral
2128,19.31,50.5,405.0,371.0,1,0,0.28,0.77,0.52,0.206,18.97,20.2,19.37,2,Neutral
2129,20.34,54.0,782.0,141.0,1,0,0.92,0.31,0.11,0.132,20.27,21.37,20.21,2,Neutral
2130,18.52,53.9,400.0,20,0,0,0.16,0.97,0.14,0.353,18.35,18.18,17.87,2,Neutral
2131,20.24,37.2,702.0,395.0,1,1,0.98,0.47,0.43,0.178,20.41,21.42,19.57,2,Neutral
2132,22.48,55.4,625.0,657.0,1,0,0.44,0.06,0.74,0.186,21.83,20.93,22.13,2,Neutral
2133,23.23,63.2,400.0,20,0,0,0.0,0.57,0.0,0.21,23.12,23.33,23.31,2,Neutral
2134,26.99,38.7,753.0,663.0,1,0,0.79,0.65,0.37,0.311,26.62,26.58,26.88,2,Neutral
2135,18.06,54.3,485.0,568.0,1,0,0.87,0.17,0.08,0.248,18.93,18.24,18.04,2,Neutral
2136,19.15,40.0,400.0,20,0,0,0.32,0.1,0.83,0.278,18.45,20.55,19.29,4,Hot
2137,19.59,56.7,522.0,318.0,1,0,0.49,0.46,0.53,0.427,20.47,20.12,20.22,2,Neutral
2138,24.6,56.7,453.0,494.0,1,1,0.72,0.37,0.58,0.38,23.54,24.76,24.89,3,Warm
2139,19.32,46.9,400.0,20,0,1,0.88,0.3,0.8,0.179,19.97,21.1,19.26,2,Neutral
2140,25.16,38.3,787.0,235.0,1,1,0.92,0.13,0.67,0.268,25.02,26.26,25.1,1,Cool
2141,26.16,48.9,695.0,539.0,1,1,0.59,0.3,0.64,0.399,26.49,25.7,26.02,3,Warm
2142,26.98,36.4,559.0,694.0,1,0,0.28,0.87,0.83,0.15,26.62,26.48,26.76,3,Warm
2143,18.24,31.7,771.0,243.0,1,0,0.28,0.4,0.13,0.213,18.19,19.01,18.18,3,Warm
2144,25.95,45.0,470.0,209.0,1,0,0.54,0.86,0.74,0.095,26.53,25.69,26.24,2,Neutral
2145,22.38,30.3,512.0,207.0,1,1,0.89,0.66,0.74,0.296,22.43,22.83,22.38,2,Neutral
2146,21.34,30.3,400.0,20,0,0,0.83,0.68,0.28,0.088,21.83,21.3,21.28,2,Neutral
2147,24.82,69.3,400.0,20,0,0,0.13,0.89,0.89,0.095,24.16,25.35,24.72,2,Neutral
2148,22.99,39.7,506.0,109.0,1,1,0.85,0.88,0.12,0.126,22.11,21.92,22.81,2,Neutral
2149,22.85,41.5,669.0,498.0,1,0,0.78,0.33,0.48,0.223,23.45,21.3,23.24,2,Neutral
2150,25.63,64.8,400.0,20,0,1,0.63,0.58,0.49,0.268,25.42,24.37,25.7,2,Neutral
2151,27.04,32.3,400.0,20,0,1,0.86,0.41,0.75,0.321,26.93,27.48,26.99,3,Warm
2152,23.82,65.1,400.0,20,0,1,0.16,0.05,0.81,0.214,23.33,23.72,23.56,2,Neutral
2153,20.34,52.6,451.0,243.0,1,0,0.16,0.62,0.98,0.24,20.87,21.86,20.89,2,Neutral
2154,24.15,63.2,690.0,475.0,1,0,0.76,0.57,0.25,0.258,24.33,24.23,23.79,3,Warm
2155,27.94,70.0,400.0,20,0,0,0.2,0.33,0.89,0.322,27.77,28.17,28.02,2,Neutral
2156,24.15,57.9,771.0,395.0,1,1,0.09,0.01,0.54,0.14,24.21,25.48,23.96,2,Neutral
2157,25.33,30.3,400.0,20,0,0,0.12,0.79,0.44,0.349,25.16,24.86,25.37,3,Warm
2158,24.39,57.8,400.0,20,0,0,0.74,0.97,0.39,0.448,25.3,23.98,24.62,2,Neutral
2159,26.64,51.4,575.0,623.0,1,0,0.5,0.37,0.39,0.094,26.38,26.08,25.9,2,Neutral
2160,20.37,37.2,400.0,20,0,1,0.01,0.18,0.24,0.226,21.14,19.13,20.38,2,Neutral
2161,22.22,46.2,400.0,20,0,1,0.16,0.57,0.99,0.345,21.96,21.77,21.8,2,Neutral
2162,21.95,55.9,409.0,690.0,1,1,0.53,0.58,0.36,0.423,22.22,22.62,22.11,3,Warm
2163,18.92,59.9,400.0,20,0,0,0.34,0.37,0.42,0.157,19.21,17.97,19.11,2,Neutral
2164,21.79,51.6,492.0,185.0,1,1,0.68,0.12,0.51,0.134,20.9,21.42,21.41,3,Warm
2165,22.88,43.2,407.0,660.0,1,1,0.21,0.25,0.17,0.264,21.65,22.54,22.98,1,Cool
2166,23.02,41.4,639.0,299.0,1,0,0.08,0.61,0.69,0.301,23.15,23.56,22.64,2,Neutral
2167,19.24,56.0,400.0,20,0,1,0.61,0.78,0.34,0.39,20.36,17.75,18.18,2,Neutral
2168,24.4,59.9,400.0,20,0,0,0.39,0.59,0.71,0.392,24.43,23.75,24.04,2,Neutral
2169,18.89,63.8,518.0,592.0,1,0,0.19,0.35,0.73,0.381,19.47,18.07,18.75,2,Neutral
2170,27.79,62.6,584.0,696.0,1,1,0.33,0.39,0.68,0.447,27.16,28.97,27.64,2,Neutral
2171,26.69,33.5,720.0,536.0,1,1,0.29,0.9,0.37,0.201,26.97,27.03,26.52,2,Neutral
2172,24.16,36.6,400.0,20,0,0,0.88,0.63,0.54,0.422,24.7,23.17,23.98,1,Cool
2173,24.39,31.6,530.0,641.0,1,1,0.19,0.24,0.06,0.394,23.1,24.61,24.63,2,Neutral
2174,27.19,36.9,737.0,436.0,1,1,0.05,0.64,0.09,0.433,26.67,27.32,27.12,2,Neutral
2175,23.95,69.3,733.0,529.0,1,0,0.66,0.92,0.44,0.067,24.48,23.15,24.14,0,Cold
2176,21.68,60.2,540.0,483.0,1,0,0.39,0.71,0.22,0.321,21.87,20.99,21.11,2,Neutral
2177,24.37,40.8,400.0,20,0,1,0.33,0.96,0.18,0.423,24.02,22.61,24.03,4,Hot
2178,18.75,50.2,667.0,373.0,1,0,0.01,0.71,0.09,0.262,18.78,19.0,18.79,3,Warm
2179,21.89,61.7,788.0,588.0,1,0,0.11,0.9,0.98,0.139,21.96,21.31,21.62,3,Warm
2180,27.37,68.3,527.0,463.0,1,1,0.76,0.59,0.77,0.393,27.65,27.01,27.22,2,Neutral
2181,26.38,33.0,400.0,20,0,0,1.0,0.98,0.92,0.351,26.09,24.52,26.61,0,Cold
2182,18.15,43.9,682.0,350.0,1,0,0.26,0.75,0.32,0.416,18.86,16.74,18.16,3,Warm
2183,18.64,32.9,793.0,205.0,1,1,0.61,0.16,0.24,0.164,19.74,20.02,18.41,2,Neutral
2184,18.93,42.3,441.0,668.0,1,1,0.42,0.65,0.44,0.102,19.32,18.57,18.78,1,Cool
2185,20.26,35.3,418.0,301.0,1,1,0.64,0.67,0.67,0.289,21.42,20.88,20.72,1,Cool
2186,26.3,59.9,400.0,20,0,1,0.39,0.17,0.55,0.36,26.57,26.65,25.79,2,Neutral
2187,21.42,56.3,632.0,158.0,1,0,0.74,0.25,0.14,0.201,21.22,22.48,21.53,2,Neutral
2188,19.46,49.7,400.0,20,0,1,0.59,0.8,0.43,0.106,19.26,19.31,19.15,2,Neutral
2189,27.22,70.0,400.0,20,0,0,1.0,0.58,0.46,0.096,27.45,27.32,26.99,3,Warm
2190,19.96,58.2,400.0,20,0,1,0.78,0.32,0.88,0.424,19.21,20.22,20.75,4,Hot
2191,21.71,37.7,400.0,20,0,0,0.87,0.74,0.26,0.055,21.35,20.76,21.28,2,Neutral
2192,20.55,61.6,480.0,345.0,1,0,0.22,0.65,0.13,0.449,20.36,22.18,20.47,2,Neutral
2193,19.9,35.7,400.0,20,0,1,0.5,0.94,0.49,0.3,19.15,20.3,20.2,3,Warm
2194,23.2,43.4,586.0,129.0,1,0,0.5,0.62,0.79,0.168,23.94,23.45,22.71,2,Neutral
2195,21.88,66.6,400.0,20,0,0,0.29,0.71,0.68,0.324,22.1,22.58,22.05,2,Neutral
2196,19.72,63.2,400.0,20,0,0,0.9,0.51,0.9,0.159,20.64,20.61,19.43,2,Neutral
2197,18.13,38.1,400.0,20,0,1,0.27,0.13,0.71,0.444,17.76,18.68,18.12,2,Neutral
2198,20.31,30.1,400.0,20,0,0,0.75,0.48,0.22,0.115,20.02,19.89,20.29,3,Warm
2199,20.46,34.4,523.0,698.0,1,1,0.47,0.1,0.75,0.165,20.37,19.85,20.77,2,Neutral
2200,26.8,55.5,545.0,592.0,1,1,0.04,0.03,0.19,0.388,26.61,26.95,26.42,3,Warm
2201,26.96,69.7,698.0,141.0,1,1,0.36,0.22,0.23,0.091,27.03,28.95,26.52,2,Neutral
2202,22.71,44.0,400.0,20,0,0,0.2,0.23,0.34,0.108,22.66,22.87,22.98,2,Neutral
2203,27.41,57.3,418.0,369.0,1,0,0.53,0.04,0.5,0.355,26.85,26.81,26.93,3,Warm
2204,18.51,36.6,400.0,20,0,0,0.79,1.0,0.87,0.168,20.28,19.63,18.61,2,Neutral
2205,19.8,51.8,735.0,459.0,1,0,0.72,0.05,0.97,0.444,19.75,19.45,19.35,3,Warm
2206,27.59,50.1,641.0,255.0,1,0,0.9,0.73,0.67,0.18,27.34,28.1,27.99,2,Neutral
2207,24.35,47.4,400.0,20,0,1,0.3,0.09,0.48,0.391,24.38,24.18,24.24,2,Neutral
2208,26.79,50.5,638.0,138.0,1,0,0.33,0.19,0.74,0.42,27.61,27.55,26.65,2,Neutral
2209,27.19,53.0,400.0,20,0,0,0.88,0.16,0.81,0.055,27.51,26.35,27.19,3,Warm
2210,26.13,35.2,400.0,20,0,0,0.18,0.81,0.89,0.23,26.79,26.97,26.26,2,Neutral
2211,27.18,47.7,658.0,543.0,1,0,0.81,0.47,0.87,0.384,27.87,26.63,27.44,2,Neutral
2212,26.96,54.4,592.0,486.0,1,1,0.28,0.76,0.13,0.179,28.15,27.72,26.99,1,Cool
2213,18.52,40.0,400.0,20,0,1,0.55,0.36,0.85,0.156,18.54,17.68,18.44,2,Neutral
2214,20.62,37.1,632.0,425.0,1,1,0.54,0.21,0.61,0.358,20.29,20.35,20.34,2,Neutral
2215,27.99,40.9,400.0,20,0,0,0.49,0.38,0.68,0.374,27.92,29.28,27.69,2,Neutral
2216,19.18,36.2,713.0,370.0,1,0,0.38,0.53,0.37,0.376,19.24,19.01,19.0,3,Warm
2217,18.67,45.9,575.0,488.0,1,1,0.57,0.98,0.1,0.06,18.25,18.1,18.28,1,Cool
2218,19.23,55.4,400.0,20,0,1,0.45,0.62,0.66,0.238,18.54,18.95,19.63,2,Neutral
2219,26.22,50.7,400.0,20,0,1,0.7,0.25,0.14,0.061,26.11,25.39,25.98,1,Cool
2220,18.84,45.8,400.0,20,0,1,0.41,0.93,0.74,0.329,19.03,19.24,19.15,2,Neutral
2221,19.12,30.6,526.0,509.0,1,1,0.73,0.69,0.63,0.257,18.87,19.56,18.94,2,Neutral
2222,19.72,46.3,400.0,20,0,0,0.23,0.44,0.64,0.095,18.72,19.56,19.7,4,Hot
2223,22.11,50.4,568.0,287.0,1,0,0.88,0.16,0.25,0.374,22.93,22.09,22.2,2,Neutral
2224,20.85,61.4,438.0,273.0,1,0,0.77,0.98,0.54,0.404,20.45,21.41,21.11,3,Warm
2225,20.14,67.3,508.0,339.0,1,1,0.73,0.94,0.72,0.168,20.39,19.84,20.36,0,Cold
2226,19.81,62.2,400.0,20,0,1,0.38,0.91,0.54,0.324,20.25,18.95,19.35,2,Neutral
2227,19.28,69.5,678.0,605.0,1,0,0.51,0.12,0.88,0.155,19.46,18.05,19.44,2,Neutral
2228,27.41,48.9,594.0,264.0,1,1,0.84,0.33,0.54,0.281,27.14,26.79,27.81,2,Neutral
2229,19.62,44.6,400.0,20,0,0,0.39,0.72,0.95,0.084,19.43,21.08,19.89,2,Neutral
2230,22.63,42.0,758.0,465.0,1,1,0.9,0.81,0.65,0.299,22.72,22.92,22.73,2,Neutral
2231,21.44,43.8,400.0,20,0,1,0.46,0.18,0.24,0.205,21.87,21.89,21.0,1,Cool
2232,20.32,57.3,549.0,212.0,1,0,0.33,0.75,0.56,0.178,21.66,21.1,20.42,2,Neutral
2233,19.47,48.7,400.0,20,0,0,0.66,0.11,0.08,0.141,20.1,17.72,19.54,2,Neutral
2234,19.27,54.4,478.0,268.0,1,0,0.87,0.16,0.93,0.06,20.0,19.01,19.6,2,Neutral
2235,24.92,35.0,400.0,20,0,0,0.55,0.97,0.81,0.31,25.7,25.64,25.09,4,Hot
2236,18.14,50.3,400.0,20,0,1,0.51,0.81,0.09,0.125,18.39,17.97,18.56,2,Neutral
2237,25.56,56.4,697.0,686.0,1,0,0.14,0.36,0.21,0.062,26.23,26.54,25.45,1,Cool
2238,27.17,50.3,400.0,20,0,0,0.27,0.04,0.59,0.106,27.35,28.36,27.48,2,Neutral
2239,22.55,64.9,403.0,245.0,1,1,0.54,0.76,0.76,0.409,23.44,22.05,22.37,1,Cool
2240,26.94,53.1,400.0,20,0,0,0.78,0.0,0.33,0.273,28.19,27.53,26.7,2,Neutral
2241,21.89,63.4,400.0,20,0,1,0.16,0.57,0.62,0.059,22.3,21.6,21.74,4,Hot
2242,21.17,69.0,716.0,112.0,1,1,0.95,0.48,0.84,0.164,21.77,20.48,21.53,2,Neutral
2243,26.29,58.3,400.0,20,0,1,0.96,0.45,0.08,0.082,25.55,25.56,26.51,2,Neutral
2244,19.82,41.2,400.0,20,0,0,0.74,0.4,0.4,0.338,19.16,20.38,19.77,2,Neutral
2245,22.68,63.3,623.0,307.0,1,1,0.63,0.0,0.68,0.193,21.88,23.43,23.16,1,Cool
2246,20.68,67.1,400.0,20,0,0,0.35,0.41,0.02,0.286,21.45,20.68,20.37,1,Cool
2247,27.38,55.5,531.0,587.0,1,1,0.95,0.73,0.67,0.173,26.66,27.54,27.57,1,Cool
2248,23.22,62.1,493.0,402.0,1,1,0.94,0.43,0.49,0.435,23.12,23.49,23.52,1,Cool
2249,20.09,38.5,400.0,20,0,1,1.0,0.87,0.82,0.072,19.7,20.49,20.53,2,Neutral
2250,24.54,30.2,400.0,20,0,1,0.21,0.6,0.82,0.202,24.92,23.96,24.54,4,Hot
2251,24.02,62.3,799.0,698.0,1,1,0.33,0.88,0.24,0.24,22.46,23.65,24.49,3,Warm
2252,21.2,53.9,518.0,112.0,1,1,0.86,0.25,0.66,0.42,20.52,20.81,21.2,4,Hot
2253,18.54,46.4,767.0,546.0,1,1,0.02,0.17,0.26,0.249,18.08,18.26,19.04,2,Neutral
2254,26.5,50.5,400.0,20,0,1,0.22,0.16,0.65,0.225,26.02,26.65,27.0,3,Warm
2255,21.63,53.6,522.0,157.0,1,0,0.5,0.5,0.53,0.34,21.88,21.84,21.65,3,Warm
2256,24.64,55.7,400.0,20,0,0,0.33,0.57,0.76,0.305,23.89,24.37,24.73,2,Neutral
2257,24.03,63.7,400.0,20,0,1,0.77,0.23,0.62,0.28,23.08,25.43,24.32,2,Neutral
2258,23.95,55.7,400.0,20,0,1,0.82,0.82,0.74,0.088,23.48,24.47,23.92,3,Warm
2259,22.54,39.6,400.0,20,0,1,0.86,0.85,0.67,0.186,22.12,22.26,22.18,2,Neutral
2260,20.44,66.8,400.0,20,0,0,0.11,0.67,0.86,0.438,21.49,20.96,21.03,2,Neutral
2261,20.84,53.8,400.0,20,0,1,0.6,0.58,0.86,0.347,20.44,20.73,20.5,2,Neutral
2262,25.8,39.4,707.0,365.0,1,0,0.41,0.04,0.94,0.424,25.98,26.38,25.65,2,Neutral
2263,26.52,63.5,400.0,20,0,0,0.9,0.1,0.57,0.07,27.18,26.49,27.27,3,Warm
2264,18.4,44.7,503.0,398.0,1,1,0.61,0.61,0.78,0.274,18.78,18.37,18.21,3,Warm
2265,21.32,35.6,506.0,424.0,1,1,0.92,0.32,0.33,0.412,20.82,20.69,21.54,2,Neutral
2266,26.22,62.5,400.0,20,0,0,0.2,0.94,0.52,0.213,26.43,26.09,25.94,2,Neutral
2267,18.36,47.7,400.0,20,0,0,0.32,0.61,0.16,0.434,17.21,18.83,18.32,1,Cool
2268,26.38,41.1,400.0,20,0,1,0.98,0.99,0.15,0.18,27.5,25.74,26.71,1,Cool
2269,24.65,56.6,400.0,20,0,0,0.52,0.14,0.25,0.444,24.14,25.34,24.81,2,Neutral
2270,24.7,37.5,400.0,20,0,1,0.06,0.03,0.81,0.372,23.9,24.07,24.55,2,Neutral
2271,18.17,31.9,421.0,136.0,1,1,0.98,0.39,0.99,0.196,17.7,19.16,18.27,1,Cool
2272,20.95,58.9,518.0,340.0,1,0,0.53,0.17,0.32,0.423,20.92,21.43,20.82,2,Neutral
2273,18.94,55.7,566.0,487.0,1,1,0.36,0.68,0.84,0.249,18.78,18.27,19.21,0,Cold
2274,18.68,41.1,617.0,246.0,1,0,0.95,0.49,0.12,0.172,18.06,19.95,18.79,2,Neutral
2275,18.56,35.4,409.0,427.0,1,0,0.46,0.12,0.74,0.404,18.67,18.02,18.6,2,Neutral
2276,27.63,53.1,400.0,20,0,0,0.88,0.54,0.2,0.254,28.19,25.39,27.86,2,Neutral
2277,22.35,68.3,550.0,235.0,1,0,0.15,0.24,0.46,0.193,22.97,23.58,22.81,0,Cold
2278,20.69,34.7,754.0,173.0,1,1,0.84,0.63,0.38,0.144,20.87,21.21,21.27,2,Neutral
2279,26.42,58.2,561.0,237.0,1,1,0.2,0.78,0.29,0.276,26.8,25.43,26.26,2,Neutral
2280,27.89,69.8,400.0,20,0,1,0.77,0.28,0.16,0.056,28.79,28.92,27.91,3,Warm
2281,24.15,40.4,467.0,463.0,1,1,0.92,0.42,0.92,0.328,23.78,22.46,23.86,2,Neutral
2282,23.9,59.6,400.0,20,0,0,0.7,0.8,0.87,0.071,23.32,24.64,23.38,2,Neutral
2283,24.11,31.5,706.0,329.0,1,1,0.23,0.73,0.43,0.395,24.22,24.21,24.33,2,Neutral
2284,26.47,30.7,633.0,499.0,1,0,0.6,0.1,0.23,0.381,26.51,26.52,26.59,1,Cool
2285,22.52,67.8,689.0,468.0,1,0,0.38,0.33,0.56,0.093,21.73,21.74,22.83,1,Cool
2286,24.15,32.9,549.0,348.0,1,0,0.06,0.99,0.28,0.379,23.68,24.53,24.43,2,Neutral
2287,19.5,31.7,447.0,555.0,1,0,0.06,0.53,0.46,0.345,19.52,21.65,19.75,2,Neutral
2288,24.16,55.9,400.0,20,0,0,0.78,0.11,0.02,0.423,24.39,23.04,24.28,4,Hot
2289,24.21,38.2,619.0,449.0,1,0,0.46,0.14,0.79,0.337,24.07,24.37,24.33,3,Warm
2290,24.03,58.1,508.0,195.0,1,1,0.73,0.37,0.32,0.305,23.79,24.65,24.4,1,Cool
2291,24.83,61.7,675.0,112.0,1,0,0.02,0.79,0.95,0.264,25.47,23.81,24.35,2,Neutral
2292,27.3,56.0,790.0,598.0,1,1,0.53,0.59,0.61,0.231,27.36,26.91,28.02,1,Cool
2293,25.27,43.1,400.0,20,0,1,0.07,0.97,0.1,0.207,25.28,25.31,25.54,2,Neutral
2294,27.62,42.2,739.0,548.0,1,0,0.92,0.6,0.61,0.344,27.59,27.04,27.68,2,Neutral
2295,27.13,64.8,667.0,230.0,1,0,0.96,0.93,0.34,0.177,27.25,25.96,27.05,2,Neutral
2296,19.18,57.4,442.0,132.0,1,1,0.68,0.27,0.15,0.418,18.75,19.62,18.94,3,Warm
2297,22.83,33.6,400.0,20,0,0,0.83,0.18,0.88,0.21,22.17,21.86,22.59,1,Cool
2298,27.79,40.0,550.0,641.0,1,0,0.37,0.2,0.32,0.108,27.24,26.7,28.02,1,Cool
2299,22.14,40.7,400.0,20,0,1,0.86,0.88,0.15,0.081,21.22,22.37,22.19,2,Neutral
2300,23.3,32.9,400.0,20,0,0,0.68,0.86,0.52,0.18,22.54,23.28,24.11,2,Neutral
