hour,month,hour_of_day,occupied,T_outdoor_C,T_zone1_RB_C,PMV_zone1_RB,T_zone1_NA_C,PMV_zone1_NA,kWh_m2_RB,kWh_m2_NA
4523,7,11,0,29.78,21.77,-0.04,21.57,-0.0,0.019,0.0139
4524,7,12,0,29.0,23.36,0.106,23.02,0.113,0.019,0.0139
4525,7,13,0,28.22,21.14,-0.019,20.92,-0.126,0.019,0.0139
4526,7,14,0,27.5,23.93,0.157,24.31,0.204,0.019,0.0139
4527,7,15,0,26.88,22.09,0.015,21.76,-0.03,0.019,0.0139
4528,7,16,0,26.4,23.04,0.145,23.46,0.161,0.019,0.0139
4529,7,17,0,26.1,19.55,-0.159,19.68,-0.322,0.019,0.0139
4530,7,18,0,26.0,23.53,0.111,23.49,0.173,0.019,0.0139
4531,7,19,0,26.1,25.06,0.288,25.3,0.301,0.019,0.0139
4532,7,20,0,26.4,22.72,0.052,22.98,0.089,0.019,0.0139
4533,7,21,0,26.88,26.73,0.531,27.06,0.462,0.019,0.0139
4534,7,22,0,27.5,21.44,-0.106,21.46,-0.006,0.019,0.0139
4535,7,23,0,28.22,24.62,0.351,24.46,0.245,0.019,0.0139
4536,7,0,0,29.0,26.38,0.467,26.43,0.485,0.019,0.0139
4537,7,1,0,29.78,24.42,0.235,24.57,0.272,0.019,0.0139
4538,7,2,0,30.5,21.28,-0.128,21.32,-0.121,0.019,0.0139
4539,7,3,0,31.12,22.58,0.104,22.95,0.093,0.019,0.0139
4540,7,4,0,31.6,25.12,0.216,24.95,0.23,0.019,0.0139
4541,7,5,0,31.9,20.73,-0.159,20.97,-0.089,0.019,0.0139
4542,7,6,0,32.0,24.97,0.321,24.64,0.28,0.019,0.0139
4543,7,7,0,31.9,21.21,-0.093,21.62,-0.05,0.019,0.0139
4544,7,8,1,31.6,25.67,0.413,25.82,0.423,0.019,0.0139
4545,7,9,1,31.12,21.52,-0.073,21.9,-0.026,0.019,0.0139
4546,7,10,1,30.5,22.09,0.05,21.91,-0.001,0.019,0.0139
4547,7,11,1,29.78,21.76,-0.037,21.97,-0.013,0.019,0.0139
4548,7,12,1,29.0,22.57,0.077,22.71,0.06,0.019,0.0139
4549,7,13,1,28.22,23.77,0.144,23.7,0.126,0.019,0.0139
4550,7,14,1,27.5,23.97,0.208,23.98,0.229,0.019,0.0139
4551,7,15,1,26.88,21.78,-0.018,21.37,-0.054,0.019,0.0139
4552,7,16,1,26.4,22.11,-0.114,22.55,0.088,0.019,0.0139
4553,7,17,1,26.1,23.69,0.002,23.82,0.221,0.019,0.0139
4554,7,18,1,26.0,20.96,-0.112,20.81,-0.107,0.019,0.0139
4555,7,19,0,26.1,23.46,0.187,23.73,0.18,0.019,0.0139
4556,7,20,0,26.4,23.12,0.075,22.8,0.107,0.019,0.0139
4557,7,21,0,26.88,23.76,0.15,23.97,0.225,0.019,0.0139
4558,7,22,0,27.5,20.76,-0.137,21.08,-0.041,0.019,0.0139
4559,7,23,0,28.22,20.22,-0.196,20.75,-0.137,0.019,0.0139
4560,7,0,0,29.0,22.79,0.076,22.58,0.036,0.019,0.0139
4561,7,1,0,29.78,21.45,-0.1,21.59,-0.064,0.019,0.0139
4562,7,2,0,30.5,20.44,-0.09,20.29,-0.196,0.019,0.0139
4563,7,3,0,31.12,21.4,-0.078,21.46,0.013,0.019,0.0139
4564,7,4,0,31.6,22.26,0.073,22.36,0.063,0.019,0.0139
4565,7,5,0,31.9,22.85,0.186,22.8,0.077,0.019,0.0139
4566,7,6,0,32.0,21.84,-0.103,21.64,-0.011,0.019,0.0139
4567,7,7,0,31.9,18.98,-0.312,18.98,-0.235,0.019,0.0139
4568,7,8,1,31.6,19.75,-0.232,19.48,-0.258,0.019,0.0139
4569,7,9,1,31.12,21.68,-0.095,21.65,-0.024,0.019,0.0139
4570,7,10,1,30.5,19.02,-0.328,19.01,-0.269,0.019,0.0139
4571,7,11,1,29.78,25.13,0.383,25.03,0.294,0.019,0.0139
4572,7,12,1,29.0,21.05,-0.069,21.57,-0.042,0.019,0.0139
4573,7,13,1,28.22,23.53,0.15,23.61,0.122,0.019,0.0139
4574,7,14,1,27.5,22.09,0.003,22.28,0.055,0.019,0.0139
4575,7,15,1,26.88,23.08,0.042,22.81,0.076,0.019,0.0139
4576,7,16,1,26.4,21.71,-0.065,21.81,-0.037,0.019,0.0139
4577,7,17,1,26.1,24.08,0.173,24.12,0.213,0.019,0.0139
4578,7,18,1,26.0,24.57,0.286,24.66,0.243,0.019,0.0139
4579,7,19,0,26.1,24.04,0.164,24.74,0.238,0.019,0.0139
4580,7,20,0,26.4,22.76,0.072,23.03,0.071,0.019,0.0139
4581,7,21,0,26.88,22.34,0.013,22.52,0.07,0.019,0.0139
4582,7,22,0,27.5,24.25,0.223,24.32,0.257,0.019,0.0139
4583,7,23,0,28.22,21.22,-0.092,20.93,-0.122,0.019,0.0139
4584,7,0,0,29.0,21.29,0.038,21.84,-0.026,0.019,0.0139
4585,7,1,0,29.78,22.64,0.119,22.58,0.097,0.019,0.0139
4586,7,2,0,30.5,19.83,-0.282,19.98,-0.15,0.019,0.0139
4587,7,3,0,31.12,23.16,0.104,22.91,0.083,0.019,0.0139
4588,7,4,0,31.6,23.29,0.071,23.6,0.215,0.019,0.0139
4589,7,5,0,31.9,24.91,0.294,24.65,0.316,0.019,0.0139
4590,7,6,0,32.0,24.35,0.276,24.25,0.315,0.019,0.0139
4591,7,7,0,31.9,22.66,0.074,22.47,0.054,0.019,0.0139
4592,7,8,1,31.6,21.71,-0.091,21.85,-0.035,0.019,0.0139
4593,7,9,1,31.12,23.64,0.209,23.11,0.051,0.019,0.0139
4594,7,10,1,30.5,19.9,-0.195,19.75,-0.185,0.019,0.0139
4595,7,11,1,29.78,22.59,0.088,22.51,0.025,0.019,0.0139
4596,7,12,1,29.0,22.71,0.075,22.35,0.031,0.019,0.0139
4597,7,13,1,28.22,21.29,-0.063,21.34,-0.03,0.019,0.0139
4598,7,14,1,27.5,20.09,-0.229,20.07,-0.167,0.019,0.0139
4599,7,15,1,26.88,23.63,0.128,23.78,0.205,0.019,0.0139
4600,7,16,1,26.4,20.2,-0.243,19.68,-0.233,0.019,0.0139
4601,7,17,1,26.1,23.51,0.217,22.62,0.066,0.019,0.0139
4602,7,18,1,26.0,20.15,-0.131,20.18,-0.164,0.019,0.0139
4603,7,19,0,26.1,24.15,0.194,23.74,0.146,0.019,0.0139
4604,7,20,0,26.4,25.08,0.45,25.27,0.313,0.019,0.0139
4605,7,21,0,26.88,21.41,0.01,21.37,-0.074,0.019,0.0139
4606,7,22,0,27.5,22.69,0.071,22.72,0.052,0.019,0.0139
4607,7,23,0,28.22,22.29,0.029,22.24,0.052,0.019,0.0139
4608,7,0,0,29.0,25.14,0.294,24.89,0.264,0.019,0.0139
4609,7,1,0,29.78,22.78,0.09,22.62,0.095,0.019,0.0139
4610,7,2,0,30.5,18.71,-0.352,18.86,-0.3,0.019,0.0139
4611,7,3,0,31.12,21.16,-0.039,21.51,-0.032,0.019,0.0139
4612,7,4,0,31.6,23.69,0.138,23.47,0.169,0.019,0.0139
4613,7,5,0,31.9,21.35,-0.081,21.78,-0.007,0.019,0.0139
4614,7,6,0,32.0,25.65,0.368,25.44,0.375,0.019,0.0139
4615,7,7,0,31.9,23.93,0.167,23.83,0.176,0.019,0.0139
4616,7,8,1,31.6,24.67,0.271,24.59,0.246,0.019,0.0139
4617,7,9,1,31.12,23.56,0.106,23.6,0.131,0.019,0.0139
4618,7,10,1,30.5,19.5,-0.21,19.25,-0.235,0.019,0.0139
4619,7,11,1,29.78,23.53,0.147,23.69,0.193,0.019,0.0139
4620,7,12,1,29.0,22.93,0.088,23.47,0.187,0.019,0.0139
4621,7,13,1,28.22,23.81,0.081,24.03,0.231,0.019,0.0139
4622,7,14,1,27.5,22.31,-0.043,22.18,0.017,0.019,0.0139
4623,7,15,1,26.88,22.55,-0.019,22.16,0.031,0.019,0.0139
4624,7,16,1,26.4,23.81,0.238,23.86,0.184,0.019,0.0139
4625,7,17,1,26.1,22.42,-0.036,22.14,0.07,0.019,0.0139
4626,7,18,1,26.0,24.2,0.227,23.78,0.175,0.019,0.0139
4627,7,19,0,26.1,22.09,0.028,21.97,0.021,0.019,0.0139
4628,7,20,0,26.4,23.1,0.102,23.07,0.135,0.019,0.0139
4629,7,21,0,26.88,23.2,0.118,23.22,0.132,0.019,0.0139
4630,7,22,0,27.5,21.8,-0.074,22.04,-0.008,0.019,0.0139
4631,7,23,0,28.22,23.42,0.063,23.08,0.11,0.019,0.0139
4632,7,0,0,29.0,19.96,-0.167,19.57,-0.25,0.019,0.0139
4633,7,1,0,29.78,24.43,0.238,24.07,0.219,0.019,0.0139
4634,7,2,0,30.5,20.74,-0.1,21.05,-0.143,0.019,0.0139
4635,7,3,0,31.12,22.44,0.015,22.56,0.012,0.019,0.0139
4636,7,4,0,31.6,22.92,0.072,23.58,0.205,0.019,0.0139
4637,7,5,0,31.9,21.37,-0.024,21.44,-0.057,0.019,0.0139
4638,7,6,0,32.0,22.05,0.1,22.27,0.036,0.019,0.0139
4639,7,7,0,31.9,21.73,0.099,21.67,-0.029,0.019,0.0139
4640,7,8,1,31.6,21.61,-0.13,21.26,-0.063,0.019,0.0139
4641,7,9,1,31.12,23.48,0.147,23.36,0.101,0.019,0.0139
4642,7,10,1,30.5,22.7,0.043,22.84,0.135,0.019,0.0139
4643,7,11,1,29.78,21.24,-0.033,21.33,-0.069,0.019,0.0139
4644,7,12,1,29.0,22.22,0.09,21.79,-0.026,0.019,0.0139
4645,7,13,1,28.22,23.31,0.099,23.51,0.145,0.019,0.0139
4646,7,14,1,27.5,24.5,0.357,24.17,0.194,0.019,0.0139
4647,7,15,1,26.88,20.73,-0.017,20.77,-0.18,0.019,0.0139
4648,7,16,1,26.4,22.29,0.031,22.43,0.055,0.019,0.0139
4649,7,17,1,26.1,21.42,-0.065,21.24,-0.11,0.019,0.0139
4650,7,18,1,26.0,22.43,0.02,22.32,0.041,0.019,0.0139
4651,7,19,0,26.1,19.77,-0.107,19.7,-0.263,0.019,0.0139
4652,7,20,0,26.4,24.43,0.213,24.44,0.205,0.019,0.0139
4653,7,21,0,26.88,22.71,0.051,23.15,0.112,0.019,0.0139
4654,7,22,0,27.5,24.02,0.123,24.12,0.215,0.019,0.0139
4655,7,23,0,28.22,24.77,0.14,24.76,0.287,0.019,0.0139
4656,7,0,0,29.0,22.2,-0.064,21.65,-0.005,0.019,0.0139
4657,7,1,0,29.78,21.4,-0.062,21.13,-0.106,0.019,0.0139
4658,7,2,0,30.5,22.65,0.005,22.59,0.044,0.019,0.0139
4659,7,3,0,31.12,23.16,0.112,23.18,0.176,0.019,0.0139
4660,7,4,0,31.6,23.6,0.151,23.85,0.192,0.019,0.0139
4661,7,5,0,31.9,21.85,-0.02,22.09,0.015,0.019,0.0139
4662,7,6,0,32.0,22.74,0.221,22.74,0.054,0.019,0.0139
4663,7,7,0,31.9,21.49,-0.081,21.69,-0.039,0.019,0.0139
4664,7,8,0,31.6,20.87,-0.088,21.02,-0.108,0.019,0.0139
4665,7,9,0,31.12,23.57,0.122,23.01,0.096,0.019,0.0139
4666,7,10,0,30.5,20.74,-0.141,20.22,-0.157,0.019,0.0139
4667,7,11,0,29.78,24.42,0.279,24.26,0.245,0.019,0.0139
4668,7,12,0,29.0,24.33,0.143,24.22,0.224,0.019,0.0139
4669,7,13,0,28.22,20.98,-0.117,20.76,-0.134,0.019,0.0139
4670,7,14,0,27.5,22.71,0.053,22.92,0.104,0.019,0.0139
4671,7,15,0,26.88,22.52,0.043,22.8,0.078,0.019,0.0139
4672,7,16,0,26.4,21.94,-0.045,21.89,-0.038,0.019,0.0139
4673,7,17,0,26.1,23.66,0.15,23.34,0.164,0.019,0.0139
4674,7,18,0,26.0,21.97,-0.032,22.22,-0.01,0.019,0.0139
4675,7,19,0,26.1,20.11,-0.246,20.5,-0.127,0.019,0.0139
4676,7,20,0,26.4,21.0,0.01,21.4,-0.111,0.019,0.0139
4677,7,21,0,26.88,20.87,-0.087,21.1,-0.066,0.019,0.0139
4678,7,22,0,27.5,21.64,-0.03,22.24,-0.013,0.019,0.0139
4679,7,23,0,28.22,22.12,0.092,21.76,-0.044,0.019,0.0139
4680,7,0,0,29.0,23.24,0.093,23.1,0.052,0.019,0.0139
4681,7,1,0,29.78,23.4,0.094,23.79,0.132,0.019,0.0139
4682,7,2,0,30.5,23.7,0.231,23.21,0.094,0.019,0.0139
4683,7,3,0,31.12,20.85,-0.167,20.92,-0.129,0.019,0.0139
4684,7,4,0,31.6,23.03,0.185,22.3,0.032,0.019,0.0139
4685,7,5,0,31.9,20.56,-0.094,20.26,-0.156,0.019,0.0139
4686,7,6,0,32.0,24.58,0.273,24.38,0.25,0.019,0.0139
4687,7,7,0,31.9,23.54,0.118,23.88,0.185,0.019,0.0139
4688,7,8,0,31.6,21.58,-0.007,21.57,-0.093,0.019,0.0139
4689,7,9,0,31.12,24.16,0.201,23.82,0.22,0.019,0.0139
4690,7,10,0,30.5,22.99,0.04,23.09,0.078,0.019,0.0139
4691,7,11,0,29.78,23.91,0.166,23.74,0.202,0.019,0.0139
4692,7,12,0,29.0,20.93,-0.105,21.01,-0.099,0.019,0.0139
4693,7,13,0,28.22,21.72,-0.082,21.55,-0.031,0.019,0.0139
4694,7,14,0,27.5,21.5,-0.061,21.79,-0.053,0.019,0.0139
4695,7,15,0,26.88,22.14,0.065,22.02,-0.009,0.019,0.0139
4696,7,16,0,26.4,22.09,0.034,22.51,0.101,0.019,0.0139
4697,7,17,0,26.1,24.39,0.288,24.12,0.258,0.019,0.0139
4698,7,18,0,26.0,24.8,0.328,25.1,0.3,0.019,0.0139
4699,7,19,0,26.1,21.24,-0.159,21.14,-0.046,0.019,0.0139
4700,7,20,0,26.4,22.08,-0.054,22.46,0.079,0.019,0.0139
4701,7,21,0,26.88,21.76,0.057,21.37,-0.03,0.019,0.0139
4702,7,22,0,27.5,22.82,0.104,22.83,0.089,0.019,0.0139
4703,7,23,0,28.22,21.31,0.029,21.19,-0.001,0.019,0.0139
4704,7,0,0,29.0,24.84,0.268,24.99,0.275,0.019,0.0139
4705,7,1,0,29.78,21.4,0.048,21.24,-0.022,0.019,0.0139
4706,7,2,0,30.5,23.62,0.207,23.33,0.126,0.019,0.0139
4707,7,3,0,31.12,19.27,-0.315,19.36,-0.289,0.019,0.0139
4708,7,4,0,31.6,22.12,0.011,21.97,-0.005,0.019,0.0139
4709,7,5,0,31.9,19.69,-0.281,20.14,-0.214,0.019,0.0139
4710,7,6,0,32.0,22.01,0.074,21.97,0.006,0.019,0.0139
4711,7,7,0,31.9,23.35,0.147,23.43,0.152,0.019,0.0139
4712,7,8,1,31.6,19.6,-0.182,19.53,-0.129,0.019,0.0139
4713,7,9,1,31.12,20.69,-0.159,20.82,-0.057,0.019,0.0139
4714,7,10,1,30.5,20.47,-0.223,20.66,-0.144,0.019,0.0139
4715,7,11,1,29.78,22.45,-0.009,22.77,0.097,0.019,0.0139
4716,7,12,1,29.0,22.53,0.101,22.61,0.023,0.019,0.0139
4717,7,13,1,28.22,23.72,0.226,23.55,0.165,0.019,0.0139
4718,7,14,1,27.5,22.19,0.06,22.01,0.039,0.019,0.0139
4719,7,15,1,26.88,21.7,0.005,21.36,-0.107,0.019,0.0139
4720,7,16,1,26.4,20.54,-0.167,20.22,-0.218,0.019,0.0139
4721,7,17,1,26.1,19.59,-0.209,19.25,-0.313,0.019,0.0139
4722,7,18,1,26.0,21.99,-0.003,22.57,0.068,0.019,0.0139
4723,7,19,0,26.1,21.08,-0.119,21.73,-0.034,0.019,0.0139
4724,7,20,0,26.4,24.48,0.25,24.42,0.234,0.019,0.0139
4725,7,21,0,26.88,22.09,0.036,22.2,0.001,0.019,0.0139
4726,7,22,0,27.5,21.35,-0.135,21.17,-0.131,0.019,0.0139
4727,7,23,0,28.22,22.95,0.138,23.23,0.051,0.019,0.0139
4728,7,0,0,29.0,22.13,0.02,21.8,-0.032,0.019,0.0139
4729,7,1,0,29.78,23.39,0.044,23.38,0.109,0.019,0.0139
4730,7,2,0,30.5,22.51,-0.019,22.54,0.007,0.019,0.0139
4731,7,3,0,31.12,22.58,-0.025,22.16,0.003,0.019,0.0139
4732,7,4,0,31.6,21.77,-0.058,21.5,-0.049,0.019,0.0139
4733,7,5,0,31.9,21.42,-0.077,21.44,-0.051,0.019,0.0139
4734,7,6,0,32.0,23.82,0.246,24.07,0.232,0.019,0.0139
4735,7,7,0,31.9,22.86,0.066,22.73,0.046,0.019,0.0139
4736,7,8,1,31.6,22.51,0.014,22.72,0.07,0.019,0.0139
4737,7,9,1,31.12,21.48,-0.079,21.55,-0.068,0.019,0.0139
4738,7,10,1,30.5,21.48,-0.057,21.63,-0.05,0.019,0.0139
4739,7,11,1,29.78,22.89,0.146,22.77,0.048,0.019,0.0139
4740,7,12,1,29.0,22.22,0.005,21.8,-0.071,0.019,0.0139
4741,7,13,1,28.22,23.62,0.201,23.85,0.186,0.019,0.0139
4742,7,14,1,27.5,21.18,-0.005,20.94,-0.063,0.019,0.0139
4743,7,15,1,26.88,22.68,0.137,22.53,0.032,0.019,0.0139
4744,7,16,1,26.4,22.84,0.043,23.25,0.15,0.019,0.0139
4745,7,17,1,26.1,23.28,0.078,23.27,0.105,0.019,0.0139
4746,7,18,1,26.0,22.93,0.1,22.51,0.067,0.019,0.0139
4747,7,19,0,26.1,23.98,0.264,23.56,0.207,0.019,0.0139
4748,7,20,0,26.4,23.12,0.095,22.8,0.079,0.019,0.0139
4749,7,21,0,26.88,22.91,0.105,22.91,0.089,0.019,0.0139
4750,7,22,0,27.5,22.9,0.073,22.76,0.059,0.019,0.0139
4751,7,23,0,28.22,25.38,0.365,25.82,0.421,0.019,0.0139
4752,7,0,0,29.0,23.7,0.094,23.75,0.167,0.019,0.0139
4753,7,1,0,29.78,22.0,-0.075,21.66,-0.019,0.019,0.0139
4754,7,2,0,30.5,22.99,0.061,22.64,0.098,0.019,0.0139
4755,7,3,0,31.12,21.18,-0.091,21.23,-0.061,0.019,0.0139
4756,7,4,0,31.6,21.22,-0.07,21.24,-0.069,0.019,0.0139
4757,7,5,0,31.9,22.62,0.171,22.72,0.149,0.019,0.0139
4758,7,6,0,32.0,21.54,-0.016,20.85,-0.11,0.019,0.0139
4759,7,7,0,31.9,24.09,0.212,24.18,0.252,0.019,0.0139
4760,7,8,1,31.6,24.4,0.199,23.99,0.196,0.019,0.0139
4761,7,9,1,31.12,22.65,0.086,22.58,0.088,0.019,0.0139
4762,7,10,1,30.5,25.08,0.266,25.26,0.321,0.019,0.0139
4763,7,11,1,29.78,22.39,0.058,22.54,0.116,0.019,0.0139
4764,7,12,1,29.0,21.81,0.099,21.92,-0.025,0.019,0.0139
4765,7,13,1,28.22,22.72,0.076,22.43,0.02,0.019,0.0139
4766,7,14,1,27.5,24.07,0.16,24.11,0.237,0.019,0.0139
4767,7,15,1,26.88,22.77,0.02,23.06,0.117,0.019,0.0139
4768,7,16,1,26.4,23.66,0.103,23.53,0.152,0.019,0.0139
4769,7,17,1,26.1,24.34,0.213,24.68,0.23,0.019,0.0139
4770,7,18,1,26.0,21.85,0.008,21.71,-0.032,0.019,0.0139
4771,7,19,0,26.1,21.37,-0.056,21.7,-0.017,0.019,0.0139
4772,7,20,0,26.4,19.91,-0.281,19.19,-0.296,0.019,0.0139
4773,7,21,0,26.88,23.36,0.216,22.66,0.071,0.019,0.0139
4774,7,22,0,27.5,24.54,0.279,24.27,0.23,0.019,0.0139
4775,7,23,0,28.22,23.73,0.196,23.66,0.199,0.019,0.0139
4776,7,0,0,29.0,21.52,-0.142,21.6,-0.019,0.019,0.0139
4777,7,1,0,29.78,25.43,0.339,25.06,0.332,0.019,0.0139
4778,7,2,0,30.5,22.55,0.035,22.6,0.047,0.019,0.0139
4779,7,3,0,31.12,22.37,-0.022,22.38,0.036,0.019,0.0139
4780,7,4,0,31.6,24.85,0.223,24.73,0.268,0.019,0.0139
4781,7,5,0,31.9,21.43,-0.05,21.03,-0.119,0.019,0.0139
4782,7,6,0,32.0,21.56,-0.12,21.61,-0.091,0.019,0.0139
4783,7,7,0,31.9,23.51,0.102,22.93,0.039,0.019,0.0139
4784,7,8,1,31.6,21.77,-0.017,21.9,0.062,0.019,0.0139
4785,7,9,1,31.12,24.13,0.153,23.85,0.266,0.019,0.0139
4786,7,10,1,30.5,24.09,0.213,24.27,0.235,0.019,0.0139
4787,7,11,1,29.78,20.28,-0.169,20.32,-0.195,0.019,0.0139
4788,7,12,1,29.0,21.69,-0.037,22.15,0.077,0.019,0.0139
4789,7,13,1,28.22,19.89,-0.288,19.73,-0.263,0.019,0.0139
4790,7,14,1,27.5,21.26,-0.061,21.35,-0.085,0.019,0.0139
4791,7,15,1,26.88,19.16,-0.298,19.6,-0.273,0.019,0.0139
4792,7,16,1,26.4,22.91,0.075,22.97,0.102,0.019,0.0139
4793,7,17,1,26.1,20.77,-0.173,21.0,-0.119,0.019,0.0139
4794,7,18,1,26.0,23.47,0.227,23.83,0.215,0.019,0.0139
4795,7,19,0,26.1,22.01,0.072,21.55,-0.004,0.019,0.0139
4796,7,20,0,26.4,21.49,-0.067,21.77,0.022,0.019,0.0139
4797,7,21,0,26.88,21.73,0.012,22.32,0.086,0.019,0.0139
4798,7,22,0,27.5,21.8,-0.068,21.93,0.018,0.019,0.0139
4799,7,23,0,28.22,23.85,0.209,24.57,0.278,0.019,0.0139
4800,7,0,0,29.0,21.79,-0.04,21.96,-0.001,0.019,0.0139
4801,7,1,0,29.78,22.76,0.079,22.66,0.054,0.019,0.0139
4802,7,2,0,30.5,21.93,0.002,22.25,0.036,0.019,0.0139
4803,7,3,0,31.12,20.31,-0.142,20.44,-0.168,0.019,0.0139
4804,7,4,0,31.6,25.63,0.402,24.94,0.315,0.019,0.0139
4805,7,5,0,31.9,23.31,0.159,23.37,0.163,0.019,0.0139
4806,7,6,0,32.0,21.41,-0.068,21.5,-0.083,0.019,0.0139
4807,7,7,0,31.9,23.58,0.083,23.41,0.124,0.019,0.0139
4808,7,8,1,31.6,21.3,-0.062,21.61,0.002,0.019,0.0139
4809,7,9,1,31.12,21.5,0.092,21.76,-0.013,0.019,0.0139
4810,7,10,1,30.5,23.79,0.108,24.0,0.218,0.019,0.0139
4811,7,11,1,29.78,22.96,0.052,22.88,0.109,0.019,0.0139
4812,7,12,1,29.0,21.04,-0.09,21.68,-0.069,0.019,0.0139
4813,7,13,1,28.22,21.73,0.094,21.65,-0.062,0.019,0.0139
4814,7,14,1,27.5,22.33,0.058,22.16,0.001,0.019,0.0139
4815,7,15,1,26.88,20.79,-0.136,20.73,-0.144,0.019,0.0139
4816,7,16,1,26.4,21.69,-0.047,22.05,-0.029,0.019,0.0139
4817,7,17,1,26.1,21.81,-0.086,21.82,0.031,0.019,0.0139
4818,7,18,1,26.0,23.8,0.2,24.23,0.16,0.019,0.0139
4819,7,19,0,26.1,24.8,0.241,24.54,0.259,0.019,0.0139
4820,7,20,0,26.4,24.57,0.302,24.88,0.279,0.019,0.0139
4821,7,21,0,26.88,22.01,-0.006,22.11,0.038,0.019,0.0139
4822,7,22,0,27.5,23.75,0.048,23.92,0.196,0.019,0.0139
4823,7,23,0,28.22,22.34,-0.004,22.39,-0.001,0.019,0.0139
4824,7,0,0,29.0,23.19,0.148,23.09,0.089,0.019,0.0139
4825,7,1,0,29.78,24.62,0.277,24.92,0.286,0.019,0.0139
4826,7,2,0,30.5,23.78,0.19,23.9,0.221,0.019,0.0139
4827,7,3,0,31.12,24.64,0.211,24.26,0.203,0.019,0.0139
4828,7,4,0,31.6,20.25,-0.145,20.23,-0.178,0.019,0.0139
4829,7,5,0,31.9,21.7,-0.023,22.04,0.014,0.019,0.0139
4830,7,6,0,32.0,24.23,0.326,24.19,0.206,0.019,0.0139
4831,7,7,0,31.9,25.5,0.376,25.2,0.301,0.019,0.0139
4832,7,8,0,31.6,24.18,0.232,24.04,0.184,0.019,0.0139
4833,7,9,0,31.12,23.91,0.275,23.71,0.141,0.019,0.0139
4834,7,10,0,30.5,20.48,-0.181,20.77,-0.124,0.019,0.0139
4835,7,11,0,29.78,22.02,-0.002,21.62,0.0,0.019,0.0139
4836,7,12,0,29.0,24.0,0.256,24.07,0.176,0.019,0.0139
4837,7,13,0,28.22,22.01,-0.005,22.13,0.006,0.019,0.0139
4838,7,14,0,27.5,20.7,-0.089,20.07,-0.185,0.019,0.0139
4839,7,15,0,26.88,23.85,0.15,23.72,0.172,0.019,0.0139
4840,7,16,0,26.4,23.78,0.218,23.71,0.141,0.019,0.0139
4841,7,17,0,26.1,22.26,0.087,22.24,0.03,0.019,0.0139
4842,7,18,0,26.0,25.12,0.318,24.71,0.277,0.019,0.0139
4843,7,19,0,26.1,23.43,0.227,23.19,0.119,0.019,0.0139
4844,7,20,0,26.4,20.87,-0.129,20.86,-0.03,0.019,0.0139
4845,7,21,0,26.88,24.07,0.202,24.09,0.238,0.019,0.0139
4846,7,22,0,27.5,24.0,0.232,23.12,0.113,0.019,0.0139
4847,7,23,0,28.22,20.53,-0.034,20.8,-0.104,0.019,0.0139
4848,7,0,0,29.0,24.15,0.174,24.69,0.213,0.019,0.0139
4849,7,1,0,29.78,23.49,0.08,23.41,0.139,0.019,0.0139
4850,7,2,0,30.5,23.59,0.12,23.55,0.148,0.019,0.0139
4851,7,3,0,31.12,22.47,0.04,21.89,-0.051,0.019,0.0139
4852,7,4,0,31.6,23.49,0.199,23.02,0.09,0.019,0.0139
4853,7,5,0,31.9,21.69,-0.075,21.77,-0.014,0.019,0.0139
4854,7,6,0,32.0,21.4,-0.04,21.23,-0.111,0.019,0.0139
4855,7,7,0,31.9,20.6,-0.141,20.68,-0.127,0.019,0.0139
4856,7,8,0,31.6,22.99,0.13,23.01,0.104,0.019,0.0139
4857,7,9,0,31.12,19.49,-0.155,18.96,-0.304,0.019,0.0139
4858,7,10,0,30.5,23.93,0.19,23.82,0.169,0.019,0.0139
4859,7,11,0,29.78,26.2,0.393,26.27,0.378,0.019,0.0139
4860,7,12,0,29.0,25.46,0.383,25.41,0.367,0.019,0.0139
4861,7,13,0,28.22,21.81,-0.05,22.01,-0.029,0.019,0.0139
4862,7,14,0,27.5,24.25,0.251,24.2,0.232,0.019,0.0139
4863,7,15,0,26.88,23.46,0.116,22.99,0.089,0.019,0.0139
4864,7,16,0,26.4,21.25,-0.015,21.38,-0.021,0.019,0.0139
4865,7,17,0,26.1,21.99,0.021,22.08,0.027,0.019,0.0139
4866,7,18,0,26.0,21.18,-0.035,21.73,0.001,0.019,0.0139
4867,7,19,0,26.1,24.31,0.179,24.47,0.242,0.019,0.0139
4868,7,20,0,26.4,20.02,-0.206,20.15,-0.186,0.019,0.0139
4869,7,21,0,26.88,24.31,0.218,24.17,0.218,0.019,0.0139
4870,7,22,0,27.5,19.74,-0.35,19.66,-0.252,0.019,0.0139
4871,7,23,0,28.22,23.78,0.149,23.92,0.193,0.019,0.0139
4872,7,0,0,29.0,20.89,0.035,20.89,-0.056,0.019,0.0139
4873,7,1,0,29.78,22.58,0.009,22.63,0.039,0.019,0.0139
4874,7,2,0,30.5,23.04,0.15,22.89,0.136,0.019,0.0139
4875,7,3,0,31.12,23.0,0.016,23.03,0.125,0.019,0.0139
4876,7,4,0,31.6,20.78,-0.074,20.66,-0.103,0.019,0.0139
4877,7,5,0,31.9,21.8,-0.055,21.68,-0.068,0.019,0.0139
4878,7,6,0,32.0,21.55,-0.011,21.06,-0.082,0.019,0.0139
4879,7,7,0,31.9,23.34,0.074,23.05,0.107,0.019,0.0139
4880,7,8,1,31.6,22.6,0.045,22.55,0.107,0.019,0.0139
