frame,snn_inference_ms,websocket_ms,e2e_latency_ms
5147,4.31,4.0,17.1
5148,5.19,3.34,17.17
5149,4.18,3.67,24.9
5150,4.4,3.53,17.71
5151,5.86,3.36,18.76
5152,4.78,3.35,17.09
5153,4.42,3.26,18.29
5154,4.97,3.62,20.09
5155,4.48,3.78,17.19
5156,5.37,3.27,18.74
5157,4.67,5.34,18.57
5158,4.19,3.9,18.62
5159,4.52,3.63,18.14
5160,4.39,3.43,16.62
5161,4.7,7.28,20.8
5162,4.59,3.64,21.84
5163,4.81,3.75,18.47
5164,6.01,9.58,26.55
5165,4.36,4.2,18.86
5166,4.18,4.62,20.3
5167,5.18,3.51,20.02
5168,4.44,4.23,19.85
5169,4.91,4.29,19.8
5170,4.8,4.47,22.37
5171,4.17,4.02,22.16
5172,4.86,4.49,18.34
5173,6.32,3.49,23.16
5174,4.34,4.07,18.7
5175,4.4,5.49,19.27
5176,4.59,4.09,18.85
5177,4.52,4.61,18.38
5178,4.29,4.14,20.38
5179,4.32,6.2,20.62
5180,5.15,6.32,21.35
5181,4.65,7.2,21.7
5182,4.3,7.68,29.2
5183,4.73,3.23,21.98
5184,5.39,3.71,17.63
5185,5.98,3.55,18.73
5186,4.16,6.48,19.46
5187,4.26,3.9,17.9
5188,4.89,4.71,18.79
5189,5.59,5.59,20.46
5190,5.66,3.39,21.93
5191,4.71,3.77,20.22
5192,4.36,3.94,18.69
5193,6.13,3.28,20.52
5194,6.94,5.02,22.83
5195,5.49,3.3,19.47
5196,4.27,3.21,19.54
5197,4.7,6.78,20.9
5198,5.37,3.7,18.92
5199,4.44,4.14,20.65
5200,5.19,4.04,23.72
5201,4.88,5.06,18.63
5202,4.85,6.8,20.6
5203,4.75,5.16,19.52
5204,5.46,3.52,18.04
5205,4.59,3.71,19.3
5206,4.55,3.21,16.27
5207,4.88,3.49,16.92
5208,8.23,3.45,21.3
5209,5.13,4.21,18.08
5210,4.19,3.24,17.13
5211,4.57,6.13,23.16
5212,4.59,6.57,24.51
5213,4.74,3.92,24.95
5214,5.55,3.8,22.55
5215,4.73,5.42,21.23
5216,6.73,4.16,20.16
5217,4.18,4.79,24.22
5218,4.15,3.33,17.64
5219,4.21,3.99,17.84
5220,4.16,8.17,22.08
5221,6.63,5.64,29.48
5222,4.85,3.64,18.13
5223,4.95,3.54,17.73
5224,4.54,4.32,17.96
5225,5.12,5.39,23.28
5226,5.5,3.59,21.32
5227,5.62,4.63,19.26
5228,4.51,3.35,20.71
5229,5.62,4.73,18.89
5230,4.44,4.0,21.45
5231,4.2,4.07,17.6
5232,6.11,4.59,23.38
5233,7.61,5.77,26.35
5234,4.17,4.89,21.48
5235,4.22,5.38,19.85
5236,4.76,4.88,18.3
5237,6.45,8.65,25.82
5238,5.02,5.65,20.96
5239,6.4,3.49,18.95
5240,4.37,4.95,22.36
5241,4.26,3.25,17.78
5242,4.11,4.57,20.25
5243,5.67,4.58,19.08
5244,4.23,5.01,17.93
5245,4.54,4.06,17.73
5246,4.57,3.9,18.21
5247,4.31,4.19,20.42
5248,4.39,4.34,18.29
5249,4.41,3.55,17.7
5250,4.54,3.46,18.31
5251,4.6,5.91,27.39
5252,4.69,3.63,17.26
5253,4.47,5.88,20.62
5254,4.49,3.99,17.72
5255,7.72,10.16,28.61
5256,5.14,3.89,17.64
5257,4.29,3.92,18.05
5258,4.13,4.1,17.19
5259,5.33,4.09,18.54
5260,4.67,5.38,19.26
5261,5.26,3.38,17.79
5262,4.28,4.5,17.73
5263,5.26,4.18,18.75
5264,4.18,3.64,20.14
5265,4.84,4.68,25.99
5266,6.0,4.38,20.22
5267,5.49,3.5,22.52
5268,4.23,4.04,17.28
5269,4.18,4.56,17.36
5270,4.44,3.89,18.18
5271,5.41,3.48,19.89
5272,4.77,3.55,17.8
5273,5.52,4.29,19.45
5274,4.12,5.09,18.45
5275,6.8,3.37,18.78
5276,5.03,4.3,19.84
5277,4.59,5.9,27.26
5278,5.7,5.17,21.16
5279,6.19,4.19,21.9
5280,5.63,4.06,18.49
5281,4.19,4.86,17.72
5282,4.89,6.76,22.57
5283,5.03,3.38,18.66
5284,4.64,4.04,19.02
5285,4.86,3.86,18.14
5286,4.4,3.78,16.7
5287,6.28,4.42,19.53
5288,4.22,3.72,17.14
5289,4.2,4.64,27.64
5290,4.67,5.26,19.67
5291,6.41,4.24,19.72
5292,4.24,3.35,16.18
5293,6.0,4.95,20.51
5294,5.46,4.11,18.54
5295,4.23,3.57,20.05
5296,4.89,5.56,20.22
5297,4.75,4.76,18.65
5298,5.63,3.93,18.6
5299,10.22,4.65,23.53
5300,4.65,3.87,20.41
5301,4.48,4.27,22.87
5302,4.27,3.58,17.11
5303,5.0,5.89,22.95
5304,4.29,4.38,19.31
5305,6.3,9.18,26.61
5306,5.61,6.98,21.66
5307,6.15,7.35,22.27
5308,5.21,4.11,25.79
5309,4.31,3.4,16.83
5310,4.35,5.42,22.75
5311,4.97,5.11,20.26
5312,6.8,5.73,28.74
5313,4.44,4.15,18.46
5314,5.49,4.2,18.75
5315,4.29,5.55,22.44
5316,9.3,3.28,22.79
5317,4.77,3.54,19.84
5318,4.14,4.6,18.68
5319,4.49,3.65,18.09
5320,4.99,3.26,27.82
5321,5.13,3.34,19.13
5322,4.63,4.65,18.15
5323,4.11,4.6,20.76
5324,4.13,3.52,16.67
5325,4.13,4.5,20.95
5326,5.06,5.85,20.1
5327,4.46,3.44,18.47
5328,4.58,5.72,19.91
5329,4.28,3.26,21.2
5330,5.94,3.25,22.55
5331,4.6,3.5,19.21
5332,4.41,4.18,17.72
5333,4.75,4.69,18.81
5334,4.42,4.27,18.79
5335,4.23,4.11,18.21
5336,4.39,4.81,19.72
5337,4.54,3.38,17.1
5338,4.33,3.43,17.53
5339,4.28,5.18,22.17
5340,4.84,3.62,18.26
5341,4.35,7.28,28.25
5342,4.54,3.41,17.0
5343,4.12,6.08,19.33
5344,5.71,4.34,18.67
5345,4.87,4.07,19.11
5346,4.12,3.95,17.56
5347,4.35,5.0,18.09
5348,4.52,3.62,18.48
5349,4.66,4.13,18.12
5350,4.3,5.06,20.19
5351,4.15,3.25,16.47
5352,4.23,4.65,22.14
5353,5.97,5.79,21.41
5354,4.39,3.22,17.23
5355,8.31,3.98,26.62
5356,4.9,5.11,19.88
5357,4.38,5.78,20.63
5358,5.39,3.55,18.19
5359,5.53,3.78,19.47
5360,4.11,4.86,22.08
5361,4.76,6.78,22.48
5362,4.33,3.48,17.34
5363,4.67,3.87,18.1
5364,6.02,4.28,18.85
5365,4.19,5.03,17.9
5366,4.33,3.5,18.08
5367,4.9,3.64,19.62
5368,4.17,3.64,20.78
5369,4.44,5.01,19.3
5370,4.27,6.75,22.26
5371,5.75,3.51,19.66
5372,4.89,4.88,19.11
5373,4.73,5.91,20.02
5374,4.7,3.7,17.33
5375,4.65,3.61,21.03
5376,4.64,5.3,18.87
5377,4.11,3.97,19.91
5378,4.2,5.35,19.02
5379,4.61,7.22,20.65
5380,5.62,3.58,18.03
5381,4.58,3.62,17.14
5382,4.94,7.15,21.39
5383,5.5,4.52,21.72
5384,4.1,7.18,20.9
5385,5.74,3.81,20.74
5386,6.44,3.78,20.09
5387,4.48,3.42,16.5
5388,9.98,3.39,24.82
5389,4.13,6.6,19.84
5390,4.29,3.99,20.54
5391,4.22,4.65,20.84
5392,4.88,5.13,19.62
5393,5.56,4.42,18.63
5394,5.76,3.66,20.73
5395,4.53,3.35,16.99
5396,5.39,4.5,19.55
5397,4.9,3.48,22.93
5398,4.47,4.6,18.17
5399,5.83,3.42,22.16
5400,5.37,3.25,20.8
5401,4.77,4.73,20.76
5402,6.38,4.41,22.28
5403,4.18,5.47,20.07
5404,5.3,3.72,20.17
5405,4.64,7.59,21.6
5406,4.49,3.73,17.98
5407,6.2,7.93,27.84
5408,4.56,3.44,16.58
5409,4.19,3.75,16.95
5410,4.63,3.27,16.65
5411,5.18,4.89,18.67
5412,4.29,5.37,19.98
5413,4.11,4.86,20.77
5414,5.18,3.22,19.4
5415,4.45,5.34,23.84
5416,5.81,3.99,25.44
5417,5.17,4.5,20.45
5418,4.71,3.31,19.79
5419,4.29,3.34,16.34
5420,4.83,4.57,20.49
5421,4.11,4.0,17.15
5422,4.21,6.11,21.37
5423,4.66,4.81,22.08
5424,4.43,4.12,17.14
5425,4.81,4.07,26.02
5426,4.25,4.09,18.83
5427,4.2,3.63,18.01
5428,5.18,3.37,20.55
5429,5.76,3.97,18.76
5430,4.56,5.16,22.85
5431,5.4,4.55,22.21
5432,5.29,4.34,18.28
5433,4.14,5.34,22.16
5434,6.25,4.5,20.2
5435,4.17,4.09,17.37
5436,6.62,4.16,21.24
5437,4.89,3.98,19.35
5438,4.8,5.22,21.91
5439,4.16,4.01,21.93
5440,5.23,3.6,19.46
5441,4.17,7.0,21.59
5442,4.85,3.24,18.72
5443,4.24,3.22,16.83
5444,5.44,5.26,21.49
5445,4.53,5.56,19.46
5446,4.37,4.63,18.18
5447,5.67,3.91,21.83
5448,4.13,4.06,17.17
5449,6.41,6.66,21.75
5450,5.51,4.25,23.36
5451,4.69,7.33,24.81
5452,5.44,5.14,21.14
5453,4.51,3.55,17.71
5454,5.87,4.37,20.79
5455,5.15,3.31,18.41
5456,5.69,3.72,18.54
5457,5.1,3.43,19.24
5458,4.92,3.41,17.32
5459,4.49,4.42,19.21
5460,4.75,5.41,19.47
5461,5.67,4.92,19.88
5462,5.61,3.32,18.28
5463,5.01,3.66,18.86
5464,4.17,3.48,19.42
5465,6.49,4.62,24.91
5466,5.94,5.22,19.76
5467,4.91,3.95,17.94
5468,4.49,4.62,18.43
5469,4.28,3.73,16.54
5470,4.43,3.47,16.68
5471,4.36,4.4,20.76
5472,4.99,3.54,17.2
5473,4.3,3.4,20.12
5474,4.2,4.03,17.62
5475,8.3,3.92,20.84
5476,5.08,3.55,18.06
5477,4.93,3.6,17.08
5478,5.37,3.49,17.46
5479,4.8,4.88,26.0
5480,4.26,3.92,19.2
5481,4.68,4.8,27.87
5482,4.74,3.64,20.24
5483,4.26,3.73,16.77
5484,4.17,4.64,20.21
5485,4.1,3.55,17.43
5486,4.76,4.48,17.89
5487,4.86,5.14,19.26
5488,4.51,3.86,17.31
5489,5.53,3.56,17.66
5490,5.0,9.1,22.83
5491,4.63,3.77,20.78
5492,4.14,3.5,17.69
5493,4.46,4.37,17.38
5494,4.58,6.92,20.12
5495,6.92,5.83,21.35
5496,4.66,3.5,18.7
5497,4.14,4.52,20.65
5498,4.13,3.87,16.6
5499,6.32,5.09,22.12
5500,4.22,3.35,18.22
5501,6.05,3.97,19.19
5502,4.39,3.25,19.7
5503,4.38,4.56,17.92
5504,5.18,8.07,23.27
5505,5.08,3.76,19.85
5506,4.46,5.86,20.75
5507,6.41,3.25,21.02
5508,5.42,5.67,20.06
5509,4.27,3.27,17.29
5510,5.23,3.46,21.14
5511,4.87,4.39,18.01
5512,4.18,3.21,22.67
5513,4.52,3.71,19.47
5514,6.37,5.22,23.21
5515,4.83,3.28,17.5
5516,5.31,4.61,19.05
5517,4.21,3.34,19.43
5518,5.09,3.67,17.75
5519,6.45,3.55,20.99
5520,5.84,3.21,18.11
5521,4.17,3.69,24.0
5522,5.45,5.41,25.49
5523,5.05,4.81,23.29
5524,4.59,3.8,18.19
5525,6.96,4.04,21.81
5526,4.7,4.29,18.21
5527,4.12,4.39,17.89
5528,4.99,5.48,19.35
5529,5.11,3.27,18.98
5530,5.08,7.21,21.1
5531,4.68,3.53,17.64
5532,6.8,4.04,22.19
5533,6.4,4.41,19.82
5534,4.36,3.75,18.28
5535,4.71,4.36,21.91
5536,5.16,3.39,18.43
5537,4.89,3.69,17.9
5538,4.97,3.29,17.23
5539,5.3,3.24,18.46
5540,4.99,6.59,21.22
5541,4.32,3.43,20.22
5542,4.41,5.22,20.44
5543,4.71,3.66,17.5
5544,7.77,4.42,25.12
5545,5.33,3.54,18.14
5546,4.51,6.29,23.16
5547,5.23,3.53,19.99
5548,6.23,3.97,18.96
5549,4.41,6.41,19.63
5550,6.08,4.11,18.93
5551,4.64,4.0,17.44
5552,4.14,3.43,17.54
5553,4.74,4.26,17.89
5554,5.07,4.93,18.95
5555,4.12,4.03,17.84
5556,5.95,3.34,20.08
5557,5.16,4.21,18.69
5558,4.82,3.21,16.67
5559,4.47,3.84,20.34
5560,5.18,5.95,20.08
5561,4.62,3.35,17.41
5562,5.18,4.82,19.61
5563,4.3,4.56,18.81
5564,6.07,3.8,19.18
5565,5.18,5.12,18.88
5566,4.33,4.21,17.82
5567,4.5,4.26,17.28
5568,4.67,4.13,17.31
5569,5.07,6.26,20.32
5570,4.97,3.49,19.52
5571,4.43,3.63,18.16
5572,4.19,3.52,17.93
5573,4.26,3.44,20.5
5574,5.52,3.25,17.82
5575,4.66,3.5,19.04
5576,4.21,3.32,17.75
5577,5.42,7.6,21.94
5578,4.26,5.74,19.21
5579,5.76,9.22,28.08
5580,4.64,5.91,20.23
5581,5.91,5.14,20.68
5582,5.06,4.16,18.51
5583,5.81,3.99,23.5
5584,6.08,4.77,20.69
5585,4.59,4.08,22.57
5586,4.32,5.42,18.9
5587,5.78,4.42,20.6
5588,4.49,4.33,18.24
5589,4.44,4.42,17.46
5590,4.45,3.62,19.65
5591,4.44,3.8,17.55
5592,4.16,3.79,18.71
5593,4.86,3.96,17.78
5594,4.61,3.87,17.28
5595,4.55,3.48,16.59
5596,6.09,3.78,18.45
5597,6.81,8.48,25.58
5598,6.2,3.61,19.16
5599,4.65,5.36,20.04
5600,4.16,4.76,21.69
5601,4.87,3.87,18.0
5602,5.0,3.38,17.92
5603,4.21,3.99,17.39
5604,4.31,6.08,24.18
5605,5.48,6.16,21.36
5606,4.36,3.42,17.74
5607,4.47,5.88,21.97
5608,4.21,8.07,21.39
5609,4.29,7.43,23.4
5610,6.38,5.12,20.99
5611,4.6,5.2,19.79
5612,4.7,4.72,22.81
5613,6.42,3.8,19.03
5614,4.37,3.39,17.26
5615,4.78,4.24,22.48
5616,4.87,3.46,19.42
5617,5.81,3.3,18.23
5618,4.88,4.79,18.4
5619,4.82,4.64,19.12
5620,6.18,7.79,28.67
5621,4.21,3.76,20.23
5622,5.09,3.74,17.94
5623,4.2,4.19,17.87
5624,4.69,4.91,19.99
5625,4.25,9.03,28.06
5626,4.17,3.67,16.85
5627,4.2,7.45,24.38
5628,5.01,4.98,19.34
5629,4.68,5.64,19.14
5630,4.68,5.65,20.18
5631,4.82,3.84,18.77
5632,4.16,5.74,20.03
5633,8.04,3.55,20.89
5634,4.11,4.83,18.15
5635,5.04,4.46,18.52
5636,4.12,3.21,16.73
5637,4.23,4.83,19.61
5638,5.35,4.28,18.38
5639,4.14,3.33,16.35
5640,4.62,5.25,19.74
5641,5.35,3.7,21.09
5642,4.73,5.13,21.23
5643,4.19,3.23,18.44
5644,4.81,4.74,20.44
5645,6.29,4.12,22.42
5646,4.11,6.72,25.11
5647,4.21,5.18,19.13
5648,4.71,3.64,17.84
5649,4.79,4.0,18.32
5650,4.65,5.19,22.86
5651,4.14,4.01,18.38
5652,4.24,3.37,18.42
5653,4.49,3.53,19.93
5654,4.63,6.58,19.73
5655,6.73,5.34,27.82
5656,5.07,3.82,17.71
5657,4.94,3.38,23.7
5658,4.3,3.87,16.84
5659,4.72,6.53,23.34
5660,4.69,3.7,17.47
5661,4.9,3.47,17.05
5662,4.36,5.24,19.44
5663,5.07,5.51,19.98
5664,4.76,3.44,17.03
5665,4.88,3.22,17.95
5666,4.59,3.58,18.89
5667,4.2,3.37,19.09
5668,4.91,4.95,18.96
5669,4.22,9.01,24.03
5670,4.55,3.56,20.04
5671,4.32,3.8,17.1
5672,4.8,3.28,18.66
5673,4.92,3.45,17.07
5674,4.98,6.03,20.96
5675,4.74,4.97,18.35
5676,4.32,3.65,18.23
5677,4.29,6.08,21.77
5678,4.4,6.0,19.16
5679,4.59,3.21,20.07
5680,4.67,5.11,18.55
5681,4.66,3.54,23.1
5682,4.26,3.9,17.84
5683,4.59,3.34,17.44
5684,4.16,4.02,17.33
5685,5.84,4.91,21.0
5686,5.04,3.43,19.05
5687,4.51,5.97,19.28
5688,5.35,3.96,20.14
5689,5.38,3.5,17.87
5690,5.71,3.63,19.57
5691,4.86,3.54,17.2
5692,4.62,3.92,17.17
5693,5.19,3.31,19.31
5694,5.17,3.63,18.84
5695,4.13,4.05,17.31
5696,5.2,3.41,17.56
5697,4.28,6.37,21.09
5698,5.08,5.44,22.43
5699,4.53,4.94,19.64
5700,4.61,4.65,21.09
5701,4.18,4.36,21.43
5702,4.63,3.41,19.48
5703,4.44,4.53,17.58
5704,4.76,5.06,23.77
5705,6.87,3.35,20.52
5706,5.61,3.64,18.74
5707,4.63,3.4,17.35
5708,4.62,3.21,18.37
5709,4.59,3.37,18.3
5710,4.28,3.27,16.48
5711,4.14,3.52,18.45
5712,5.12,3.35,17.04
5713,4.57,4.22,18.68
5714,4.44,4.33,17.33
5715,4.3,3.44,16.57
5716,4.15,3.91,16.73
5717,5.77,4.02,18.77
5718,4.16,4.72,17.73
5719,7.42,3.56,20.41
5720,5.04,4.97,20.71
5721,7.26,4.36,21.62
5722,4.13,4.21,17.37
5723,4.51,5.31,18.59
5724,5.1,3.35,25.65
5725,5.98,3.22,19.12
5726,4.97,3.74,17.85
5727,4.41,3.89,20.47
5728,4.91,4.3,18.07
5729,4.13,3.6,16.64
5730,4.31,4.11,17.97
5731,4.86,3.74,17.15
5732,5.02,3.6,18.8
5733,4.83,4.08,18.22
5734,4.28,3.73,18.24
5735,5.69,4.66,20.74
5736,5.24,3.58,18.28
5737,4.58,3.67,17.52
5738,5.93,3.3,19.38
5739,4.68,5.94,19.67
5740,5.2,3.52,19.73
5741,4.53,4.04,19.51
5742,4.69,4.03,21.71
5743,4.92,3.31,18.14
5744,4.31,4.97,20.19
5745,4.23,4.21,17.46
5746,5.0,4.03,21.96
5747,4.98,3.39,17.49
5748,7.09,3.2,19.7
5749,4.99,3.95,17.8
5750,5.22,3.85,17.88
5751,7.35,3.86,19.85
5752,5.04,4.43,18.11
5753,4.22,4.24,17.49
5754,4.17,3.36,29.4
5755,5.89,3.69,19.83
5756,4.57,3.6,21.74
5757,5.23,3.53,19.08
5758,5.24,5.06,19.21
5759,6.38,3.2,22.35
5760,4.96,4.03,19.42
5761,6.2,4.18,24.43
5762,4.7,5.03,21.07
5763,4.16,5.16,19.45
5764,4.13,5.34,24.39
5765,4.84,5.07,20.21
5766,6.9,4.94,21.32
5767,5.05,3.96,19.01
5768,5.31,3.42,20.29
5769,4.13,4.87,18.83
5770,5.16,5.79,22.94
5771,4.68,3.65,22.05
5772,4.54,3.58,17.07
5773,5.33,3.26,17.16
5774,4.84,3.86,17.42
5775,4.17,4.75,18.28
5776,4.29,5.24,24.58
5777,4.35,3.5,20.65
5778,5.11,6.44,23.07
5779,4.97,8.81,22.77
5780,4.76,3.83,19.12
5781,5.15,8.34,22.05
5782,4.12,5.15,18.23
5783,4.33,3.59,18.02
5784,4.37,4.46,17.73
5785,4.23,4.98,19.76
5786,4.17,3.48,18.89
5787,4.31,6.37,22.21
5788,4.14,5.49,20.12
5789,4.75,3.98,17.37
5790,4.11,4.41,17.19
5791,4.22,4.16,17.14
5792,4.99,3.82,19.01
5793,4.93,7.48,26.91
5794,4.59,4.51,18.93
5795,4.65,4.06,21.34
5796,5.46,3.43,17.4
5797,4.16,4.16,18.07
5798,4.22,4.61,19.77
5799,5.07,7.53,22.18
5800,4.5,3.28,21.11
5801,6.07,3.69,19.37
5802,4.92,4.43,17.91
5803,4.95,3.6,17.58
5804,4.16,5.9,19.31
5805,4.29,3.31,18.07
5806,4.49,3.95,19.54
5807,4.83,3.31,17.88
5808,4.37,3.26,18.72
5809,4.13,13.55,33.1
5810,4.23,5.13,18.78
5811,4.57,9.11,22.6
5812,4.3,3.97,16.81
5813,4.13,3.29,21.61
5814,5.85,3.37,25.58
5815,6.19,5.07,21.73
5816,4.42,3.38,16.53
5817,4.21,4.56,18.89
5818,4.78,4.91,18.49
5819,4.4,3.41,17.28
5820,4.7,3.73,17.41
5821,4.44,3.41,16.99
5822,4.36,4.71,17.59
5823,5.78,5.47,21.93
5824,4.45,3.62,16.75
5825,4.16,4.34,21.41
5826,4.74,5.05,19.65
5827,5.98,3.29,29.73
5828,4.24,3.53,22.82
5829,4.18,3.39,16.56
5830,4.43,4.51,20.95
5831,4.14,3.78,16.81
5832,4.62,4.04,21.39
5833,4.52,3.6,21.37
5834,4.72,3.55,18.23
5835,4.37,5.92,19.84
5836,4.48,4.01,17.74
5837,4.46,4.12,17.85
5838,5.89,3.79,18.26
5839,4.44,4.46,23.62
5840,4.94,6.11,20.01
5841,4.22,3.77,18.34
5842,4.38,3.56,17.02
5843,6.42,3.72,21.77
5844,4.8,3.3,16.92
5845,6.2,3.69,18.56
5846,9.23,5.08,24.63
5847,4.1,6.77,19.8
5848,6.14,5.42,20.97
5849,4.21,4.01,18.47
5850,5.97,3.29,18.72
5851,4.52,3.28,16.56
5852,6.68,4.15,19.65
5853,4.19,5.42,18.53
5854,6.99,3.65,19.47
5855,5.2,4.34,18.35
5856,4.13,3.94,17.38
5857,5.48,4.65,19.15
5858,4.39,3.62,17.46
5859,5.69,5.57,21.69
5860,4.29,3.59,18.69
5861,6.2,3.52,19.29
5862,4.42,3.64,16.84
5863,4.5,3.27,17.06
5864,4.62,4.02,17.83
5865,4.32,3.86,16.75
5866,6.54,3.26,21.8
5867,4.45,3.36,16.61
5868,5.19,3.37,19.99
5869,4.11,4.06,17.05
5870,4.45,4.04,17.62
5871,5.51,4.78,22.8
5872,4.61,3.63,19.96
5873,5.75,7.45,22.32
5874,6.1,4.98,19.82
5875,5.96,4.01,19.43
5876,5.4,3.44,18.87
5877,4.84,3.42,19.67
5878,4.4,4.65,21.08
5879,5.25,4.07,18.26
5880,4.24,3.36,16.65
5881,4.15,3.23,15.93
5882,5.26,3.65,18.86
5883,4.97,4.18,18.6
5884,4.5,3.51,20.87
5885,5.93,4.9,22.47
5886,4.2,3.88,18.7
5887,4.51,5.74,19.34
5888,5.67,3.21,21.43
5889,4.11,4.3,17.1
5890,4.45,5.23,21.07
5891,4.58,3.49,18.25
5892,4.11,4.84,19.83
5893,5.05,3.44,18.82
5894,5.9,4.35,22.88
5895,4.28,3.55,18.01
5896,4.31,7.46,21.2
5897,4.4,4.99,18.96
5898,4.47,6.62,19.71
5899,5.6,3.86,19.29
5900,5.36,3.36,17.42
5901,5.74,4.48,19.62
5902,4.96,4.73,20.95
5903,4.13,3.86,20.1
5904,4.42,7.93,21.12
5905,4.73,3.52,17.69
5906,5.54,3.48,23.4
5907,5.31,3.52,21.27
5908,4.32,3.42,17.16
5909,4.38,5.63,19.97
5910,5.36,3.79,18.69
5911,5.28,4.04,19.05
5912,4.31,3.26,16.36
5913,4.36,3.33,21.13
5914,4.6,3.4,20.78
5915,4.72,3.44,16.97
5916,5.18,3.29,18.04
5917,6.5,3.32,18.89
5918,4.84,3.35,18.15
5919,4.19,3.66,19.39
5920,7.36,3.86,34.35
5921,4.47,4.12,17.45
5922,4.67,3.98,17.56
5923,4.95,3.34,18.76
5924,4.22,8.55,24.81
5925,4.81,3.5,19.74
5926,5.33,7.86,21.82
5927,4.16,4.45,17.57
5928,4.84,3.31,19.1
5929,4.77,3.76,19.24
5930,5.5,3.99,20.13
5931,5.06,3.88,18.73
5932,5.03,3.94,18.24
5933,4.84,4.46,22.78
5934,4.95,3.88,17.8
5935,4.28,5.19,20.51
5936,4.6,3.96,17.81
5937,6.07,3.31,20.1
5938,5.73,3.29,17.98
5939,4.84,3.91,17.8
5940,4.19,3.74,19.47
5941,5.81,6.98,29.08
5942,4.45,3.91,20.96
5943,5.07,4.84,21.66
5944,4.67,5.8,19.13
5945,5.48,3.99,19.7
5946,4.35,5.42,21.35
5947,4.45,3.53,17.85
5948,4.22,7.06,20.26
5949,4.29,3.67,22.17
5950,4.21,4.31,18.91
5951,5.56,4.29,20.63
5952,5.28,3.58,19.94
5953,4.45,3.31,16.83
5954,4.42,3.64,19.3
5955,5.5,3.53,19.2
5956,5.34,6.74,22.13
5957,4.92,3.56,17.21
5958,5.45,3.33,17.57
5959,4.19,3.34,18.71
5960,5.45,5.15,20.68
5961,4.83,3.47,16.96
5962,4.63,4.08,17.55
5963,4.13,5.63,19.95
5964,5.74,3.91,18.51
5965,4.39,3.29,22.44
5966,4.26,3.58,17.63
5967,4.91,3.75,17.49
5968,4.31,7.7,22.3
5969,4.41,3.54,17.77
5970,6.33,4.08,19.11
5971,4.17,4.86,21.3
5972,4.58,3.64,19.35
5973,4.22,3.61,23.6
5974,5.11,5.42,20.5
5975,4.61,3.47,20.99
5976,4.27,5.19,21.71
5977,5.72,7.86,36.48
5978,4.3,4.51,17.73
5979,4.39,3.42,18.28
5980,4.29,3.64,16.68
5981,4.37,3.39,22.43
5982,5.15,3.58,24.58
5983,5.08,5.29,25.41
5984,5.86,3.68,19.87
5985,4.33,5.29,18.53
5986,4.19,5.6,19.92
5987,4.33,6.74,24.45
5988,4.3,4.43,18.32
5989,4.56,3.32,18.86
5990,4.3,4.58,17.52
5991,5.45,4.06,18.28
5992,5.18,3.54,17.35
5993,7.48,4.89,22.45
5994,5.54,3.43,18.25
5995,4.31,4.13,16.98
5996,6.92,3.4,22.8
5997,5.59,3.29,18.83
5998,4.71,5.39,24.85
5999,4.21,3.49,18.19
6000,4.48,4.2,19.52
6001,5.09,3.39,17.57
6002,4.91,4.8,18.26
6003,4.43,4.09,18.69
6004,5.63,4.94,19.15
6005,6.23,4.45,19.74
6006,5.13,4.05,21.42
6007,4.2,3.86,19.01
6008,4.43,5.67,26.8
6009,5.99,4.87,21.67
6010,6.21,5.87,27.95
6011,5.26,5.97,19.95
6012,5.57,4.32,21.98
6013,4.26,3.91,19.16
6014,4.53,5.7,19.09
6015,5.06,3.79,19.1
6016,4.48,7.5,21.53
6017,4.34,5.4,19.89
6018,4.77,3.38,17.99
6019,4.32,4.28,19.01
6020,4.54,3.36,18.33
6021,4.28,5.45,19.78
6022,4.37,3.21,16.46
6023,4.47,5.44,18.66
6024,4.51,3.58,23.16
6025,4.83,4.02,17.52
6026,4.94,5.02,19.66
6027,4.57,3.65,23.25
6028,4.8,4.91,18.84
6029,4.86,3.91,18.93
6030,4.29,3.78,19.9
6031,4.51,4.47,18.07
6032,4.76,3.78,18.9
6033,4.22,4.63,18.36
6034,5.77,3.35,25.79
6035,4.17,8.53,22.01
6036,5.78,3.5,18.62
6037,5.13,4.72,21.47
6038,4.29,5.84,19.07
6039,4.69,5.93,19.14
6040,4.1,4.0,16.72
6041,4.45,5.75,20.74
6042,4.92,6.01,23.92
6043,4.93,4.04,17.49
6044,5.68,3.26,18.9
6045,4.61,3.55,19.53
6046,5.03,4.9,20.48
6047,6.27,5.5,21.02
6048,5.26,4.94,18.99
6049,4.14,5.73,19.72
6050,5.37,5.19,19.1
6051,4.33,5.52,27.63
6052,4.27,5.98,23.08
6053,5.49,3.67,21.72
6054,4.45,3.65,18.16
6055,4.7,4.42,20.45
6056,4.71,3.54,20.09
6057,4.25,3.82,17.27
6058,4.7,3.51,17.45
6059,4.79,3.28,18.52
6060,5.62,5.71,20.35
6061,5.19,4.83,20.39
6062,4.13,3.36,18.31
6063,5.11,3.88,20.11
6064,5.01,4.09,20.45
6065,5.01,3.81,24.17
6066,5.4,4.01,22.19
6067,4.46,3.54,18.29
6068,4.6,3.62,20.7
6069,4.77,3.86,18.17
6070,5.19,4.59,21.78
6071,5.12,6.98,21.64
6072,4.32,3.86,17.02
6073,4.53,5.12,19.62
6074,5.67,4.09,18.31
6075,5.1,3.58,20.76
6076,4.37,9.41,22.81
6077,4.73,4.52,20.28
