hour,zone_temp_C,zone_rh_pct,co2_ppm,occupancy_frac,hvac_power_kw,hvac_power_kw_na,lighting_kw,pmv,ppd_pct,ashrae55_ok,outdoor_temp_C,peak_demand_kw
4546,23.57,44.6,991.0,1.0,175.5,133.91,10.99,0.415,93.4,1,27.96,186.49
4547,22.49,43.7,1036.0,1.0,147.28,112.38,10.65,-0.059,95.0,1,25.89,157.94
4548,21.76,36.8,1005.0,1.0,117.0,89.27,10.31,0.131,94.6,1,23.95,127.31
4549,20.51,40.5,1027.0,1.0,147.28,112.38,10.5,-0.123,95.1,1,22.27,157.79
4550,20.07,41.4,923.0,1.0,175.5,133.91,10.51,-0.031,95.0,1,20.97,186.01
4551,19.25,41.1,990.0,1.0,199.73,152.4,10.88,-0.491,95.2,1,20.13,210.61
4552,19.04,45.3,1044.0,1.0,218.32,166.58,10.72,-0.688,94.9,1,19.82,229.04
4553,18.0,41.7,968.0,1.0,230.01,175.5,10.88,-0.685,94.9,1,20.05,240.9
4554,17.19,44.4,992.0,1.0,234.0,178.54,10.02,-0.504,95.2,1,20.81,244.02
4555,19.15,49.5,425.0,0.02,176.93,135.0,0.97,-0.514,95.2,1,22.05,177.91
4556,18.77,49.6,400.0,0.17,167.94,128.14,0.68,-0.689,94.9,1,23.68,168.63
4557,19.53,55.1,423.0,0.2,153.64,117.23,0.93,-0.46,95.2,1,25.6,154.57
4558,19.52,56.2,400.0,0.25,135.0,103.01,0.79,-0.234,95.2,1,27.67,135.79
4559,20.47,57.0,400.0,0.15,113.29,86.44,0.7,0.012,94.9,1,29.76,114.0
4560,22.12,58.4,420.0,0.05,90.0,68.67,0.07,-0.005,94.9,1,31.71,90.07
4561,22.31,59.1,400.0,0.11,113.29,86.44,0.14,0.27,94.1,1,33.4,113.44
4562,23.95,59.9,400.0,0.23,135.0,103.0,0.21,0.258,94.1,1,34.72,135.21
4563,23.91,58.1,427.0,0.09,153.64,117.23,0.49,0.363,93.7,1,35.57,154.13
4564,23.61,60.2,400.0,0.26,167.94,128.14,0.77,0.533,92.9,1,35.9,168.72
4565,24.46,61.2,404.0,0.04,176.93,135.0,0.24,0.245,94.2,1,35.69,177.17
4566,25.18,51.8,429.0,0.13,180.0,137.34,0.98,0.877,90.6,0,34.94,180.98
4567,24.34,55.4,403.0,0.21,176.93,135.0,0.66,0.498,93.0,1,33.71,177.6
4568,24.25,51.0,1008.0,1.0,218.32,166.58,10.74,0.415,93.4,1,32.09,229.06
4569,24.15,50.0,1046.0,1.0,199.73,152.4,10.9,0.403,93.5,1,30.19,210.63
4570,21.65,44.2,1069.0,1.0,175.5,133.91,10.51,0.478,93.1,1,28.14,186.01
4571,22.44,42.9,1004.0,1.0,147.28,112.38,10.15,0.213,94.3,1,26.07,157.43
4572,21.99,44.1,987.0,1.0,117.0,89.27,10.43,0.127,94.6,1,24.13,127.43
4573,20.15,40.4,1025.0,1.0,147.28,112.38,10.53,-0.112,95.1,1,22.45,157.81
4574,20.33,41.7,977.0,1.0,175.5,133.91,10.97,-0.466,95.2,1,21.14,186.47
4575,19.18,39.1,1039.0,1.0,199.73,152.4,10.07,-0.873,94.4,0,20.31,209.8
4576,17.86,40.7,984.0,1.0,218.32,166.58,10.33,-0.267,95.3,1,19.99,228.65
4577,18.79,43.6,987.0,1.0,230.01,175.5,10.75,-0.281,95.3,1,20.22,240.76
4578,18.29,45.4,969.0,1.0,234.0,178.54,10.71,-0.74,94.8,0,20.98,244.71
4579,18.35,48.6,400.0,0.0,176.93,135.0,0.84,-0.746,94.8,0,22.22,177.77
4580,19.01,48.8,435.0,0.16,167.94,128.14,0.96,-0.667,95.0,1,23.86,168.9
4581,18.69,52.1,410.0,0.24,153.64,117.23,0.56,-0.482,95.2,1,25.77,154.2
4582,20.16,56.5,400.0,0.23,135.0,103.01,0.85,-0.441,95.3,1,27.84,135.85
4583,20.04,59.6,462.0,0.13,113.29,86.44,0.96,-0.114,95.1,1,29.93,114.26
4584,22.03,56.7,404.0,0.13,90.0,68.67,0.13,0.022,94.8,1,31.88,90.13
4585,22.61,61.9,400.0,0.2,113.29,86.44,0.59,0.127,94.6,1,33.58,113.88
4586,23.53,58.5,400.0,0.28,135.0,103.0,0.45,0.132,94.5,1,34.89,135.45
4587,23.61,60.2,400.0,0.22,153.64,117.23,0.77,0.158,94.5,1,35.75,154.41
4588,23.64,59.5,400.0,0.15,167.94,128.14,0.2,0.123,94.6,1,36.07,168.14
4589,23.79,56.4,400.0,0.27,176.93,135.0,0.86,0.353,93.7,1,35.86,177.79
4590,23.86,55.0,400.0,0.3,180.0,137.34,0.45,0.611,92.4,1,35.11,180.45
4591,24.06,49.5,400.0,0.22,176.93,135.0,0.37,0.143,94.5,1,33.89,177.3
4592,23.5,51.9,1021.0,1.0,218.32,166.58,10.72,0.403,93.5,1,32.27,229.04
4593,23.52,47.3,999.0,1.0,199.73,152.4,10.33,0.126,94.6,1,30.36,210.06
4594,22.33,45.3,1054.0,1.0,175.5,133.91,10.89,-0.027,94.9,1,28.31,186.39
4595,21.7,42.1,1019.0,1.0,147.28,112.38,10.88,0.306,93.9,1,26.24,158.16
4596,21.04,43.0,979.0,1.0,117.0,89.27,10.03,0.23,94.2,1,24.3,127.03
4597,20.06,40.8,1014.0,1.0,147.28,112.38,10.18,-0.045,95.0,1,22.62,157.47
4598,19.55,37.7,1005.0,1.0,175.5,133.91,10.74,-0.504,95.2,1,21.32,186.24
4599,19.39,40.0,1042.0,1.0,199.73,152.4,10.54,-0.202,95.2,1,20.48,210.27
4600,18.17,39.0,1025.0,1.0,218.32,166.58,10.08,-0.3,95.3,1,20.16,228.41
4601,17.71,42.6,1002.0,1.0,230.01,175.5,10.41,-0.098,95.1,1,20.4,240.42
4602,18.12,46.0,1052.0,1.0,234.0,178.54,10.04,-0.622,95.1,1,21.16,244.04
4603,17.74,47.3,417.0,0.26,176.93,135.0,0.26,-0.423,95.3,1,22.39,177.19
4604,19.27,50.4,418.0,0.04,167.94,128.14,0.18,-0.626,95.0,1,24.03,168.12
4605,18.73,54.2,445.0,0.2,153.64,117.23,0.83,-0.748,94.8,0,25.95,154.47
4606,19.72,52.9,426.0,0.2,135.0,103.01,0.86,-0.631,95.0,1,28.02,135.86
4607,20.64,55.9,406.0,0.17,113.29,86.44,0.83,-0.132,95.1,1,30.1,114.12
4608,20.55,54.8,400.0,0.27,90.0,68.67,0.03,-0.162,95.2,1,32.05,90.03
4609,21.54,58.8,400.0,0.16,113.29,86.44,0.75,0.22,94.3,1,33.75,114.04
4610,22.36,58.8,400.0,0.05,135.0,103.0,0.61,0.366,93.7,1,35.07,135.61
4611,23.69,61.1,400.0,0.2,153.64,117.23,0.69,0.344,93.8,1,35.92,154.33
4612,24.69,59.8,400.0,0.13,167.94,128.14,0.05,0.11,94.6,1,36.25,167.99
4613,24.99,60.4,401.0,0.3,176.93,135.0,0.21,0.273,94.1,1,36.03,177.14
4614,24.8,54.4,431.0,0.24,180.0,137.34,0.21,0.534,92.8,1,35.28,180.21
4615,23.44,53.8,400.0,0.04,176.93,135.0,0.16,0.537,92.8,1,34.06,177.1
4616,23.32,52.0,953.0,1.0,218.32,166.58,10.57,0.49,93.1,1,32.44,228.9
4617,23.97,52.5,961.0,1.0,199.73,152.4,10.33,0.514,93.0,1,30.54,210.07
4618,23.41,46.3,970.0,1.0,175.5,133.91,10.46,0.189,94.4,1,28.48,185.96
4619,22.32,43.2,966.0,1.0,147.28,112.38,10.72,0.159,94.5,1,26.41,158.0
4620,21.55,41.8,1001.0,1.0,117.0,89.27,10.54,0.099,94.6,1,24.47,127.54
4621,20.15,41.4,1046.0,1.0,147.28,112.38,10.46,0.052,94.8,1,22.79,157.74
4622,20.49,42.8,1018.0,1.0,175.5,133.91,10.91,-0.265,95.3,1,21.49,186.41
4623,18.65,39.4,1021.0,1.0,199.73,152.4,10.64,-0.376,95.3,1,20.65,210.37
4624,17.73,39.7,1007.0,1.0,218.32,166.58,10.69,-0.384,95.3,1,20.34,229.01
4625,18.63,47.8,963.0,1.0,230.01,175.5,10.18,-0.486,95.2,1,20.57,240.19
4626,17.83,42.3,1067.0,1.0,234.0,178.54,10.6,-0.567,95.1,1,21.33,244.6
4627,17.57,48.7,400.0,0.09,176.93,135.0,0.52,-0.622,95.1,1,22.57,177.45
4628,18.96,50.4,423.0,0.09,167.94,128.14,0.94,-0.789,94.7,0,24.2,168.89
4629,18.08,52.8,400.0,0.08,153.64,117.23,0.74,-0.259,95.3,1,26.12,154.38
4630,19.84,52.1,400.0,0.2,135.0,103.01,0.84,-0.17,95.2,1,28.19,135.84
4631,20.1,62.1,400.0,0.27,113.29,86.44,0.66,-0.089,95.1,1,30.27,113.95
4632,21.9,58.8,400.0,0.11,90.0,68.67,0.33,0.07,94.7,1,32.23,90.33
4633,22.1,58.5,400.0,0.29,113.29,86.44,0.66,0.084,94.7,1,33.92,113.96
4634,23.13,57.3,406.0,0.05,135.0,103.0,0.97,0.612,92.4,1,35.24,135.97
4635,22.67,55.7,437.0,0.26,153.64,117.23,0.32,0.518,92.9,1,36.09,153.96
4636,22.84,60.3,463.0,0.11,167.94,128.14,0.17,0.809,91.1,0,36.42,168.11
4637,23.8,55.7,449.0,0.05,176.93,135.0,0.31,0.339,93.8,1,36.2,177.25
4638,24.39,54.9,438.0,0.2,180.0,137.34,0.78,0.477,93.1,1,35.46,180.78
4639,24.01,51.8,451.0,0.08,176.93,135.0,0.09,0.46,93.2,1,34.23,177.02
4640,24.25,51.5,1055.0,1.0,218.32,166.58,10.93,0.711,91.8,0,32.61,229.25
4641,23.46,48.6,972.0,1.0,199.73,152.4,10.71,-0.072,95.0,1,30.71,210.45
4642,22.04,46.9,1008.0,1.0,175.5,133.91,10.61,0.361,93.7,1,28.65,186.11
4643,22.07,44.9,962.0,1.0,147.28,112.38,10.18,0.161,94.5,1,26.58,157.46
4644,21.14,40.2,1016.0,1.0,117.0,89.27,10.54,0.209,94.3,1,24.64,127.54
4645,20.91,37.8,993.0,1.0,147.28,112.38,10.02,-0.241,95.2,1,22.96,157.3
4646,19.09,39.7,995.0,1.0,175.5,133.91,10.57,-0.597,95.1,1,21.66,186.07
4647,18.6,41.3,992.0,1.0,199.73,152.4,10.3,0.025,94.8,1,20.82,210.03
4648,18.65,41.3,925.0,1.0,218.32,166.58,10.54,-0.435,95.3,1,20.51,228.86
4649,18.85,38.9,943.0,1.0,230.01,175.5,10.36,-0.292,95.3,1,20.74,240.38
4650,17.94,44.7,1026.0,1.0,234.0,178.54,10.44,-0.561,95.1,1,21.5,244.44
4651,18.43,45.0,400.0,0.16,176.93,135.0,0.56,-0.255,95.3,1,22.74,177.49
4652,18.45,49.6,431.0,0.2,167.94,128.14,0.95,-0.278,95.3,1,24.37,168.9
4653,18.88,54.1,400.0,0.18,153.64,117.23,0.98,-0.109,95.1,1,26.29,154.62
4654,20.1,49.6,400.0,0.01,135.0,103.01,0.61,-0.316,95.3,1,28.36,135.61
4655,20.3,59.7,400.0,0.03,113.29,86.44,0.14,0.142,94.5,1,30.44,113.43
4656,20.8,56.3,400.0,0.21,90.0,68.67,0.05,0.106,94.6,1,32.4,90.05
4657,21.54,61.5,400.0,0.04,113.29,86.44,0.99,-0.233,95.2,1,34.09,114.29
4658,22.36,61.7,400.0,0.09,135.0,103.0,0.63,0.523,92.9,1,35.41,135.63
4659,22.78,59.2,408.0,0.13,153.64,117.23,0.6,0.47,93.2,1,36.26,154.24
4660,23.48,59.8,410.0,0.13,167.94,128.14,0.04,0.374,93.6,1,36.59,167.98
4661,23.93,56.0,407.0,0.02,176.93,135.0,0.94,0.457,93.2,1,36.37,177.87
4662,24.14,52.0,427.0,0.14,180.0,137.34,0.16,0.3,94.0,1,35.63,180.16
4663,23.4,55.3,430.0,0.13,176.93,135.0,0.54,0.513,93.0,1,34.4,177.47
4664,23.38,49.1,400.0,0.08,167.94,128.14,0.3,0.545,92.8,1,32.78,168.24
4665,22.92,51.5,400.0,0.16,153.64,117.23,0.38,0.377,93.6,1,30.88,154.02
4666,22.1,47.2,400.0,0.22,135.0,103.0,0.33,0.297,94.0,1,28.82,135.33
4667,21.46,41.6,403.0,0.3,113.29,86.44,0.26,0.021,94.8,1,26.75,113.56
4668,21.42,42.8,400.0,0.29,90.0,68.67,0.26,-0.183,95.2,1,24.81,90.26
4669,20.88,41.5,419.0,0.21,113.29,86.44,0.08,-0.122,95.1,1,23.13,113.38
4670,19.31,43.5,400.0,0.07,135.0,103.0,0.02,-0.197,95.2,1,21.83,135.02
4671,18.49,39.3,447.0,0.25,153.64,117.23,0.4,-0.435,95.3,1,20.99,154.04
4672,18.32,40.6,424.0,0.1,167.94,128.14,0.08,-0.338,95.3,1,20.68,168.02
4673,18.1,43.5,400.0,0.06,176.93,135.0,0.35,-0.309,95.3,1,20.91,177.28
4674,18.3,44.6,400.0,0.1,180.0,137.34,0.24,-0.304,95.3,1,21.67,180.24
4675,17.85,44.2,400.0,0.02,176.93,135.0,0.5,-0.58,95.1,1,22.91,177.43
4676,18.08,51.6,434.0,0.12,167.94,128.14,0.63,-0.765,94.7,0,24.54,168.57
4677,20.05,55.3,400.0,0.24,153.64,117.23,0.39,-0.266,95.3,1,26.46,154.03
4678,18.79,54.9,400.0,0.0,135.0,103.01,0.46,-0.307,95.3,1,28.53,135.46
4679,20.61,54.2,400.0,0.0,113.29,86.44,0.99,-0.124,95.1,1,30.62,114.28
4680,21.68,58.2,400.0,0.05,90.0,68.67,0.44,-0.096,95.1,1,32.57,90.44
4681,21.58,57.7,432.0,0.06,113.29,86.44,0.42,0.457,93.2,1,34.26,113.71
4682,22.65,59.5,419.0,0.19,135.0,103.0,0.57,0.167,94.4,1,35.58,135.57
4683,22.2,60.1,427.0,0.05,153.64,117.23,0.03,0.729,91.7,0,36.43,153.67
4684,23.53,60.2,442.0,0.12,167.94,128.14,0.49,0.589,92.5,1,36.76,168.43
4685,24.39,60.2,400.0,0.19,176.93,135.0,0.04,0.694,91.9,1,36.55,176.97
4686,23.97,56.7,400.0,0.07,180.0,137.34,0.28,0.474,93.2,1,35.8,180.28
4687,23.82,50.9,400.0,0.05,176.93,135.0,0.78,0.317,93.9,1,34.57,177.71
4688,24.37,51.8,448.0,0.27,167.94,128.14,0.21,0.574,92.6,1,32.95,168.15
4689,23.43,47.3,400.0,0.07,153.64,117.23,0.49,0.423,93.4,1,31.05,154.13
4690,22.75,45.1,400.0,0.27,135.0,103.0,0.69,0.15,94.5,1,29.0,135.69
4691,21.27,43.2,400.0,0.28,113.29,86.44,0.98,0.272,94.1,1,26.93,114.27
4692,19.67,41.9,427.0,0.28,90.0,68.67,0.64,0.118,94.6,1,24.99,90.64
4693,20.3,42.5,416.0,0.14,113.29,86.44,0.88,-0.473,95.2,1,23.31,114.18
4694,19.39,41.0,400.0,0.22,135.0,103.0,0.2,-0.126,95.1,1,22.0,135.2
4695,19.14,37.9,400.0,0.07,153.64,117.23,0.08,-0.16,95.2,1,21.17,153.72
4696,18.34,38.1,410.0,0.02,167.94,128.14,0.49,-0.737,94.8,0,20.85,168.43
4697,18.0,43.9,417.0,0.16,176.93,135.0,0.57,-0.092,95.1,1,21.08,177.5
4698,17.88,45.7,407.0,0.03,180.0,137.34,0.32,-0.219,95.2,1,21.84,180.32
4699,17.41,49.5,400.0,0.23,176.93,135.0,0.72,-0.826,94.6,0,23.08,177.65
4700,17.34,49.3,400.0,0.15,167.94,128.14,0.55,-0.505,95.2,1,24.72,168.49
4701,18.29,52.7,400.0,0.02,153.64,117.23,0.59,-0.532,95.2,1,26.63,154.23
4702,18.8,55.5,431.0,0.22,135.0,103.01,0.9,-0.487,95.2,1,28.7,135.9
4703,20.05,53.6,400.0,0.15,113.29,86.44,0.17,-0.066,95.0,1,30.79,113.46
4704,20.03,55.2,400.0,0.14,90.0,68.67,0.33,0.03,94.8,1,32.74,90.33
4705,21.38,61.0,468.0,0.17,113.29,86.44,0.76,-0.052,95.0,1,34.44,114.05
4706,23.31,60.7,400.0,0.24,135.0,103.0,0.5,0.091,94.7,1,35.75,135.5
4707,22.92,62.5,400.0,0.04,153.64,117.23,0.89,0.356,93.7,1,36.6,154.53
4708,23.46,62.6,400.0,0.03,167.94,128.14,0.16,0.515,92.9,1,36.93,168.1
4709,23.74,56.8,400.0,0.05,176.93,135.0,0.46,0.318,93.9,1,36.72,177.39
4710,23.93,54.7,422.0,0.09,180.0,137.34,0.77,0.514,93.0,1,35.97,180.77
4711,23.46,50.3,400.0,0.23,176.93,135.0,0.63,0.594,92.5,1,34.75,177.56
4712,23.34,51.5,1005.0,1.0,218.32,166.58,10.15,0.616,92.4,1,33.13,228.47
4713,22.67,43.8,983.0,1.0,199.73,152.4,10.7,0.413,93.5,1,31.22,210.43
4714,21.57,43.5,976.0,1.0,175.5,133.91,10.55,0.282,94.0,1,29.17,186.05
4715,22.17,43.9,948.0,1.0,147.28,112.38,10.97,0.082,94.7,1,27.1,158.25
4716,20.37,40.3,999.0,1.0,117.0,89.27,10.63,-0.082,95.1,1,25.16,127.63
4717,20.83,40.4,949.0,1.0,147.28,112.38,10.32,-0.094,95.1,1,23.48,157.6
4718,18.92,39.6,992.0,1.0,175.5,133.91,10.54,-0.231,95.2,1,22.17,186.04
4719,18.0,38.0,1010.0,1.0,199.73,152.4,10.13,-0.271,95.3,1,21.34,209.86
4720,19.16,37.0,932.0,1.0,218.32,166.58,10.75,-0.586,95.1,1,21.02,229.07
4721,17.15,44.0,1021.0,1.0,230.01,175.5,10.86,-0.355,95.3,1,21.25,240.87
4722,16.65,44.2,941.0,1.0,234.0,178.54,10.59,-0.804,94.6,0,22.01,244.59
4723,17.16,47.6,454.0,0.25,176.93,135.0,0.57,-0.346,95.3,1,23.25,177.5
4724,18.11,49.4,400.0,0.22,167.94,128.14,0.11,-0.475,95.2,1,24.89,168.05
4725,17.99,52.0,400.0,0.11,153.64,117.23,0.18,-0.58,95.1,1,26.8,153.82
4726,18.99,54.9,406.0,0.23,135.0,103.01,0.96,-0.475,95.2,1,28.87,135.96
4727,18.98,56.3,400.0,0.08,113.29,86.44,0.4,-0.02,94.9,1,30.96,113.69
4728,21.31,57.7,400.0,0.1,90.0,68.67,0.78,0.025,94.8,1,32.91,90.78
4729,21.75,57.5,434.0,0.27,113.29,86.44,0.89,0.171,94.4,1,34.61,114.19
4730,21.63,65.0,400.0,0.07,135.0,103.0,0.09,0.212,94.3,1,35.92,135.09
4731,21.72,61.8,402.0,0.26,153.64,117.23,0.89,0.272,94.1,1,36.78,154.53
4732,22.9,61.9,400.0,0.07,167.94,128.14,0.17,0.457,93.2,1,37.1,168.11
4733,23.97,59.9,400.0,0.27,176.93,135.0,0.77,0.476,93.2,1,36.89,177.7
4734,24.28,54.8,400.0,0.07,180.0,137.34,0.27,0.347,93.8,1,36.14,180.27
4735,23.52,52.7,422.0,0.09,176.93,135.0,0.85,0.147,94.5,1,34.92,177.78
4736,23.08,50.5,1015.0,1.0,218.32,166.58,10.46,0.293,94.0,1,33.3,228.78
4737,22.57,47.1,999.0,1.0,199.73,152.4,10.46,0.384,93.6,1,31.39,210.2
4738,22.38,47.2,1031.0,1.0,175.5,133.91,10.58,0.415,93.4,1,29.34,186.08
4739,21.94,41.6,998.0,1.0,147.28,112.38,10.85,-0.27,95.3,1,27.27,158.13
4740,20.65,39.5,1034.0,1.0,117.0,89.27,10.3,-0.101,95.1,1,25.33,127.3
4741,19.76,37.9,1044.0,1.0,147.28,112.38,10.98,-0.087,95.1,1,23.65,158.26
4742,19.61,39.4,1032.0,1.0,175.5,133.91,10.83,-0.226,95.2,1,22.35,186.33
4743,19.34,39.3,1012.0,1.0,199.73,152.4,10.39,-0.343,95.3,1,21.51,210.12
4744,17.97,39.9,970.0,1.0,218.32,166.58,10.03,-0.539,95.2,1,21.19,228.35
4745,17.85,42.8,1013.0,1.0,230.01,175.5,10.18,-0.639,95.0,1,21.43,240.19
4746,17.33,42.3,986.0,1.0,234.0,178.54,10.56,-0.411,95.3,1,22.19,244.56
4747,17.84,48.4,422.0,0.14,176.93,135.0,0.83,-0.438,95.3,1,23.42,177.76
4748,17.63,47.3,448.0,0.13,167.94,128.14,0.94,-0.449,95.3,1,25.06,168.89
4749,19.28,49.8,400.0,0.15,153.64,117.23,0.38,0.046,94.8,1,26.98,154.02
4750,19.63,53.3,400.0,0.05,135.0,103.01,0.04,-0.007,94.9,1,29.05,135.04
4751,20.78,56.5,421.0,0.09,113.29,86.44,0.71,-0.031,95.0,1,31.13,114.0
4752,20.4,60.1,400.0,0.14,90.0,68.67,0.31,0.185,94.4,1,33.08,90.31
4753,22.49,59.4,446.0,0.3,113.29,86.44,0.59,0.259,94.1,1,34.78,113.89
4754,22.3,56.8,402.0,0.12,135.0,103.0,0.4,0.195,94.3,1,36.1,135.4
4755,22.73,60.7,400.0,0.02,153.64,117.23,0.63,0.131,94.6,1,36.95,154.27
4756,23.89,59.8,403.0,0.08,167.94,128.14,0.25,0.626,92.3,1,37.28,168.19
4757,23.05,56.2,409.0,0.28,176.93,135.0,0.16,0.48,93.1,1,37.06,177.09
4758,23.68,55.7,400.0,0.25,180.0,137.34,0.17,0.68,92.0,1,36.31,180.17
4759,23.48,55.9,400.0,0.19,176.93,135.0,0.92,0.647,92.2,1,35.09,177.85
4760,23.46,48.7,1033.0,1.0,218.32,166.58,10.87,0.133,94.5,1,33.47,229.19
4761,22.55,49.8,980.0,1.0,199.73,152.4,10.85,0.479,93.1,1,31.57,210.58
4762,21.88,47.9,999.0,1.0,175.5,133.91,10.61,0.597,92.5,1,29.51,186.11
4763,21.23,43.6,993.0,1.0,147.28,112.38,10.41,0.094,94.7,1,27.44,157.69
4764,20.49,39.1,979.0,1.0,117.0,89.27,10.22,0.07,94.7,1,25.5,127.22
4765,19.9,43.1,995.0,1.0,147.28,112.38,10.65,0.079,94.7,1,23.82,157.93
4766,19.78,41.8,969.0,1.0,175.5,133.91,10.32,-0.543,95.2,1,22.52,185.82
4767,17.43,41.3,956.0,1.0,199.73,152.4,10.6,-0.761,94.8,0,21.68,210.33
4768,18.41,41.0,1006.0,1.0,218.32,166.58,10.36,-0.464,95.2,1,21.37,228.68
4769,17.49,44.9,1048.0,1.0,230.01,175.5,10.01,-0.796,94.7,0,21.6,240.03
4770,17.53,42.9,1022.0,1.0,234.0,178.54,10.62,-0.231,95.2,1,22.36,244.62
4771,17.17,48.7,423.0,0.11,176.93,135.0,0.99,-0.311,95.3,1,23.6,177.92
4772,18.04,48.9,432.0,0.29,167.94,128.14,0.47,-0.173,95.2,1,25.23,168.42
4773,18.29,48.8,406.0,0.21,153.64,117.23,0.15,-0.362,95.3,1,27.15,153.79
4774,18.99,52.6,401.0,0.16,135.0,103.01,0.75,-0.026,94.9,1,29.22,135.75
4775,20.12,57.5,400.0,0.13,113.29,86.44,0.5,-0.111,95.1,1,31.3,113.8
4776,20.92,58.9,424.0,0.21,90.0,68.67,0.71,0.08,94.7,1,33.26,90.71
4777,22.08,60.4,408.0,0.27,113.29,86.44,0.88,0.558,92.7,1,34.95,114.17
4778,21.8,59.3,400.0,0.07,135.0,103.0,0.28,-0.001,94.9,1,36.27,135.28
4779,23.05,60.2,400.0,0.22,153.64,117.23,0.26,0.701,91.9,0,37.12,153.9
4780,23.5,60.1,400.0,0.07,167.94,128.14,0.47,0.058,94.8,1,37.45,168.41
4781,23.52,62.1,416.0,0.23,176.93,135.0,0.09,0.48,93.1,1,37.23,177.02
4782,24.42,54.6,446.0,0.22,180.0,137.34,0.1,0.612,92.4,1,36.48,180.1
4783,23.15,55.1,400.0,0.21,176.93,135.0,0.51,0.385,93.6,1,35.26,177.44
4784,23.24,51.8,1031.0,1.0,218.32,166.58,10.4,0.491,93.1,1,33.64,228.72
4785,22.84,48.1,1036.0,1.0,199.73,152.4,10.4,0.427,93.4,1,31.74,210.13
4786,21.47,42.8,965.0,1.0,175.5,133.91,10.64,0.374,93.6,1,29.68,186.14
4787,21.97,46.1,938.0,1.0,147.28,112.38,10.93,0.09,94.7,1,27.61,158.21
4788,20.5,42.1,1002.0,1.0,117.0,89.27,10.94,-0.136,95.1,1,25.67,127.94
4789,20.0,39.3,995.0,1.0,147.28,112.38,10.4,-0.092,95.1,1,23.99,157.68
4790,19.84,38.2,993.0,1.0,175.5,133.91,10.65,-0.314,95.3,1,22.69,186.15
4791,18.53,40.8,1034.0,1.0,199.73,152.4,10.4,-0.348,95.3,1,21.85,210.13
4792,17.97,39.2,989.0,1.0,218.32,166.58,10.74,-0.495,95.2,1,21.54,229.07
4793,17.68,41.5,1073.0,1.0,230.01,175.5,10.5,-0.443,95.3,1,21.77,240.52
4794,17.03,43.4,954.0,1.0,234.0,178.54,10.13,-0.621,95.1,1,22.53,244.13
4795,17.45,47.1,400.0,0.17,176.93,135.0,0.55,-0.578,95.1,1,23.77,177.48
4796,17.86,50.7,400.0,0.0,167.94,128.14,0.99,-0.655,95.0,1,25.4,168.93
4797,18.45,51.5,400.0,0.25,153.64,117.23,0.27,-0.322,95.3,1,27.32,153.91
4798,19.71,54.2,443.0,0.1,135.0,103.01,0.77,-0.43,95.3,1,29.39,135.77
4799,20.21,56.9,400.0,0.17,113.29,86.44,0.29,-0.067,95.0,1,31.47,113.58
4800,20.22,56.9,400.0,0.25,90.0,68.67,0.73,0.204,94.3,1,33.43,90.73
4801,21.28,58.4,400.0,0.02,113.29,86.44,0.47,0.443,93.3,1,35.12,113.77
4802,22.71,59.1,400.0,0.09,135.0,103.0,0.71,0.228,94.2,1,36.44,135.71
4803,21.77,60.3,405.0,0.29,153.64,117.23,0.83,0.908,90.4,0,37.29,154.47
4804,22.99,62.1,400.0,0.03,167.94,128.14,0.02,0.556,92.7,1,37.62,167.96
4805,22.74,54.9,400.0,0.11,176.93,135.0,0.64,0.509,93.0,1,37.4,177.58
4806,24.72,55.9,400.0,0.27,180.0,137.34,0.07,0.888,90.6,0,36.65,180.07
4807,23.78,52.6,443.0,0.04,176.93,135.0,0.95,0.306,93.9,1,35.43,177.88
4808,22.84,50.1,1027.0,1.0,218.32,166.58,10.52,0.43,93.4,1,33.81,228.84
4809,22.59,46.9,986.0,1.0,199.73,152.4,10.29,0.294,94.0,1,31.91,210.02
4810,21.57,47.7,1002.0,1.0,175.5,133.91,10.67,-0.008,94.9,1,29.85,186.17
4811,22.25,38.4,1015.0,1.0,147.28,112.38,10.68,0.328,93.8,1,27.78,157.96
4812,19.33,39.3,1027.0,1.0,117.0,89.27,10.46,0.059,94.8,1,25.84,127.46
4813,19.86,42.7,1046.0,1.0,147.28,112.38,10.9,0.004,94.9,1,24.16,158.18
4814,18.93,42.3,1008.0,1.0,175.5,133.91,10.96,-0.12,95.1,1,22.86,186.46
4815,17.83,43.7,965.0,1.0,199.73,152.4,10.46,-0.692,94.9,1,22.02,210.19
4816,17.74,41.7,954.0,1.0,218.32,166.58,10.71,-0.194,95.2,1,21.71,229.04
4817,16.75,43.6,1018.0,1.0,230.01,175.5,10.01,-0.633,95.0,1,21.94,240.02
4818,18.24,40.9,957.0,1.0,234.0,178.54,10.31,-0.304,95.3,1,22.7,244.31
4819,17.57,47.0,424.0,0.17,176.93,135.0,0.84,-0.733,94.8,0,23.94,177.77
4820,18.31,50.6,400.0,0.15,167.94,128.14,0.12,-0.36,95.3,1,25.57,168.07
4821,18.08,51.2,400.0,0.14,153.64,117.23,0.03,-0.479,95.2,1,27.49,153.67
4822,19.61,54.4,415.0,0.29,135.0,103.01,0.68,-0.204,95.2,1,29.56,135.68
4823,19.68,59.2,400.0,0.23,113.29,86.44,0.37,-0.16,95.2,1,31.64,113.67
4824,20.97,61.3,414.0,0.17,90.0,68.67,0.89,0.058,94.8,1,33.59,90.89
