hour,month,hour_of_day,occupied,T_outdoor_C,T_zone1_RB_C,PMV_zone1_RB,T_zone1_NA_C,PMV_zone1_NA,kWh_m2_RB,kWh_m2_NA
5143,8,7,0,34.83,19.17,-0.338,19.16,-0.28,0.024,0.0174
5144,8,8,1,34.53,24.83,0.36,25.06,0.289,0.024,0.0174
5145,8,9,1,34.05,22.29,-0.006,21.97,-0.031,0.024,0.0174
5146,8,10,1,33.43,20.54,-0.251,20.95,-0.064,0.024,0.0174
5147,8,11,1,32.7,24.37,0.181,24.52,0.204,0.024,0.0174
5148,8,12,1,31.93,21.68,-0.032,21.86,-0.045,0.024,0.0174
5149,8,13,1,31.15,24.22,0.211,24.73,0.276,0.024,0.0174
5150,8,14,1,30.43,20.24,-0.151,20.11,-0.178,0.024,0.0174
5151,8,15,1,29.81,21.74,-0.049,21.66,-0.043,0.024,0.0174
5152,8,16,1,29.33,23.13,0.11,22.54,0.065,0.024,0.0174
5153,8,17,1,29.03,21.64,-0.058,21.5,-0.064,0.024,0.0174
5154,8,18,1,28.93,22.51,-0.054,22.55,0.074,0.024,0.0174
5155,8,19,0,29.03,22.07,-0.053,22.64,0.038,0.024,0.0174
5156,8,20,0,29.33,22.2,-0.078,22.32,0.007,0.024,0.0174
5157,8,21,0,29.81,23.39,0.207,23.1,0.097,0.024,0.0174
5158,8,22,0,30.43,21.15,-0.005,21.33,-0.054,0.024,0.0174
5159,8,23,0,31.15,24.39,0.193,24.89,0.318,0.024,0.0174
5160,8,0,0,31.93,20.21,-0.182,20.34,-0.128,0.024,0.0174
5161,8,1,0,32.7,24.26,0.241,24.43,0.258,0.024,0.0174
5162,8,2,0,33.43,22.59,0.131,22.57,0.104,0.024,0.0174
5163,8,3,0,34.05,22.29,0.033,22.36,-0.012,0.024,0.0174
5164,8,4,0,34.53,22.0,-0.038,22.48,0.111,0.024,0.0174
5165,8,5,0,34.83,24.26,0.254,24.38,0.21,0.024,0.0174
5166,8,6,0,34.93,22.1,-0.021,22.53,0.085,0.024,0.0174
5167,8,7,0,34.83,20.43,-0.061,20.07,-0.193,0.024,0.0174
5168,8,8,0,34.53,21.69,0.032,22.1,0.038,0.024,0.0174
5169,8,9,0,34.05,21.65,-0.02,21.56,-0.023,0.024,0.0174
5170,8,10,0,33.43,21.74,-0.013,21.79,0.017,0.024,0.0174
5171,8,11,0,32.7,23.63,0.152,23.18,0.09,0.024,0.0174
5172,8,12,0,31.93,23.35,0.14,23.63,0.155,0.024,0.0174
5173,8,13,0,31.15,22.6,0.028,22.67,0.03,0.024,0.0174
5174,8,14,0,30.43,19.42,-0.233,19.8,-0.209,0.024,0.0174
5175,8,15,0,29.81,24.4,0.153,24.02,0.214,0.024,0.0174
5176,8,16,0,29.33,22.94,0.112,22.42,0.03,0.024,0.0174
5177,8,17,0,29.03,21.29,-0.193,21.19,-0.099,0.024,0.0174
5178,8,18,0,28.93,21.44,-0.064,21.61,-0.02,0.024,0.0174
5179,8,19,0,29.03,18.68,-0.305,18.42,-0.367,0.024,0.0174
5180,8,20,0,29.33,23.77,0.213,23.23,0.104,0.024,0.0174
5181,8,21,0,29.81,21.4,-0.002,21.69,0.0,0.024,0.0174
5182,8,22,0,30.43,25.56,0.316,25.94,0.398,0.024,0.0174
5183,8,23,0,31.15,21.96,0.051,22.57,0.051,0.024,0.0174
5184,8,0,0,31.93,23.82,0.194,23.45,0.117,0.024,0.0174
5185,8,1,0,32.7,19.97,-0.158,20.2,-0.166,0.024,0.0174
5186,8,2,0,33.43,22.23,-0.036,21.85,-0.045,0.024,0.0174
5187,8,3,0,34.05,22.15,0.068,22.47,-0.002,0.024,0.0174
5188,8,4,0,34.53,21.46,-0.181,21.24,-0.059,0.024,0.0174
5189,8,5,0,34.83,22.13,0.08,22.1,0.012,0.024,0.0174
5190,8,6,0,34.93,21.85,0.038,22.03,0.011,0.024,0.0174
5191,8,7,0,34.83,23.53,0.149,23.49,0.152,0.024,0.0174
5192,8,8,0,34.53,21.37,0.006,21.2,-0.02,0.024,0.0174
5193,8,9,0,34.05,24.89,0.218,24.49,0.213,0.024,0.0174
5194,8,10,0,33.43,22.7,0.041,21.86,0.028,0.024,0.0174
5195,8,11,0,32.7,23.97,0.176,23.82,0.199,0.024,0.0174
5196,8,12,0,31.93,23.9,0.179,23.74,0.157,0.024,0.0174
5197,8,13,0,31.15,20.5,-0.164,20.44,-0.194,0.024,0.0174
5198,8,14,0,30.43,23.47,0.182,23.61,0.138,0.024,0.0174
5199,8,15,0,29.81,19.52,-0.281,19.66,-0.26,0.024,0.0174
5200,8,16,0,29.33,20.61,-0.06,20.53,-0.162,0.024,0.0174
5201,8,17,0,29.03,20.87,-0.105,21.06,-0.157,0.024,0.0174
5202,8,18,0,28.93,23.49,0.019,24.13,0.176,0.024,0.0174
5203,8,19,0,29.03,18.23,-0.328,18.2,-0.376,0.024,0.0174
5204,8,20,0,29.33,24.59,0.344,24.84,0.319,0.024,0.0174
5205,8,21,0,29.81,21.9,-0.054,21.92,-0.015,0.024,0.0174
5206,8,22,0,30.43,22.59,0.126,22.57,0.047,0.024,0.0174
5207,8,23,0,31.15,21.1,-0.057,20.84,-0.158,0.024,0.0174
5208,8,0,0,31.93,22.2,0.034,22.6,0.057,0.024,0.0174
5209,8,1,0,32.7,22.45,0.002,22.14,0.008,0.024,0.0174
5210,8,2,0,33.43,22.91,0.095,23.19,0.16,0.024,0.0174
5211,8,3,0,34.05,24.91,0.352,25.15,0.285,0.024,0.0174
5212,8,4,0,34.53,20.78,-0.189,20.93,-0.116,0.024,0.0174
5213,8,5,0,34.83,23.66,0.153,24.08,0.189,0.024,0.0174
5214,8,6,0,34.93,22.98,0.089,22.66,0.066,0.024,0.0174
5215,8,7,0,34.83,22.46,0.004,22.48,0.027,0.024,0.0174
5216,8,8,1,34.53,21.38,-0.045,20.89,-0.084,0.024,0.0174
5217,8,9,1,34.05,23.69,0.129,23.62,0.184,0.024,0.0174
5218,8,10,1,33.43,23.46,0.233,23.52,0.152,0.024,0.0174
5219,8,11,1,32.7,22.11,-0.067,21.99,0.019,0.024,0.0174
5220,8,12,1,31.93,22.34,0.126,22.49,0.038,0.024,0.0174
5221,8,13,1,31.15,18.99,-0.292,19.14,-0.308,0.024,0.0174
5222,8,14,1,30.43,23.1,0.062,23.33,0.124,0.024,0.0174
5223,8,15,1,29.81,24.72,0.275,24.5,0.171,0.024,0.0174
5224,8,16,1,29.33,20.28,-0.111,20.32,-0.208,0.024,0.0174
5225,8,17,1,29.03,22.61,0.109,22.5,0.013,0.024,0.0174
5226,8,18,1,28.93,23.15,0.126,22.95,0.097,0.024,0.0174
5227,8,19,0,29.03,22.12,0.014,22.27,0.023,0.024,0.0174
5228,8,20,0,29.33,21.97,0.008,21.99,-0.031,0.024,0.0174
5229,8,21,0,29.81,21.98,-0.004,21.66,-0.052,0.024,0.0174
5230,8,22,0,30.43,23.66,0.119,23.86,0.186,0.024,0.0174
5231,8,23,0,31.15,23.46,0.109,23.41,0.108,0.024,0.0174
5232,8,0,0,31.93,23.78,0.168,24.05,0.228,0.024,0.0174
5233,8,1,0,32.7,18.05,-0.403,18.45,-0.351,0.024,0.0174
5234,8,2,0,33.43,22.02,-0.051,22.44,0.088,0.024,0.0174
5235,8,3,0,34.05,23.09,0.093,23.28,0.089,0.024,0.0174
5236,8,4,0,34.53,23.9,0.258,23.99,0.193,0.024,0.0174
5237,8,5,0,34.83,21.87,0.083,22.29,0.029,0.024,0.0174
5238,8,6,0,34.93,21.37,-0.076,21.61,-0.021,0.024,0.0174
5239,8,7,0,34.83,22.11,-0.024,22.58,0.072,0.024,0.0174
5240,8,8,1,34.53,21.77,-0.044,21.68,-0.01,0.024,0.0174
5241,8,9,1,34.05,23.88,0.182,24.04,0.209,0.024,0.0174
5242,8,10,1,33.43,23.85,0.05,24.13,0.204,0.024,0.0174
5243,8,11,1,32.7,22.16,0.013,22.36,0.058,0.024,0.0174
5244,8,12,1,31.93,20.88,-0.067,20.96,-0.148,0.024,0.0174
5245,8,13,1,31.15,26.27,0.427,26.63,0.438,0.024,0.0174
5246,8,14,1,30.43,22.24,0.046,22.26,0.071,0.024,0.0174
5247,8,15,1,29.81,21.79,-0.086,21.95,-0.017,0.024,0.0174
5248,8,16,1,29.33,23.07,0.069,23.27,0.114,0.024,0.0174
5249,8,17,1,29.03,24.69,0.28,25.04,0.237,0.024,0.0174
5250,8,18,1,28.93,26.27,0.411,26.26,0.41,0.024,0.0174
5251,8,19,0,29.03,23.06,0.154,23.18,0.09,0.024,0.0174
5252,8,20,0,29.33,22.03,0.014,22.64,0.059,0.024,0.0174
5253,8,21,0,29.81,21.09,-0.04,21.24,-0.05,0.024,0.0174
5254,8,22,0,30.43,22.11,0.095,22.22,0.054,0.024,0.0174
5255,8,23,0,31.15,21.32,-0.053,20.56,-0.12,0.024,0.0174
5256,8,0,0,31.93,20.87,-0.127,20.86,-0.111,0.024,0.0174
5257,8,1,0,32.7,21.68,-0.024,22.07,-0.019,0.024,0.0174
5258,8,2,0,33.43,23.88,0.252,23.5,0.179,0.024,0.0174
5259,8,3,0,34.05,24.58,0.234,24.54,0.256,0.024,0.0174
5260,8,4,0,34.53,22.37,0.01,22.18,0.007,0.024,0.0174
5261,8,5,0,34.83,20.74,-0.128,20.95,-0.114,0.024,0.0174
5262,8,6,0,34.93,20.83,-0.02,20.49,-0.17,0.024,0.0174
5263,8,7,0,34.83,23.42,0.003,23.46,0.2,0.024,0.0174
5264,8,8,1,34.53,23.53,0.151,23.3,0.095,0.024,0.0174
5265,8,9,1,34.05,25.24,0.298,24.97,0.275,0.024,0.0174
5266,8,10,1,33.43,22.62,0.152,23.03,0.091,0.024,0.0174
5267,8,11,1,32.7,23.07,0.058,23.09,0.182,0.024,0.0174
5268,8,12,1,31.93,24.54,0.334,24.6,0.296,0.024,0.0174
5269,8,13,1,31.15,22.62,0.138,22.72,0.044,0.024,0.0174
5270,8,14,1,30.43,25.01,0.377,24.94,0.294,0.024,0.0174
5271,8,15,1,29.81,23.01,0.074,23.0,0.092,0.024,0.0174
5272,8,16,1,29.33,24.57,0.195,23.87,0.166,0.024,0.0174
5273,8,17,1,29.03,20.88,-0.049,21.34,-0.049,0.024,0.0174
5274,8,18,1,28.93,21.54,-0.125,21.94,0.059,0.024,0.0174
5275,8,19,0,29.03,21.47,-0.074,21.39,-0.093,0.024,0.0174
5276,8,20,0,29.33,25.39,0.4,25.62,0.326,0.024,0.0174
5277,8,21,0,29.81,22.77,0.091,22.93,0.058,0.024,0.0174
5278,8,22,0,30.43,24.11,0.164,24.15,0.159,0.024,0.0174
5279,8,23,0,31.15,23.41,0.09,24.15,0.22,0.024,0.0174
5280,8,0,0,31.93,24.17,0.193,23.78,0.153,0.024,0.0174
5281,8,1,0,32.7,23.98,0.206,24.37,0.212,0.024,0.0174
5282,8,2,0,33.43,21.84,-0.065,21.65,-0.038,0.024,0.0174
5283,8,3,0,34.05,23.36,0.136,23.51,0.153,0.024,0.0174
5284,8,4,0,34.53,22.38,0.046,21.99,-0.019,0.024,0.0174
5285,8,5,0,34.83,20.48,-0.183,20.59,-0.134,0.024,0.0174
5286,8,6,0,34.93,23.77,0.182,23.49,0.094,0.024,0.0174
5287,8,7,0,34.83,24.8,0.254,24.39,0.279,0.024,0.0174
5288,8,8,1,34.53,22.15,0.05,21.79,-0.0,0.024,0.0174
5289,8,9,1,34.05,21.55,-0.067,21.39,-0.067,0.024,0.0174
5290,8,10,1,33.43,19.66,-0.145,19.61,-0.266,0.024,0.0174
5291,8,11,1,32.7,21.62,-0.007,21.27,-0.037,0.024,0.0174
5292,8,12,1,31.93,24.27,0.252,23.9,0.233,0.024,0.0174
5293,8,13,1,31.15,23.26,0.103,23.41,0.147,0.024,0.0174
5294,8,14,1,30.43,24.35,0.173,24.45,0.232,0.024,0.0174
5295,8,15,1,29.81,24.31,0.237,24.41,0.225,0.024,0.0174
5296,8,16,1,29.33,24.28,0.291,24.78,0.321,0.024,0.0174
5297,8,17,1,29.03,21.96,-0.012,21.81,-0.018,0.024,0.0174
5298,8,18,1,28.93,24.65,0.292,25.0,0.257,0.024,0.0174
5299,8,19,0,29.03,19.97,-0.159,20.04,-0.198,0.024,0.0174
5300,8,20,0,29.33,25.37,0.277,25.05,0.285,0.024,0.0174
5301,8,21,0,29.81,21.45,-0.076,21.6,-0.086,0.024,0.0174
5302,8,22,0,30.43,23.84,0.13,23.31,0.082,0.024,0.0174
5303,8,23,0,31.15,22.81,0.177,22.87,0.114,0.024,0.0174
5304,8,0,0,31.93,24.66,0.217,24.75,0.279,0.024,0.0174
5305,8,1,0,32.7,23.39,0.115,23.6,0.175,0.024,0.0174
5306,8,2,0,33.43,21.1,-0.146,20.79,-0.121,0.024,0.0174
5307,8,3,0,34.05,20.73,-0.082,20.61,-0.17,0.024,0.0174
5308,8,4,0,34.53,21.74,-0.013,21.77,-0.038,0.024,0.0174
5309,8,5,0,34.83,23.68,0.225,23.86,0.183,0.024,0.0174
5310,8,6,0,34.93,21.73,-0.012,21.53,-0.059,0.024,0.0174
5311,8,7,0,34.83,21.65,-0.07,21.51,-0.043,0.024,0.0174
5312,8,8,1,34.53,20.38,-0.128,20.47,-0.17,0.024,0.0174
5313,8,9,1,34.05,25.38,0.26,25.39,0.33,0.024,0.0174
5314,8,10,1,33.43,22.59,0.047,22.73,0.043,0.024,0.0174
5315,8,11,1,32.7,20.86,-0.142,20.66,-0.168,0.024,0.0174
5316,8,12,1,31.93,21.4,0.022,21.6,-0.017,0.024,0.0174
5317,8,13,1,31.15,24.46,0.288,24.75,0.265,0.024,0.0174
5318,8,14,1,30.43,22.71,0.06,22.59,0.061,0.024,0.0174
5319,8,15,1,29.81,23.57,0.149,23.7,0.171,0.024,0.0174
5320,8,16,1,29.33,23.15,0.039,23.35,0.103,0.024,0.0174
5321,8,17,1,29.03,24.16,0.195,24.14,0.206,0.024,0.0174
5322,8,18,1,28.93,22.1,-0.045,22.27,0.028,0.024,0.0174
5323,8,19,0,29.03,22.87,0.098,22.99,0.114,0.024,0.0174
5324,8,20,0,29.33,21.64,0.087,21.36,-0.073,0.024,0.0174
5325,8,21,0,29.81,22.22,0.102,22.43,0.026,0.024,0.0174
5326,8,22,0,30.43,21.0,-0.02,20.63,-0.168,0.024,0.0174
5327,8,23,0,31.15,22.46,-0.027,22.17,0.008,0.024,0.0174
5328,8,0,0,31.93,21.09,0.01,20.89,-0.099,0.024,0.0174
5329,8,1,0,32.7,23.9,0.185,24.14,0.201,0.024,0.0174
5330,8,2,0,33.43,22.87,0.059,22.92,0.096,0.024,0.0174
5331,8,3,0,34.05,21.44,-0.073,21.39,-0.099,0.024,0.0174
5332,8,4,0,34.53,18.97,-0.212,18.69,-0.34,0.024,0.0174
5333,8,5,0,34.83,23.66,0.116,23.03,0.062,0.024,0.0174
5334,8,6,0,34.93,22.2,0.043,22.92,0.143,0.024,0.0174
5335,8,7,0,34.83,22.12,0.115,22.53,0.049,0.024,0.0174
5336,8,8,0,34.53,21.69,-0.046,21.3,-0.068,0.024,0.0174
5337,8,9,0,34.05,25.55,0.358,25.16,0.261,0.024,0.0174
5338,8,10,0,33.43,21.86,0.012,21.95,0.013,0.024,0.0174
5339,8,11,0,32.7,23.1,0.112,23.27,0.096,0.024,0.0174
5340,8,12,0,31.93,19.72,-0.234,19.56,-0.207,0.024,0.0174
5341,8,13,0,31.15,22.35,0.054,22.29,0.021,0.024,0.0174
5342,8,14,0,30.43,23.72,0.281,24.31,0.234,0.024,0.0174
5343,8,15,0,29.81,23.01,0.093,23.48,0.168,0.024,0.0174
5344,8,16,0,29.33,20.8,-0.062,20.7,-0.151,0.024,0.0174
5345,8,17,0,29.03,22.31,0.131,21.84,0.021,0.024,0.0174
5346,8,18,0,28.93,22.78,0.098,22.93,0.135,0.024,0.0174
5347,8,19,0,29.03,21.72,0.026,21.94,0.031,0.024,0.0174
5348,8,20,0,29.33,19.11,-0.34,18.93,-0.302,0.024,0.0174
5349,8,21,0,29.81,19.48,-0.144,18.86,-0.295,0.024,0.0174
5350,8,22,0,30.43,22.68,0.075,22.79,0.109,0.024,0.0174
5351,8,23,0,31.15,21.55,-0.033,21.61,-0.071,0.024,0.0174
5352,8,0,0,31.93,24.42,0.292,24.28,0.232,0.024,0.0174
5353,8,1,0,32.7,24.95,0.241,24.64,0.237,0.024,0.0174
5354,8,2,0,33.43,22.7,0.15,23.16,0.047,0.024,0.0174
5355,8,3,0,34.05,22.87,0.127,21.91,0.025,0.024,0.0174
5356,8,4,0,34.53,22.44,0.048,22.46,0.023,0.024,0.0174
5357,8,5,0,34.83,23.15,0.161,23.08,0.104,0.024,0.0174
5358,8,6,0,34.93,21.21,-0.172,20.75,-0.086,0.024,0.0174
5359,8,7,0,34.83,21.81,0.07,21.91,-0.025,0.024,0.0174
5360,8,8,0,34.53,21.56,-0.043,21.52,0.009,0.024,0.0174
5361,8,9,0,34.05,24.85,0.357,25.03,0.298,0.024,0.0174
5362,8,10,0,33.43,22.95,0.03,22.86,0.122,0.024,0.0174
5363,8,11,0,32.7,23.3,0.13,23.3,0.085,0.024,0.0174
5364,8,12,0,31.93,21.03,-0.123,21.13,-0.093,0.024,0.0174
5365,8,13,0,31.15,22.34,-0.014,22.14,-0.035,0.024,0.0174
5366,8,14,0,30.43,22.28,-0.054,22.47,0.046,0.024,0.0174
5367,8,15,0,29.81,22.92,0.163,22.62,0.051,0.024,0.0174
5368,8,16,0,29.33,22.35,-0.054,22.3,0.06,0.024,0.0174
5369,8,17,0,29.03,21.07,-0.063,21.0,-0.057,0.024,0.0174
5370,8,18,0,28.93,20.88,-0.043,20.75,-0.111,0.024,0.0174
5371,8,19,0,29.03,23.51,0.132,23.19,0.114,0.024,0.0174
5372,8,20,0,29.33,21.21,-0.104,20.71,-0.088,0.024,0.0174
5373,8,21,0,29.81,22.59,0.068,23.0,0.077,0.024,0.0174
5374,8,22,0,30.43,24.42,0.29,24.48,0.216,0.024,0.0174
5375,8,23,0,31.15,24.06,0.22,24.38,0.214,0.024,0.0174
5376,8,0,0,31.93,22.43,0.055,22.61,0.079,0.024,0.0174
5377,8,1,0,32.7,24.02,0.144,23.82,0.181,0.024,0.0174
5378,8,2,0,33.43,22.01,-0.053,22.24,0.055,0.024,0.0174
5379,8,3,0,34.05,24.53,0.256,24.53,0.23,0.024,0.0174
5380,8,4,0,34.53,21.69,0.041,21.56,-0.046,0.024,0.0174
5381,8,5,0,34.83,20.52,-0.107,20.59,-0.141,0.024,0.0174
5382,8,6,0,34.93,24.7,0.218,24.94,0.277,0.024,0.0174
5383,8,7,0,34.83,22.84,0.101,22.34,-0.019,0.024,0.0174
5384,8,8,1,34.53,24.04,0.229,24.31,0.21,0.024,0.0174
5385,8,9,1,34.05,22.76,0.024,22.6,0.05,0.024,0.0174
5386,8,10,1,33.43,23.55,0.227,23.56,0.179,0.024,0.0174
5387,8,11,1,32.7,23.49,0.135,23.01,0.069,0.024,0.0174
5388,8,12,1,31.93,22.23,0.004,22.02,0.034,0.024,0.0174
5389,8,13,1,31.15,23.21,0.041,23.52,0.153,0.024,0.0174
5390,8,14,1,30.43,23.95,0.118,24.4,0.23,0.024,0.0174
5391,8,15,1,29.81,24.05,0.16,23.99,0.153,0.024,0.0174
5392,8,16,1,29.33,21.08,-0.089,20.57,-0.116,0.024,0.0174
5393,8,17,1,29.03,20.61,-0.097,20.69,-0.131,0.024,0.0174
5394,8,18,1,28.93,20.08,-0.194,20.2,-0.185,0.024,0.0174
5395,8,19,0,29.03,21.68,-0.007,21.71,0.042,0.024,0.0174
5396,8,20,0,29.33,22.67,0.085,23.12,0.109,0.024,0.0174
5397,8,21,0,29.81,22.72,0.088,22.36,-0.024,0.024,0.0174
5398,8,22,0,30.43,21.21,-0.02,21.24,-0.033,0.024,0.0174
5399,8,23,0,31.15,22.15,0.064,22.19,-0.021,0.024,0.0174
5400,8,0,0,31.93,23.11,0.102,22.86,0.072,0.024,0.0174
5401,8,1,0,32.7,23.15,0.16,23.32,0.142,0.024,0.0174
5402,8,2,0,33.43,22.76,-0.0,23.31,0.182,0.024,0.0174
5403,8,3,0,34.05,22.07,-0.01,22.24,0.003,0.024,0.0174
5404,8,4,0,34.53,23.23,0.146,23.54,0.138,0.024,0.0174
5405,8,5,0,34.83,27.92,0.638,28.28,0.617,0.024,0.0174
5406,8,6,0,34.93,21.56,0.01,21.48,-0.082,0.024,0.0174
5407,8,7,0,34.83,20.9,-0.094,21.06,-0.117,0.024,0.0174
5408,8,8,1,34.53,20.86,-0.096,21.29,-0.111,0.024,0.0174
5409,8,9,1,34.05,20.56,-0.107,20.45,-0.137,0.024,0.0174
5410,8,10,1,33.43,24.2,0.231,23.75,0.218,0.024,0.0174
5411,8,11,1,32.7,24.5,0.367,24.61,0.279,0.024,0.0174
5412,8,12,1,31.93,24.06,0.167,24.08,0.181,0.024,0.0174
5413,8,13,1,31.15,22.77,-0.011,22.71,0.04,0.024,0.0174
5414,8,14,1,30.43,22.02,0.001,22.24,0.022,0.024,0.0174
5415,8,15,1,29.81,21.02,-0.032,21.03,-0.093,0.024,0.0174
5416,8,16,1,29.33,20.24,-0.147,19.86,-0.22,0.024,0.0174
5417,8,17,1,29.03,22.39,0.064,22.2,0.011,0.024,0.0174
5418,8,18,1,28.93,22.22,0.068,21.96,-0.01,0.024,0.0174
5419,8,19,0,29.03,23.41,0.228,23.05,0.144,0.024,0.0174
5420,8,20,0,29.33,19.64,-0.213,19.39,-0.3,0.024,0.0174
5421,8,21,0,29.81,22.3,0.021,22.43,0.059,0.024,0.0174
5422,8,22,0,30.43,21.46,-0.005,20.79,-0.092,0.024,0.0174
5423,8,23,0,31.15,26.26,0.463,25.59,0.3,0.024,0.0174
5424,8,0,0,31.93,25.13,0.266,25.28,0.352,0.024,0.0174
5425,8,1,0,32.7,21.67,-0.023,21.76,0.028,0.024,0.0174
5426,8,2,0,33.43,25.22,0.375,25.04,0.315,0.024,0.0174
5427,8,3,0,34.05,20.38,-0.045,20.17,-0.172,0.024,0.0174
5428,8,4,0,34.53,24.0,0.173,23.94,0.194,0.024,0.0174
5429,8,5,0,34.83,22.1,-0.04,21.65,-0.013,0.024,0.0174
5430,8,6,0,34.93,21.93,0.005,21.94,0.003,0.024,0.0174
5431,8,7,0,34.83,24.22,0.25,23.89,0.212,0.024,0.0174
5432,8,8,1,34.53,23.98,0.211,23.55,0.207,0.024,0.0174
5433,8,9,1,34.05,22.35,0.074,22.5,0.019,0.024,0.0174
5434,8,10,1,33.43,25.25,0.351,25.4,0.29,0.024,0.0174
5435,8,11,1,32.7,23.69,0.25,23.84,0.175,0.024,0.0174
5436,8,12,1,31.93,21.02,-0.123,20.81,-0.152,0.024,0.0174
5437,8,13,1,31.15,24.44,0.234,24.83,0.272,0.024,0.0174
5438,8,14,1,30.43,19.78,-0.14,19.99,-0.221,0.024,0.0174
5439,8,15,1,29.81,22.32,0.119,22.46,0.052,0.024,0.0174
5440,8,16,1,29.33,22.79,0.008,22.85,0.041,0.024,0.0174
5441,8,17,1,29.03,21.29,-0.088,21.59,-0.057,0.024,0.0174
5442,8,18,1,28.93,21.68,0.053,21.64,-0.041,0.024,0.0174
5443,8,19,0,29.03,21.32,0.02,21.33,-0.082,0.024,0.0174
5444,8,20,0,29.33,20.73,-0.121,20.58,-0.122,0.024,0.0174
5445,8,21,0,29.81,24.01,0.153,23.7,0.16,0.024,0.0174
5446,8,22,0,30.43,23.53,0.122,23.15,0.097,0.024,0.0174
5447,8,23,0,31.15,23.91,0.236,24.07,0.247,0.024,0.0174
5448,8,0,0,31.93,22.04,-0.055,21.69,-0.087,0.024,0.0174
5449,8,1,0,32.7,21.81,0.021,21.7,-0.03,0.024,0.0174
5450,8,2,0,33.43,21.76,-0.075,21.73,0.004,0.024,0.0174
5451,8,3,0,34.05,21.32,-0.027,20.98,-0.085,0.024,0.0174
5452,8,4,0,34.53,19.91,-0.246,20.17,-0.194,0.024,0.0174
5453,8,5,0,34.83,22.78,0.1,22.96,0.094,0.024,0.0174
5454,8,6,0,34.93,21.86,-0.02,21.99,0.053,0.024,0.0174
5455,8,7,0,34.83,23.38,0.114,23.1,0.112,0.024,0.0174
5456,8,8,1,34.53,24.45,0.225,24.87,0.259,0.024,0.0174
5457,8,9,1,34.05,20.91,0.006,20.98,-0.085,0.024,0.0174
5458,8,10,1,33.43,20.11,-0.22,19.89,-0.236,0.024,0.0174
5459,8,11,1,32.7,21.92,0.026,22.03,0.036,0.024,0.0174
5460,8,12,1,31.93,23.29,0.076,22.7,0.065,0.024,0.0174
5461,8,13,1,31.15,22.72,0.074,22.98,0.099,0.024,0.0174
5462,8,14,1,30.43,22.86,0.09,22.78,0.112,0.024,0.0174
5463,8,15,1,29.81,22.37,0.036,22.37,0.075,0.024,0.0174
5464,8,16,1,29.33,20.84,-0.175,21.37,-0.083,0.024,0.0174
5465,8,17,1,29.03,23.62,0.092,23.93,0.16,0.024,0.0174
5466,8,18,1,28.93,22.92,0.154,23.62,0.155,0.024,0.0174
5467,8,19,0,29.03,18.87,-0.295,18.9,-0.322,0.024,0.0174
5468,8,20,0,29.33,21.22,-0.125,21.27,-0.017,0.024,0.0174
5469,8,21,0,29.81,24.78,0.282,24.97,0.277,0.024,0.0174
5470,8,22,0,30.43,22.47,0.09,22.96,0.102,0.024,0.0174
5471,8,23,0,31.15,23.89,0.208,24.05,0.234,0.024,0.0174
5472,8,0,0,31.93,23.28,0.136,23.53,0.146,0.024,0.0174
5473,8,1,0,32.7,21.68,-0.112,21.48,-0.08,0.024,0.0174
5474,8,2,0,33.43,21.09,-0.013,20.94,-0.111,0.024,0.0174
5475,8,3,0,34.05,22.86,0.166,22.94,0.077,0.024,0.0174
5476,8,4,0,34.53,22.17,0.073,22.13,0.054,0.024,0.0174
5477,8,5,0,34.83,23.21,0.13,23.58,0.153,0.024,0.0174
5478,8,6,0,34.93,24.27,0.19,24.41,0.271,0.024,0.0174
5479,8,7,0,34.83,22.19,0.063,22.09,0.006,0.024,0.0174
5480,8,8,1,34.53,23.08,0.069,23.28,0.14,0.024,0.0174
5481,8,9,1,34.05,24.52,0.275,24.24,0.199,0.024,0.0174
5482,8,10,1,33.43,24.03,0.185,24.34,0.3,0.024,0.0174
5483,8,11,1,32.7,24.16,0.249,24.37,0.267,0.024,0.0174
5484,8,12,1,31.93,21.01,-0.08,21.06,-0.106,0.024,0.0174
5485,8,13,1,31.15,23.2,0.099,23.57,0.155,0.024,0.0174
5486,8,14,1,30.43,21.27,-0.034,20.73,-0.127,0.024,0.0174
5487,8,15,1,29.81,22.57,0.048,22.28,0.06,0.024,0.0174
5488,8,16,1,29.33,22.5,0.06,22.51,0.014,0.024,0.0174
5489,8,17,1,29.03,23.44,0.097,23.06,0.075,0.024,0.0174
5490,8,18,1,28.93,22.24,0.024,22.13,-0.014,0.024,0.0174
5491,8,19,0,29.03,24.01,0.192,24.26,0.211,0.024,0.0174
5492,8,20,0,29.33,21.63,-0.107,21.54,-0.075,0.024,0.0174
5493,8,21,0,29.81,23.79,0.261,23.88,0.179,0.024,0.0174
5494,8,22,0,30.43,21.96,-0.02,21.84,-0.036,0.024,0.0174
5495,8,23,0,31.15,22.91,0.065,22.92,0.129,0.024,0.0174
5496,8,0,0,31.93,25.34,0.362,25.69,0.392,0.024,0.0174
5497,8,1,0,32.7,25.28,0.299,25.51,0.363,0.024,0.0174
5498,8,2,0,33.43,23.44,0.13,23.14,0.147,0.024,0.0174
5499,8,3,0,34.05,19.76,-0.232,19.39,-0.25,0.024,0.0174
5500,8,4,0,34.53,20.46,-0.096,20.43,-0.155,0.024,0.0174
5501,8,5,0,34.83,23.91,0.15,23.73,0.199,0.024,0.0174
