episode,total_return,energy_reward,comfort_reward,ppd_penalty,epsilon,mean_kappa_snn,ashrae_compliance_pct,mean_ppd_pct,steps
719,171.0,82.1,234.7,-122.5,0.05,0.819,87.7,14.3,8760
720,198.5,78.6,237.7,-116.3,0.05,0.806,89.0,14.4,8760
721,209.1,74.9,235.3,-122.3,0.05,0.811,91.1,14.2,8760
722,197.0,72.4,238.5,-125.4,0.05,0.798,88.2,15.1,8760
723,211.2,82.8,230.1,-122.4,0.05,0.821,88.6,14.8,8760
724,213.8,86.1,224.9,-117.0,0.05,0.816,87.4,13.7,8760
725,203.4,88.3,226.5,-124.8,0.05,0.82,88.6,14.1,8760
726,213.7,89.0,223.3,-122.5,0.05,0.798,89.2,15.1,8760
727,199.2,82.8,240.0,-118.0,0.05,0.827,87.3,14.5,8760
728,192.0,78.4,225.6,-122.3,0.05,0.814,87.1,14.7,8760
729,217.0,74.4,236.4,-123.2,0.05,0.836,88.5,14.0,8760
730,201.5,90.3,218.8,-117.6,0.05,0.841,89.2,15.8,8760
731,197.6,89.1,228.1,-115.1,0.05,0.819,88.1,15.0,8760
732,198.3,77.4,224.9,-117.5,0.05,0.847,88.6,15.0,8760
733,188.2,82.3,226.9,-120.5,0.05,0.821,89.2,13.6,8760
734,206.4,84.4,222.0,-120.5,0.05,0.816,88.4,14.0,8760
735,205.9,82.6,239.8,-124.7,0.05,0.805,91.3,13.1,8760
736,189.0,88.5,213.1,-120.9,0.05,0.862,87.0,12.3,8760
737,187.5,89.4,238.9,-122.1,0.05,0.833,89.9,15.3,8760
738,202.8,73.5,223.5,-121.7,0.05,0.815,88.4,14.8,8760
739,221.3,84.3,239.0,-118.6,0.05,0.821,89.5,14.0,8760
740,231.0,78.0,226.3,-120.5,0.05,0.829,89.8,13.9,8760
741,189.5,89.5,236.6,-127.8,0.05,0.82,87.0,13.4,8760
742,196.0,89.5,231.6,-125.1,0.05,0.838,87.1,14.1,8760
743,197.3,83.7,234.9,-117.9,0.05,0.847,88.5,14.1,8760
744,202.0,86.5,234.6,-120.4,0.05,0.784,88.9,14.2,8760
745,199.4,79.3,243.0,-118.0,0.05,0.816,87.4,13.2,8760
746,223.4,86.5,227.0,-118.0,0.05,0.804,90.1,14.9,8760
747,202.5,82.7,210.6,-125.9,0.05,0.794,88.7,13.6,8760
748,192.2,84.6,235.7,-117.9,0.05,0.783,88.5,12.7,8760
749,219.4,90.0,224.7,-123.1,0.05,0.812,86.3,14.1,8760
750,205.5,91.0,223.2,-122.5,0.05,0.791,87.6,12.9,8760
751,221.0,82.8,233.2,-121.5,0.05,0.796,88.4,14.3,8760
752,194.8,90.4,225.5,-121.9,0.05,0.832,88.0,13.9,8760
753,205.8,87.1,213.4,-127.3,0.05,0.834,89.7,13.1,8760
754,206.9,88.0,238.2,-128.1,0.05,0.804,88.3,14.4,8760
755,240.0,85.5,221.5,-118.4,0.05,0.848,88.7,13.1,8760
756,221.8,90.1,224.8,-118.5,0.05,0.841,89.8,13.8,8760
757,206.3,93.0,223.4,-118.2,0.05,0.794,89.7,13.6,8760
758,226.0,89.4,223.5,-114.3,0.05,0.853,89.5,13.2,8760
759,207.4,87.7,227.8,-113.2,0.05,0.825,85.9,14.1,8760
760,207.1,86.7,230.6,-116.8,0.05,0.844,88.9,13.5,8760
761,211.0,87.3,227.3,-117.7,0.05,0.831,90.2,14.8,8760
762,203.6,91.4,226.3,-117.2,0.05,0.812,87.6,14.0,8760
763,179.9,78.6,232.6,-119.7,0.05,0.815,87.1,13.1,8760
764,217.0,90.4,234.1,-115.4,0.05,0.83,87.9,13.5,8760
765,195.7,87.0,243.3,-117.3,0.05,0.85,88.4,14.8,8760
766,210.4,95.0,234.4,-117.2,0.05,0.852,88.5,13.9,8760
767,228.5,87.1,224.1,-111.4,0.05,0.813,88.8,14.7,8760
768,206.0,82.8,236.9,-127.2,0.05,0.817,88.9,13.5,8760
769,195.0,95.9,235.8,-114.3,0.05,0.818,87.8,14.0,8760
770,211.1,82.1,246.9,-122.5,0.05,0.786,90.0,13.3,8760
771,206.7,79.3,249.2,-125.2,0.05,0.824,89.6,14.1,8760
772,213.5,79.7,229.0,-119.2,0.05,0.807,88.9,14.3,8760
773,226.0,82.2,253.2,-116.9,0.05,0.823,89.8,15.6,8760
774,197.4,87.3,216.7,-119.2,0.05,0.831,88.7,13.2,8760
775,190.3,90.3,247.6,-122.4,0.05,0.832,87.1,14.1,8760
776,210.5,84.8,230.0,-121.6,0.05,0.831,87.4,13.4,8760
777,214.9,83.2,250.6,-123.4,0.05,0.81,87.7,15.1,8760
778,222.3,84.1,245.2,-119.2,0.05,0.829,88.4,13.1,8760
779,220.0,86.1,251.1,-125.1,0.05,0.854,88.6,13.9,8760
780,226.1,85.8,243.6,-130.8,0.05,0.809,87.8,12.7,8760
781,213.8,90.9,242.5,-119.0,0.05,0.811,89.1,13.8,8760
782,227.8,93.0,237.2,-123.6,0.05,0.811,88.2,13.4,8760
783,220.1,92.8,236.7,-119.9,0.05,0.827,88.2,12.9,8760
784,196.0,85.8,241.1,-122.8,0.05,0.819,89.2,14.1,8760
785,204.4,94.4,246.5,-124.5,0.05,0.808,89.9,13.5,8760
786,190.9,82.5,235.6,-124.7,0.05,0.816,88.8,14.8,8760
787,214.3,94.9,249.2,-114.3,0.05,0.83,86.8,14.0,8760
788,230.6,89.2,251.9,-116.6,0.05,0.836,89.8,13.9,8760
789,188.3,87.2,247.6,-123.2,0.05,0.82,87.7,15.1,8760
790,238.7,85.4,239.4,-122.7,0.05,0.837,89.3,14.3,8760
791,222.7,104.6,230.1,-126.8,0.05,0.817,87.2,12.4,8760
792,206.9,85.4,230.9,-117.9,0.05,0.815,88.6,14.3,8760
793,210.0,88.7,241.6,-127.8,0.05,0.777,89.1,14.0,8760
794,244.2,91.0,245.4,-120.8,0.05,0.831,90.4,11.9,8760
795,224.6,100.9,241.2,-113.4,0.05,0.813,88.7,13.6,8760
796,193.3,84.5,230.3,-116.7,0.05,0.843,89.1,14.3,8760
797,218.2,96.4,239.3,-119.8,0.05,0.82,89.5,13.3,8760
798,232.1,84.8,230.6,-117.3,0.05,0.824,88.3,14.3,8760
799,213.3,89.6,250.7,-113.8,0.05,0.857,88.5,14.6,8760
800,209.4,86.1,220.9,-113.3,0.05,0.808,88.7,12.9,8760
801,229.4,88.9,229.4,-118.2,0.05,0.797,88.0,11.9,8760
802,204.2,91.7,224.3,-125.9,0.05,0.826,88.3,15.2,8760
803,243.5,86.6,244.6,-117.0,0.05,0.814,87.3,13.6,8760
804,219.7,88.8,243.8,-123.0,0.05,0.803,88.9,13.9,8760
805,207.8,95.8,226.3,-122.3,0.05,0.821,88.2,13.1,8760
806,244.6,86.9,260.1,-118.3,0.05,0.828,89.3,15.6,8760
807,210.5,85.7,234.7,-119.9,0.05,0.792,88.8,14.9,8760
808,224.5,89.9,235.9,-116.4,0.05,0.81,90.7,15.1,8760
809,225.9,91.4,249.3,-115.6,0.05,0.81,88.3,12.5,8760
810,228.0,94.9,230.4,-121.8,0.05,0.8,87.9,14.0,8760
811,214.5,90.1,228.3,-119.3,0.05,0.826,88.1,13.4,8760
812,225.7,87.6,229.6,-112.8,0.05,0.814,88.7,14.3,8760
813,266.1,85.6,245.2,-122.8,0.05,0.816,88.1,12.6,8760
814,223.5,84.5,249.3,-119.8,0.05,0.835,88.4,13.2,8760
815,227.7,86.1,239.0,-123.4,0.05,0.809,86.7,14.6,8760
816,216.2,97.9,250.6,-125.1,0.05,0.805,91.4,14.9,8760
817,224.3,93.4,237.1,-118.3,0.05,0.813,86.8,12.5,8760
818,225.1,86.6,241.8,-124.3,0.05,0.812,89.7,13.7,8760
819,225.0,96.7,246.3,-114.2,0.05,0.818,88.4,12.5,8760
820,220.2,97.2,253.0,-116.2,0.05,0.791,90.0,12.0,8760
821,236.3,90.6,248.4,-125.3,0.05,0.851,87.4,13.0,8760
822,213.8,83.8,243.6,-112.8,0.05,0.881,89.0,14.4,8760
823,228.8,95.1,240.3,-119.2,0.05,0.838,88.3,13.4,8760
824,225.5,96.8,234.6,-120.2,0.05,0.866,90.1,14.6,8760
825,226.7,94.4,251.3,-113.8,0.05,0.789,87.6,14.5,8760
826,223.3,89.5,233.4,-122.2,0.05,0.8,91.0,13.5,8760
827,226.2,95.9,251.3,-116.2,0.05,0.849,88.3,13.2,8760
828,236.3,90.4,243.7,-118.4,0.05,0.844,87.1,14.0,8760
829,224.5,96.7,250.1,-113.6,0.05,0.855,90.3,14.6,8760
830,231.0,93.4,251.0,-117.1,0.05,0.822,89.3,13.4,8760
831,217.5,99.7,244.6,-111.8,0.05,0.796,88.4,13.5,8760
832,241.6,95.4,246.8,-124.5,0.05,0.805,89.2,12.4,8760
833,221.8,96.0,236.6,-113.6,0.05,0.853,87.3,12.7,8760
834,201.0,89.6,250.7,-121.7,0.05,0.838,87.4,14.1,8760
835,221.9,93.7,244.0,-125.1,0.05,0.806,89.9,13.7,8760
836,241.4,95.3,246.0,-126.9,0.05,0.823,88.9,15.0,8760
837,237.3,101.5,249.8,-122.8,0.05,0.831,89.2,12.7,8760
838,224.6,92.8,258.0,-128.3,0.05,0.853,88.0,12.3,8760
839,243.6,97.6,255.3,-116.8,0.05,0.87,89.5,13.3,8760
840,233.8,100.2,239.2,-122.6,0.05,0.823,86.8,13.5,8760
841,207.3,94.4,252.5,-121.9,0.05,0.863,87.5,14.4,8760
842,238.2,85.6,267.4,-120.3,0.05,0.812,87.5,13.2,8760
843,228.8,94.8,243.4,-117.5,0.05,0.821,87.0,13.3,8760
844,202.1,96.1,238.1,-119.3,0.05,0.856,88.0,14.2,8760
845,225.5,103.2,243.2,-123.4,0.05,0.843,88.5,12.7,8760
846,225.2,94.3,257.0,-127.7,0.05,0.83,89.6,13.5,8760
847,246.9,94.2,244.9,-117.6,0.05,0.832,88.6,13.8,8760
848,223.5,91.6,242.3,-114.6,0.05,0.765,89.4,13.4,8760
849,211.4,96.3,250.5,-117.6,0.05,0.777,90.3,12.8,8760
850,240.0,98.5,239.8,-117.4,0.05,0.822,86.9,14.3,8760
851,222.7,90.6,243.7,-118.9,0.05,0.829,89.5,12.3,8760
852,223.3,94.4,262.2,-120.5,0.05,0.852,89.0,13.0,8760
853,229.5,94.2,252.0,-114.5,0.05,0.837,90.2,12.6,8760
854,227.7,91.5,249.8,-121.4,0.05,0.845,88.1,13.4,8760
855,241.1,84.9,264.4,-121.1,0.05,0.79,89.2,13.4,8760
856,232.1,100.2,253.6,-118.8,0.05,0.839,88.9,14.8,8760
857,215.5,96.1,248.3,-116.7,0.05,0.813,87.3,13.5,8760
858,236.8,102.9,237.7,-115.4,0.05,0.878,88.6,12.3,8760
859,228.8,95.6,252.5,-122.4,0.05,0.862,87.9,11.9,8760
860,247.2,84.2,246.5,-107.5,0.05,0.83,87.9,13.3,8760
861,233.5,96.5,253.6,-124.2,0.05,0.864,89.3,13.9,8760
862,226.8,102.2,246.4,-118.9,0.05,0.812,88.0,13.9,8760
863,229.2,91.6,243.4,-117.2,0.05,0.818,88.9,13.3,8760
864,211.7,88.6,251.4,-122.9,0.05,0.852,90.0,13.9,8760
865,256.8,95.6,254.0,-122.3,0.05,0.88,91.0,13.3,8760
866,239.8,102.9,247.8,-122.6,0.05,0.849,89.1,13.4,8760
867,225.3,87.5,251.0,-116.4,0.05,0.827,90.5,12.7,8760
868,222.9,95.9,248.5,-116.9,0.05,0.816,90.4,14.9,8760
869,235.3,102.5,240.9,-115.7,0.05,0.852,89.9,13.3,8760
870,200.5,93.2,244.5,-123.9,0.05,0.834,88.6,12.6,8760
871,223.4,92.9,258.6,-122.6,0.05,0.821,88.6,13.5,8760
872,241.8,81.3,257.9,-114.3,0.05,0.811,88.1,12.9,8760
873,227.5,97.7,234.3,-124.5,0.05,0.862,88.1,14.3,8760
874,241.0,87.6,255.1,-120.5,0.05,0.823,89.3,13.6,8760
875,245.4,102.6,253.4,-125.5,0.05,0.822,92.0,13.8,8760
876,265.6,103.8,252.2,-118.8,0.05,0.831,87.3,13.3,8760
877,251.9,93.9,253.7,-116.6,0.05,0.814,88.6,12.4,8760
878,227.7,90.5,243.3,-114.3,0.05,0.814,89.2,12.8,8760
879,251.9,103.6,257.6,-118.8,0.05,0.827,87.9,14.8,8760
880,228.8,100.4,259.3,-122.2,0.05,0.853,89.8,14.6,8760
881,232.5,90.8,246.9,-119.2,0.05,0.833,88.7,11.7,8760
882,244.0,107.1,254.8,-117.6,0.05,0.844,89.5,14.0,8760
883,243.3,95.8,244.8,-121.0,0.05,0.839,88.8,13.5,8760
884,244.0,101.6,261.6,-119.7,0.05,0.806,88.8,13.2,8760
885,216.9,104.4,252.6,-118.5,0.05,0.86,88.5,13.7,8760
886,237.8,96.7,245.4,-113.3,0.05,0.825,89.8,11.7,8760
887,253.5,102.9,252.5,-120.9,0.05,0.841,91.4,11.8,8760
888,248.9,93.2,251.7,-121.0,0.05,0.824,89.1,12.3,8760
889,252.1,88.8,256.3,-121.3,0.05,0.809,89.3,11.9,8760
890,240.4,90.8,255.8,-123.7,0.05,0.824,89.4,12.6,8760
891,239.4,90.4,257.2,-112.9,0.05,0.889,89.2,13.8,8760
892,219.0,105.5,258.5,-121.9,0.05,0.858,88.9,12.8,8760
893,246.2,92.8,260.6,-124.2,0.05,0.812,88.2,13.8,8760
894,233.3,91.4,247.7,-120.1,0.05,0.81,88.0,14.9,8760
895,230.6,96.6,249.8,-121.7,0.05,0.846,90.1,12.9,8760
896,226.3,104.7,252.1,-113.1,0.05,0.788,89.3,14.7,8760
897,237.1,97.3,255.3,-122.2,0.05,0.827,88.8,12.7,8760
898,256.2,100.8,255.1,-116.8,0.05,0.828,88.4,12.7,8760
899,241.7,93.2,249.2,-122.1,0.05,0.876,86.4,13.0,8760
900,262.6,99.2,259.4,-119.6,0.05,0.82,86.9,13.3,8760
901,232.8,94.7,249.5,-113.0,0.05,0.882,89.4,12.8,8760
902,228.1,101.1,267.9,-121.0,0.05,0.786,89.8,13.9,8760
903,223.4,99.7,257.3,-120.3,0.05,0.818,90.2,12.8,8760
904,224.8,88.6,263.9,-117.5,0.05,0.836,88.7,12.7,8760
905,229.9,96.8,237.0,-122.9,0.05,0.828,89.8,13.1,8760
906,252.6,105.8,262.6,-118.1,0.05,0.834,88.2,13.7,8760
907,263.4,100.8,269.6,-126.1,0.05,0.811,90.0,13.3,8760
908,259.2,99.1,247.4,-120.9,0.05,0.804,88.0,13.9,8760
909,254.1,101.1,240.7,-121.4,0.05,0.81,90.4,12.6,8760
910,230.8,99.5,249.5,-114.1,0.05,0.82,87.8,11.4,8760
911,243.6,96.6,243.3,-115.2,0.05,0.848,89.2,14.2,8760
912,252.1,95.3,246.5,-116.7,0.05,0.842,89.4,12.4,8760
913,251.6,95.8,254.1,-114.2,0.05,0.821,87.6,12.3,8760
914,256.5,100.9,254.1,-122.0,0.05,0.844,88.3,13.3,8760
915,236.0,95.2,250.1,-121.5,0.05,0.834,89.4,10.1,8760
916,235.2,97.8,267.4,-124.3,0.05,0.838,90.7,12.0,8760
917,249.8,95.8,251.4,-123.2,0.05,0.82,91.9,13.8,8760
918,258.5,102.3,242.7,-118.4,0.05,0.856,88.4,13.8,8760
919,253.9,109.2,252.4,-124.4,0.05,0.828,90.6,11.6,8760
920,220.8,100.5,252.3,-120.0,0.05,0.854,88.7,11.6,8760
921,270.4,95.1,247.5,-115.6,0.05,0.827,89.2,13.4,8760
922,259.0,98.5,268.2,-128.5,0.05,0.85,88.4,14.2,8760
923,247.9,96.9,261.5,-116.4,0.05,0.848,88.2,12.7,8760
924,246.4,100.1,262.3,-128.1,0.05,0.842,88.9,12.4,8760
925,237.7,99.3,227.6,-122.8,0.05,0.818,89.8,12.4,8760
926,244.2,108.2,264.5,-116.4,0.05,0.825,89.8,12.9,8760
927,244.6,102.6,251.9,-114.0,0.05,0.832,89.9,14.2,8760
928,259.5,93.5,260.3,-116.6,0.05,0.853,88.1,12.5,8760
929,259.3,96.8,254.5,-113.7,0.05,0.835,88.5,12.3,8760
930,251.5,94.1,255.0,-118.7,0.05,0.862,89.9,12.5,8760
931,261.8,99.3,247.3,-120.7,0.05,0.865,89.4,13.0,8760
932,267.5,93.7,247.0,-126.5,0.05,0.843,89.4,14.3,8760
933,251.0,98.9,257.4,-119.5,0.05,0.803,92.0,13.4,8760
934,250.8,104.1,263.2,-120.6,0.05,0.823,89.9,13.3,8760
935,238.7,108.2,260.0,-117.1,0.05,0.864,89.3,13.3,8760
936,258.3,97.5,258.2,-119.5,0.05,0.817,91.6,11.9,8760
937,233.2,107.8,263.6,-124.1,0.05,0.848,90.7,13.0,8760
938,280.1,92.6,263.5,-115.3,0.05,0.854,89.1,12.8,8760
939,254.5,105.4,262.9,-115.8,0.05,0.816,89.0,12.2,8760
940,244.7,106.5,259.1,-109.6,0.05,0.84,89.3,13.1,8760
941,241.8,101.2,267.4,-119.5,0.05,0.821,88.4,12.6,8760
942,250.6,107.5,247.7,-121.3,0.05,0.839,87.4,12.3,8760
943,241.7,97.6,260.1,-120.6,0.05,0.826,89.7,14.4,8760
944,269.7,92.1,263.3,-120.7,0.05,0.84,88.9,13.1,8760
945,252.0,98.8,251.6,-121.8,0.05,0.841,89.9,13.7,8760
946,244.5,103.2,266.6,-115.3,0.05,0.836,89.1,13.1,8760
947,236.8,100.9,265.0,-117.4,0.05,0.831,89.5,12.3,8760
948,259.2,101.5,256.9,-121.4,0.05,0.836,88.8,13.5,8760
949,246.2,110.0,271.0,-123.6,0.05,0.838,88.7,12.7,8760
950,275.1,100.5,262.3,-117.8,0.05,0.817,88.4,12.0,8760
951,240.6,87.9,263.9,-111.8,0.05,0.84,87.9,12.4,8760
952,245.9,97.1,266.5,-116.8,0.05,0.814,90.0,14.2,8760
953,274.5,116.6,252.5,-108.7,0.05,0.83,88.7,13.2,8760
954,244.8,104.3,249.3,-121.0,0.05,0.863,89.3,13.0,8760
955,257.7,108.3,246.7,-117.7,0.05,0.832,89.5,13.8,8760
956,237.8,97.4,244.6,-122.2,0.05,0.864,89.2,11.9,8760
957,246.5,95.1,251.2,-118.4,0.05,0.814,90.4,12.9,8760
958,253.5,101.2,266.5,-116.9,0.05,0.844,89.9,12.7,8760
959,259.2,101.0,260.4,-121.1,0.05,0.829,88.6,13.3,8760
960,268.6,108.6,250.5,-114.8,0.05,0.831,89.9,12.2,8760
961,254.7,104.4,248.8,-117.6,0.05,0.865,89.2,14.0,8760
962,250.9,107.1,243.0,-110.3,0.05,0.868,89.1,11.3,8760
963,256.8,95.7,264.4,-118.4,0.05,0.819,90.5,13.5,8760
964,265.3,103.0,249.7,-116.1,0.05,0.833,88.0,14.0,8760
965,278.9,102.8,278.4,-119.6,0.05,0.83,88.7,14.2,8760
966,244.5,106.8,256.7,-121.8,0.05,0.859,89.0,12.6,8760
967,267.6,111.2,266.5,-122.6,0.05,0.828,89.4,13.1,8760
968,242.4,106.9,262.1,-126.9,0.05,0.82,88.9,12.8,8760
969,277.1,104.5,254.8,-119.1,0.05,0.831,89.7,13.3,8760
970,269.1,103.3,274.8,-116.4,0.05,0.824,91.6,13.1,8760
971,244.7,111.7,278.4,-120.1,0.05,0.828,89.2,13.4,8760
972,270.2,106.4,262.7,-114.0,0.05,0.832,90.4,12.6,8760
973,260.3,103.0,261.6,-121.5,0.05,0.865,88.6,12.3,8760
974,280.7,108.5,243.0,-122.3,0.05,0.802,88.4,10.3,8760
975,253.8,98.0,262.7,-126.5,0.05,0.84,89.0,14.1,8760
976,272.5,107.7,259.7,-112.1,0.05,0.808,88.0,12.8,8760
977,282.8,102.8,261.0,-125.8,0.05,0.858,90.3,13.5,8760
978,248.4,100.3,252.2,-119.7,0.05,0.817,88.2,12.5,8760
979,250.2,101.3,266.4,-119.7,0.05,0.833,89.6,12.0,8760
980,257.5,104.8,250.8,-116.0,0.05,0.821,89.5,13.8,8760
981,267.5,104.2,260.0,-116.2,0.05,0.853,88.8,12.2,8760
982,231.7,104.9,262.4,-115.5,0.05,0.846,90.7,12.3,8760
983,270.4,101.6,269.3,-125.8,0.05,0.844,87.4,12.6,8760
984,262.2,101.7,254.8,-116.6,0.05,0.837,88.9,12.9,8760
985,288.7,110.1,272.6,-118.3,0.05,0.843,87.0,12.3,8760
986,251.5,95.0,254.2,-127.9,0.05,0.839,90.2,13.7,8760
987,262.4,99.6,248.1,-127.0,0.05,0.814,88.5,12.7,8760
988,245.4,106.2,261.8,-120.0,0.05,0.862,88.2,13.1,8760
989,257.6,102.9,270.9,-116.5,0.05,0.821,89.2,13.0,8760
990,254.6,107.6,266.1,-112.7,0.05,0.809,89.3,12.1,8760
991,265.3,96.6,266.8,-122.5,0.05,0.825,88.0,12.4,8760
992,271.3,104.6,269.1,-113.3,0.05,0.845,88.9,13.2,8760
993,251.9,102.3,252.1,-116.3,0.05,0.832,89.6,12.0,8760
994,263.8,101.1,263.2,-116.5,0.05,0.856,89.4,11.4,8760
995,294.7,113.7,270.2,-123.0,0.05,0.838,88.9,13.8,8760
996,262.1,101.1,260.8,-115.5,0.05,0.872,91.0,13.4,8760
997,256.0,88.9,267.0,-120.0,0.05,0.843,89.5,11.7,8760
998,265.9,108.3,270.2,-116.2,0.05,0.852,89.0,12.7,8760
999,260.5,105.7,272.8,-117.4,0.05,0.882,91.7,12.8,8760
1000,213.5,111.4,260.6,-123.2,0.05,0.832,89.0,13.3,8760
1001,241.0,99.9,267.8,-117.5,0.05,0.853,88.7,12.0,8760
1002,253.8,106.6,277.1,-128.2,0.05,0.836,88.1,11.4,8760
1003,271.6,108.2,268.9,-116.3,0.05,0.831,89.0,14.5,8760
1004,257.2,109.2,265.4,-127.4,0.05,0.8,88.9,13.6,8760
1005,269.8,110.1,257.6,-113.5,0.05,0.821,89.7,12.7,8760
1006,258.4,112.3,260.0,-125.4,0.05,0.841,89.1,15.4,8760
1007,268.8,103.6,257.3,-127.5,0.05,0.82,89.6,13.9,8760
1008,274.3,106.9,263.2,-118.9,0.05,0.83,91.2,12.6,8760
1009,260.0,94.7,264.4,-116.7,0.05,0.819,88.7,13.4,8760
1010,243.4,111.1,261.8,-121.6,0.05,0.818,89.9,14.7,8760
1011,270.7,101.6,275.2,-121.3,0.05,0.868,90.3,10.4,8760
1012,249.4,110.7,267.5,-124.1,0.05,0.828,87.6,12.7,8760
1013,288.2,110.1,283.9,-116.5,0.05,0.862,91.5,13.0,8760
1014,259.5,111.2,278.1,-121.9,0.05,0.827,89.6,13.4,8760
1015,271.5,99.0,281.9,-122.6,0.05,0.836,88.6,14.9,8760
1016,265.0,101.9,273.6,-116.9,0.05,0.837,90.3,12.0,8760
1017,256.3,96.2,256.2,-112.8,0.05,0.874,89.6,14.0,8760
1018,260.5,105.1,267.3,-120.5,0.05,0.837,90.6,12.8,8760
1019,271.1,111.5,270.1,-123.9,0.05,0.814,89.6,12.6,8760
1020,263.8,106.4,287.7,-125.3,0.05,0.802,89.8,12.4,8760
1021,266.7,109.4,277.5,-126.0,0.05,0.83,89.9,13.3,8760
1022,289.4,111.3,266.8,-123.6,0.05,0.83,88.9,13.2,8760
1023,266.3,100.0,263.9,-116.5,0.05,0.849,90.1,13.0,8760
1024,282.9,107.9,264.4,-123.7,0.05,0.847,87.1,12.5,8760
1025,261.0,99.9,260.2,-116.8,0.05,0.846,89.6,12.9,8760
1026,264.8,113.0,268.7,-125.8,0.05,0.874,89.9,12.2,8760
1027,248.8,108.8,266.9,-113.7,0.05,0.835,88.7,13.4,8760
1028,275.1,107.8,273.3,-120.2,0.05,0.847,90.7,13.2,8760
1029,262.1,113.7,249.1,-111.8,0.05,0.808,88.9,12.6,8760
1030,262.5,112.1,259.6,-119.0,0.05,0.83,89.8,12.6,8760
1031,265.5,104.3,264.1,-118.9,0.05,0.861,88.9,12.0,8760
1032,271.9,107.0,275.0,-123.6,0.05,0.806,89.0,12.0,8760
1033,263.8,104.0,274.3,-121.2,0.05,0.845,89.7,12.8,8760
1034,264.6,109.8,262.2,-114.4,0.05,0.837,88.2,12.8,8760
1035,254.8,110.6,286.3,-123.1,0.05,0.849,87.8,13.0,8760
1036,254.6,104.2,259.9,-117.1,0.05,0.862,89.6,11.9,8760
1037,284.4,103.7,251.5,-118.2,0.05,0.82,90.5,12.3,8760
1038,272.7,114.5,259.3,-122.3,0.05,0.841,91.1,12.1,8760
1039,258.5,109.9,264.4,-119.4,0.05,0.811,91.8,11.6,8760
1040,261.9,107.4,284.4,-125.3,0.05,0.882,90.3,13.0,8760
1041,254.1,110.5,263.4,-114.9,0.05,0.823,89.4,12.2,8760
1042,254.3,111.4,273.6,-115.2,0.05,0.807,90.6,14.6,8760
1043,260.8,117.2,267.3,-125.5,0.05,0.837,90.6,11.9,8760
1044,259.2,110.8,269.6,-117.7,0.05,0.847,90.0,12.3,8760
1045,269.3,103.2,279.9,-122.5,0.05,0.865,89.3,12.8,8760
1046,260.8,102.9,255.8,-124.2,0.05,0.836,89.8,13.4,8760
1047,261.5,103.6,258.3,-118.1,0.05,0.871,90.8,13.2,8760
1048,274.7,116.5,272.6,-117.4,0.05,0.837,88.2,12.1,8760
1049,267.0,108.4,285.4,-119.7,0.05,0.867,89.1,12.3,8760
1050,251.3,104.4,274.3,-120.0,0.05,0.862,89.8,12.3,8760
1051,293.2,107.7,279.5,-121.6,0.05,0.857,90.5,12.8,8760
1052,239.3,108.4,280.2,-117.9,0.05,0.852,87.9,12.0,8760
1053,272.7,110.4,280.1,-120.6,0.05,0.851,89.6,11.8,8760
1054,240.8,110.5,271.9,-122.5,0.05,0.811,90.2,12.4,8760
1055,274.7,117.8,253.5,-122.8,0.05,0.839,91.0,11.3,8760
1056,291.4,109.2,269.9,-120.8,0.05,0.835,90.6,11.7,8760
1057,272.5,106.6,264.7,-109.7,0.05,0.852,90.2,13.5,8760
1058,251.4,117.4,250.8,-123.1,0.05,0.834,90.2,12.7,8760
1059,266.6,108.6,263.2,-126.0,0.05,0.858,90.3,13.8,8760
1060,259.3,112.2,268.8,-115.2,0.05,0.864,89.8,12.3,8760
1061,280.4,112.0,265.7,-125.3,0.05,0.838,91.1,13.5,8760
1062,255.7,103.0,281.5,-124.5,0.05,0.854,89.0,13.8,8760
1063,260.0,114.6,272.9,-119.0,0.05,0.804,87.4,12.4,8760
1064,272.3,103.3,262.8,-117.8,0.05,0.855,89.5,13.2,8760
1065,255.4,107.2,284.8,-119.7,0.05,0.846,91.9,11.4,8760
1066,279.2,117.4,269.1,-116.6,0.05,0.824,88.9,12.9,8760
1067,279.4,114.7,284.3,-120.3,0.05,0.868,89.3,13.3,8760
1068,272.4,111.4,275.3,-126.4,0.05,0.822,89.7,11.2,8760
1069,280.0,113.6,274.6,-124.5,0.05,0.872,91.7,12.7,8760
1070,276.3,110.3,276.3,-120.5,0.05,0.843,90.5,14.4,8760
1071,253.6,108.8,262.7,-113.6,0.05,0.832,88.2,13.0,8760
1072,291.4,112.7,273.9,-118.4,0.05,0.873,88.8,12.4,8760
1073,265.2,103.6,269.7,-115.6,0.05,0.856,90.3,12.6,8760
1074,277.1,105.5,270.0,-119.2,0.05,0.85,90.0,12.4,8760
1075,266.4,125.3,279.8,-118.3,0.05,0.84,89.2,12.4,8760
1076,274.6,100.2,260.1,-122.5,0.05,0.849,89.4,13.7,8760
1077,253.4,105.9,284.9,-119.5,0.05,0.862,91.7,12.0,8760
1078,270.2,108.3,257.2,-121.2,0.05,0.862,90.2,13.0,8760
1079,267.0,106.5,283.1,-122.0,0.05,0.85,89.8,13.7,8760
1080,283.3,103.3,263.5,-117.7,0.05,0.843,89.2,13.3,8760
1081,274.0,110.1,279.4,-121.5,0.05,0.876,88.9,13.0,8760
1082,289.1,103.0,270.5,-115.4,0.05,0.868,89.5,11.9,8760
