hour,zone,T_outdoor_C,T_zone_C,PMV_NA,PPD_NA_pct,kWh_m2_NA,supply_temp_C,blind_angle
206,3,27.49,19.24,-0.261,24.1,0.00175,21.6,0.05
206,4,27.49,22.03,0.011,5.0,0.00241,22.1,0.93
207,1,27.78,20.76,-0.134,10.5,0.00218,22.7,0.45
207,2,27.78,21.39,-0.049,5.8,0.00238,20.0,0.75
207,3,27.78,21.4,-0.108,8.6,0.00137,22.5,0.23
207,4,27.78,19.12,-0.265,24.6,0.00228,16.2,0.15
208,1,27.37,20.89,-0.126,9.9,0.0026,16.5,0.32
208,2,27.37,23.18,0.119,9.3,0.00188,21.1,0.37
208,3,27.37,22.74,0.107,8.5,0.00222,18.4,0.87
208,4,27.37,22.67,0.035,5.4,0.00165,16.3,0.55
209,1,27.77,20.67,-0.14,11.0,0.00147,23.7,0.61
209,2,27.77,18.85,-0.27,25.3,0.00202,23.3,0.01
209,3,27.77,21.14,-0.122,9.5,0.00193,17.4,0.46
209,4,27.77,23.65,0.172,13.8,0.00157,16.7,0.21
210,1,27.22,21.92,0.026,5.2,0.00183,24.0,0.69
210,2,27.22,21.06,-0.087,7.4,0.00237,19.7,0.18
210,3,27.22,23.47,0.125,9.8,0.00252,21.0,0.01
210,4,27.22,20.14,-0.148,11.6,0.0023,16.2,0.42
211,1,26.7,20.14,-0.204,17.2,0.00221,18.7,0.16
211,2,26.7,22.04,0.011,5.0,0.00232,17.4,0.1
211,3,26.7,21.47,-0.066,6.3,0.00276,17.7,0.82
211,4,26.7,23.03,0.092,7.6,0.00187,19.5,0.1
212,1,25.16,21.03,-0.105,8.4,0.00203,20.5,0.42
212,2,25.16,23.15,0.106,8.5,0.00202,19.7,0.59
212,3,25.16,22.2,0.049,5.8,0.00233,21.9,0.18
212,4,25.16,20.52,-0.173,13.9,0.00154,23.7,0.79
213,1,27.84,21.39,-0.052,5.8,0.00225,20.1,0.31
213,2,27.84,22.73,0.027,5.2,0.00197,22.3,0.15
213,3,27.84,21.65,-0.033,5.3,0.00173,20.8,0.63
213,4,27.84,21.93,-0.005,5.0,0.00259,19.9,0.58
214,1,27.19,23.01,0.067,6.4,0.00235,18.1,0.26
214,2,27.19,24.15,0.218,18.8,0.00267,19.9,0.03
214,3,27.19,17.31,-0.44,49.8,0.00147,23.4,0.62
214,4,27.19,21.99,0.02,5.1,0.00169,19.7,0.79
215,1,27.32,18.61,-0.343,35.5,0.00153,20.0,0.76
215,2,27.32,21.92,0.004,5.0,0.00152,19.5,0.83
215,3,27.32,21.58,-0.012,5.0,0.0017,21.7,0.23
215,4,27.32,21.25,-0.107,8.5,0.00142,19.8,0.36
216,1,31.02,22.63,0.097,7.9,0.00238,16.5,0.17
216,2,31.02,20.88,-0.06,6.1,0.00135,18.5,0.4
216,3,31.02,21.18,-0.053,5.9,0.00239,19.0,0.05
216,4,31.02,19.38,-0.274,25.8,0.00252,17.6,0.92
217,1,28.78,20.81,-0.134,10.5,0.00255,20.2,0.7
217,2,28.78,22.65,0.131,10.2,0.00145,22.9,0.72
217,3,28.78,21.16,-0.061,6.2,0.00259,23.3,0.55
217,4,28.78,22.86,0.109,8.6,0.00168,21.0,0.18
218,1,32.32,21.87,0.002,5.0,0.00243,20.5,0.14
218,2,32.32,20.41,-0.163,13.0,0.00244,16.5,0.84
218,3,32.32,19.14,-0.293,28.4,0.00152,16.2,0.73
218,4,32.32,22.36,0.031,5.3,0.00168,22.2,0.97
219,1,30.47,22.13,0.045,5.6,0.00203,18.6,0.69
219,2,30.47,22.39,0.042,5.6,0.00176,19.8,0.34
219,3,30.47,20.67,-0.146,11.5,0.00219,16.7,0.31
219,4,30.47,20.94,-0.094,7.8,0.00244,18.1,0.81
220,1,29.67,21.47,-0.068,6.5,0.00179,18.1,0.53
220,2,29.67,21.81,0.004,5.0,0.00142,22.3,0.55
220,3,29.67,21.4,-0.087,7.4,0.00184,16.2,0.83
220,4,29.67,21.9,-0.005,5.0,0.00238,22.7,0.58
221,1,31.86,22.12,0.019,5.1,0.00164,23.5,0.19
221,2,31.86,23.07,0.15,11.8,0.00251,22.6,0.23
221,3,31.86,20.69,-0.09,7.5,0.00201,18.4,0.06
221,4,31.86,20.0,-0.246,22.3,0.00212,19.8,0.74
222,1,30.62,21.97,-0.058,6.0,0.00197,22.1,0.89
222,2,30.62,23.14,0.127,9.9,0.00208,20.2,0.85
222,3,30.62,22.88,0.126,9.9,0.00238,20.0,0.18
222,4,30.62,22.33,0.057,6.0,0.00253,23.8,0.68
223,1,30.96,19.23,-0.244,21.9,0.00174,18.2,0.45
223,2,30.96,22.75,0.085,7.2,0.00189,18.8,0.45
223,3,30.96,21.18,-0.088,7.4,0.00253,20.4,0.83
223,4,30.96,21.74,-0.002,5.0,0.00183,18.1,0.08
224,1,31.33,19.97,-0.18,14.6,0.00228,20.3,0.25
224,2,31.33,22.07,-0.003,5.0,0.00274,21.7,0.61
224,3,31.33,20.73,-0.14,10.9,0.00209,19.1,0.23
224,4,31.33,20.43,-0.127,9.9,0.0017,20.7,0.86
225,1,31.17,24.29,0.203,17.1,0.00235,19.5,0.95
225,2,31.17,20.59,-0.145,11.4,0.00201,23.1,0.94
225,3,31.17,19.0,-0.291,28.1,0.00145,23.0,0.04
225,4,31.17,22.04,0.029,5.3,0.00273,18.0,0.6
226,1,29.23,20.57,-0.156,12.3,0.00236,24.0,0.97
226,2,29.23,19.75,-0.262,24.3,0.00227,17.1,0.06
226,3,29.23,22.23,0.02,5.1,0.00176,18.2,0.53
226,4,29.23,18.93,-0.318,31.9,0.00163,23.7,0.23
227,1,28.33,22.8,0.078,6.9,0.00258,21.9,0.05
227,2,28.33,21.57,-0.047,5.7,0.00274,22.6,0.27
227,3,28.33,21.84,-0.013,5.1,0.00152,22.8,0.06
227,4,28.33,22.73,0.059,6.1,0.00258,16.1,0.6
228,1,28.76,21.53,-0.107,8.5,0.0021,22.3,0.83
228,2,28.76,22.27,-0.024,5.2,0.00138,17.7,0.59
228,3,28.76,19.44,-0.255,23.4,0.00234,19.8,0.3
228,4,28.76,20.45,-0.159,12.6,0.00169,18.2,0.54
229,1,26.28,20.34,-0.174,14.0,0.00242,21.2,0.71
229,2,26.28,20.9,-0.087,7.4,0.00165,21.9,0.23
229,3,26.28,20.59,-0.115,9.1,0.00191,21.9,0.37
229,4,26.28,20.95,-0.114,9.0,0.00278,19.4,0.72
230,1,28.12,21.89,0.006,5.0,0.00208,21.5,0.56
230,2,28.12,23.19,0.111,8.8,0.00169,19.1,0.0
230,3,28.12,23.41,0.154,12.2,0.0018,21.1,0.62
230,4,28.12,20.54,-0.098,8.0,0.0021,20.2,0.63
231,1,28.55,18.41,-0.383,41.4,0.00128,22.2,0.23
231,2,28.55,24.01,0.203,17.0,0.00243,16.4,0.82
231,3,28.55,19.89,-0.199,16.6,0.0021,22.8,0.28
231,4,28.55,21.86,-0.021,5.1,0.00253,19.7,0.13
232,1,27.27,20.33,-0.158,12.5,0.00224,16.4,0.96
232,2,27.27,23.03,0.087,7.3,0.00209,18.9,0.56
232,3,27.27,19.93,-0.268,25.0,0.00253,18.4,0.69
232,4,27.27,20.46,-0.139,10.9,0.00197,17.3,0.81
233,1,27.02,20.71,-0.159,12.6,0.00134,17.3,0.49
233,2,27.02,19.73,-0.207,17.6,0.00174,16.9,0.19
233,3,27.02,21.26,-0.093,7.7,0.00202,20.0,0.66
233,4,27.02,21.9,-0.036,5.4,0.00236,17.4,0.85
234,1,29.43,20.78,-0.089,7.5,0.00272,17.9,0.49
234,2,29.43,19.28,-0.231,20.4,0.00159,16.2,0.54
234,3,29.43,22.59,0.114,9.0,0.00169,23.0,0.33
234,4,29.43,20.67,-0.087,7.4,0.00267,16.5,0.8
235,1,26.73,20.44,-0.173,13.9,0.00256,22.5,0.06
235,2,26.73,21.58,-0.024,5.2,0.00129,22.3,0.15
235,3,26.73,20.13,-0.198,16.6,0.00217,20.3,0.21
235,4,26.73,21.93,-0.007,5.0,0.00127,16.3,0.62
236,1,27.33,20.8,-0.131,10.3,0.0017,21.7,0.57
236,2,27.33,19.49,-0.222,19.2,0.00217,16.3,0.9
236,3,27.33,20.55,-0.184,15.1,0.00267,19.8,0.88
236,4,27.33,20.05,-0.185,15.2,0.0026,17.0,0.38
237,1,28.92,22.38,0.09,7.5,0.0014,22.6,0.67
237,2,28.92,21.96,0.005,5.0,0.00158,18.0,0.11
237,3,28.92,21.33,-0.065,6.3,0.00227,19.1,0.55
237,4,28.92,22.9,0.054,5.9,0.00257,20.1,0.64
238,1,27.88,21.11,-0.09,7.5,0.00175,17.8,0.6
238,2,27.88,21.06,-0.137,10.7,0.00158,18.2,0.95
238,3,27.88,21.4,-0.069,6.5,0.00263,18.6,0.15
238,4,27.88,20.07,-0.193,16.0,0.0014,20.6,0.2
239,1,26.96,20.9,-0.152,12.0,0.00145,19.5,0.42
239,2,26.96,19.14,-0.274,25.8,0.00159,16.6,0.65
239,3,26.96,21.91,-0.007,5.0,0.00216,16.5,0.39
239,4,26.96,21.66,-0.009,5.0,0.00239,16.8,0.42
240,1,29.67,20.48,-0.126,9.9,0.00148,23.8,0.54
240,2,29.67,19.48,-0.209,17.8,0.00155,17.6,0.22
240,3,29.67,21.87,0.001,5.0,0.00145,22.9,0.93
240,4,29.67,23.03,0.112,8.9,0.00138,19.1,0.27
241,1,28.72,22.53,0.048,5.7,0.00185,17.3,0.0
241,2,28.72,21.59,-0.055,5.9,0.00192,20.7,0.54
241,3,28.72,19.91,-0.197,16.4,0.00145,17.8,0.69
241,4,28.72,22.1,0.035,5.4,0.00273,22.9,0.88
242,1,31.82,18.67,-0.345,35.9,0.00229,18.0,0.9
242,2,31.82,21.38,-0.146,11.4,0.00268,23.0,0.2
242,3,31.82,20.63,-0.18,14.6,0.0017,16.3,0.37
242,4,31.82,21.28,-0.066,6.3,0.00233,22.9,0.02
243,1,30.46,19.91,-0.197,16.4,0.0023,22.8,0.22
243,2,30.46,23.18,0.104,8.4,0.00177,16.3,0.72
243,3,30.46,21.75,-0.032,5.3,0.0013,16.7,0.32
243,4,30.46,20.98,-0.097,7.9,0.0015,17.1,0.95
244,1,33.0,21.27,-0.055,6.0,0.00133,20.6,0.43
244,2,33.0,21.65,-0.062,6.2,0.00131,18.1,0.3
244,3,33.0,20.13,-0.185,15.2,0.00205,22.4,0.44
244,4,33.0,22.48,0.028,5.2,0.0019,20.1,0.24
245,1,29.12,21.44,-0.098,7.9,0.00213,22.8,0.49
245,2,29.12,22.78,0.092,7.6,0.00198,22.1,0.58
245,3,29.12,21.82,-0.053,5.9,0.00243,16.4,0.71
245,4,29.12,23.4,0.113,8.9,0.00146,16.8,0.13
246,1,28.36,21.74,-0.051,5.8,0.00214,16.6,0.2
246,2,28.36,21.31,-0.076,6.8,0.00249,17.8,0.59
246,3,28.36,20.97,-0.062,6.2,0.00229,19.9,0.95
246,4,28.36,20.22,-0.193,16.0,0.00203,21.9,0.19
247,1,30.94,22.63,0.104,8.4,0.00212,16.6,0.68
247,2,30.94,20.62,-0.14,11.0,0.00269,23.0,0.43
247,3,30.94,19.12,-0.298,29.1,0.00134,17.8,0.21
247,4,30.94,21.25,-0.041,5.5,0.00157,20.5,0.6
248,1,30.51,20.46,-0.147,11.6,0.0027,16.8,0.97
248,2,30.51,20.86,-0.122,9.5,0.00213,22.0,0.7
248,3,30.51,21.02,-0.097,7.9,0.00154,20.7,0.02
248,4,30.51,19.78,-0.247,22.3,0.00217,17.6,0.79
249,1,30.56,22.05,0.007,5.0,0.00157,18.7,0.17
249,2,30.56,21.32,-0.078,6.9,0.00229,23.5,0.22
249,3,30.56,23.18,0.098,8.0,0.00213,19.7,0.91
249,4,30.56,20.63,-0.112,8.9,0.00161,21.7,0.05
250,1,30.97,20.65,-0.155,12.2,0.0022,19.2,0.29
250,2,30.97,22.22,0.009,5.0,0.00211,19.5,0.97
250,3,30.97,22.34,0.051,5.8,0.00177,19.6,0.24
250,4,30.97,22.36,0.045,5.6,0.00181,19.2,0.89
251,1,29.38,23.34,0.165,13.2,0.00237,23.9,0.21
251,2,29.38,20.7,-0.121,9.5,0.00231,17.9,0.43
251,3,29.38,18.72,-0.298,29.1,0.00162,17.7,0.16
251,4,29.38,23.42,0.112,8.9,0.00259,22.2,0.73
252,1,29.84,21.62,-0.006,5.0,0.00138,23.7,0.86
252,2,29.84,19.8,-0.257,23.6,0.00178,22.7,0.78
252,3,29.84,21.42,-0.089,7.5,0.00192,23.5,0.2
252,4,29.84,21.27,-0.087,7.4,0.00213,21.8,0.47
253,1,28.15,22.42,0.047,5.7,0.00277,21.4,0.17
253,2,28.15,21.47,0.0,5.0,0.00139,17.5,0.46
253,3,28.15,20.47,-0.116,9.1,0.0017,16.7,0.2
253,4,28.15,23.1,0.088,7.4,0.00173,18.6,0.9
254,1,28.09,22.14,0.094,7.7,0.00142,23.6,0.56
254,2,28.09,21.7,-0.005,5.0,0.00218,22.1,0.53
254,3,28.09,19.63,-0.192,15.8,0.00131,20.6,0.66
254,4,28.09,18.75,-0.34,35.2,0.00263,20.3,0.99
255,1,28.48,21.24,-0.044,5.6,0.00183,22.1,1.0
255,2,28.48,20.8,-0.1,8.1,0.00276,17.6,0.97
255,3,28.48,19.57,-0.236,20.9,0.00129,20.7,0.71
255,4,28.48,21.79,-0.04,5.5,0.00175,18.5,0.78
256,1,26.7,21.69,-0.03,5.3,0.00203,19.8,0.74
256,2,26.7,21.55,-0.029,5.3,0.00233,17.0,0.69
256,3,26.7,21.76,-0.032,5.3,0.00168,16.9,0.5
256,4,26.7,20.22,-0.182,14.8,0.00192,22.5,0.16
257,1,28.39,21.57,0.011,5.0,0.00134,19.4,0.71
257,2,28.39,22.49,0.087,7.3,0.0027,20.0,0.12
257,3,28.39,21.36,-0.073,6.6,0.00138,18.8,0.43
257,4,28.39,20.16,-0.182,14.8,0.00243,17.0,0.65
258,1,28.06,21.77,0.018,5.1,0.00248,23.5,0.29
258,2,28.06,20.5,-0.158,12.5,0.00166,19.7,0.49
258,3,28.06,20.26,-0.15,11.8,0.00262,20.4,0.88
258,4,28.06,20.93,-0.13,10.2,0.00178,17.5,0.04
259,1,26.24,22.77,0.135,10.5,0.00164,16.6,0.43
259,2,26.24,20.99,-0.112,8.9,0.00266,17.1,0.84
259,3,26.24,22.23,0.009,5.0,0.00202,21.2,0.97
259,4,26.24,21.28,-0.073,6.7,0.00179,17.1,0.04
260,1,27.55,19.33,-0.274,25.9,0.00143,17.1,0.43
260,2,27.55,19.1,-0.303,29.9,0.00225,22.4,0.69
260,3,27.55,21.99,-0.014,5.1,0.00266,18.2,0.04
260,4,27.55,20.74,-0.111,8.8,0.00135,23.5,0.27
261,1,28.39,21.05,-0.052,5.8,0.00271,23.7,0.43
261,2,28.39,20.69,-0.11,8.7,0.00241,19.9,0.99
261,3,28.39,19.88,-0.244,22.0,0.00147,16.6,0.21
261,4,28.39,22.46,0.043,5.6,0.00241,16.1,0.53
262,1,29.1,22.52,0.081,7.0,0.00163,19.7,0.94
262,2,29.1,20.56,-0.168,13.5,0.00274,21.7,0.3
262,3,29.1,21.62,-0.046,5.7,0.00161,16.4,0.6
262,4,29.1,21.84,-0.069,6.5,0.00148,22.0,0.09
263,1,28.31,20.11,-0.231,20.3,0.00233,16.6,0.38
263,2,28.31,22.21,-0.011,5.0,0.00225,21.1,0.17
263,3,28.31,20.04,-0.169,13.5,0.00174,23.8,0.71
263,4,28.31,20.3,-0.166,13.2,0.0013,21.2,0.26
264,1,29.56,20.69,-0.195,16.2,0.00135,23.3,0.06
264,2,29.56,21.16,-0.1,8.1,0.00219,20.8,0.99
264,3,29.56,23.11,0.151,11.9,0.00256,23.7,0.53
264,4,29.56,21.15,-0.131,10.2,0.00267,18.3,0.9
265,1,30.81,19.9,-0.244,21.9,0.00133,18.4,0.47
265,2,30.81,23.0,0.137,10.7,0.00199,18.1,0.46
265,3,30.81,23.67,0.148,11.6,0.00149,21.6,0.89
265,4,30.81,21.85,-0.016,5.1,0.00133,20.3,0.49
266,1,26.98,21.64,-0.014,5.1,0.0014,21.3,0.6
266,2,26.98,19.36,-0.29,28.0,0.00213,21.8,0.73
266,3,26.98,21.9,0.031,5.3,0.00212,22.4,0.09
266,4,26.98,22.24,0.061,6.1,0.00211,16.6,0.59
267,1,28.66,20.8,-0.183,14.9,0.00223,21.1,0.35
267,2,28.66,21.16,-0.075,6.7,0.00156,21.9,0.28
267,3,28.66,20.54,-0.179,14.5,0.00153,19.0,0.16
267,4,28.66,22.25,0.087,7.4,0.00258,16.8,0.25
268,1,30.9,22.52,-0.01,5.0,0.00138,23.6,0.74
268,2,30.9,21.28,-0.047,5.7,0.00176,23.2,0.64
268,3,30.9,21.05,-0.067,6.4,0.00236,18.3,1.0
268,4,30.9,23.24,0.158,12.5,0.00269,23.7,0.41
269,1,32.08,21.64,-0.017,5.1,0.00177,22.6,0.39
269,2,32.08,22.3,0.022,5.1,0.00161,19.7,0.11
269,3,32.08,21.17,-0.081,7.0,0.00162,17.7,0.15
269,4,32.08,21.5,-0.003,5.0,0.00269,20.4,0.97
270,1,32.91,24.64,0.323,32.7,0.00214,22.3,0.37
270,2,32.91,21.63,-0.007,5.0,0.00224,17.6,0.47
270,3,32.91,20.42,-0.146,11.5,0.00275,22.0,0.66
270,4,32.91,20.37,-0.098,7.9,0.00257,20.8,0.54
271,1,30.38,23.58,0.142,11.1,0.00232,17.3,0.08
271,2,30.38,23.23,0.124,9.7,0.00183,17.4,0.81
271,3,30.38,20.58,-0.185,15.2,0.00275,23.6,0.23
271,4,30.38,19.92,-0.188,15.5,0.00218,18.5,0.18
272,1,31.45,22.91,0.046,5.6,0.00265,20.0,0.98
272,2,31.45,21.15,-0.11,8.7,0.00225,19.3,0.02
272,3,31.45,21.79,-0.029,5.3,0.00234,20.7,0.94
272,4,31.45,22.55,0.018,5.1,0.00207,16.2,0.8
273,1,29.44,21.56,-0.032,5.3,0.00271,21.6,0.07
273,2,29.44,22.79,0.076,6.8,0.00277,19.0,0.85
273,3,29.44,20.11,-0.171,13.7,0.0015,19.9,0.05
273,4,29.44,21.16,-0.033,5.3,0.00197,18.4,0.11
274,1,28.13,22.03,-0.007,5.0,0.0018,17.1,0.64
274,2,28.13,20.32,-0.182,14.8,0.00137,17.6,0.45
274,3,28.13,22.25,0.026,5.2,0.00174,18.5,0.08
274,4,28.13,22.29,0.041,5.5,0.00189,17.4,0.76
275,1,30.02,22.1,-0.001,5.0,0.00252,17.0,0.12
275,2,30.02,20.73,-0.174,14.1,0.00225,17.2,0.76
275,3,30.02,21.94,-0.035,5.4,0.0027,21.6,0.44
275,4,30.02,22.06,0.015,5.1,0.00201,17.2,0.32
276,1,28.68,23.08,0.121,9.5,0.00203,19.2,0.62
276,2,28.68,22.44,0.015,5.1,0.00139,18.9,0.02
276,3,28.68,22.46,0.075,6.8,0.00247,19.8,0.76
276,4,28.68,21.21,-0.06,6.1,0.00232,16.6,0.56
277,1,28.45,20.55,-0.112,8.9,0.00134,20.7,0.34
277,2,28.45,20.21,-0.164,13.1,0.00151,19.1,0.52
277,3,28.45,23.36,0.163,12.9,0.00146,18.4,0.48
277,4,28.45,21.89,-0.011,5.0,0.00224,23.8,0.61
278,1,29.85,21.39,-0.008,5.0,0.00174,21.1,0.61
278,2,29.85,21.35,-0.121,9.5,0.00245,20.9,0.91
278,3,29.85,18.78,-0.331,33.8,0.00183,16.1,0.38
278,4,29.85,21.94,-0.012,5.0,0.00242,21.1,0.19
279,1,28.36,22.52,0.047,5.7,0.00196,22.1,0.06
279,2,28.36,21.5,-0.032,5.3,0.00183,22.5,0.99
279,3,28.36,20.91,-0.142,11.1,0.00277,19.8,0.81
279,4,28.36,20.57,-0.137,10.7,0.0017,18.6,0.97
280,1,27.69,20.5,-0.047,5.7,0.00231,18.0,0.12
280,2,27.69,22.35,0.046,5.7,0.00137,23.9,0.12
280,3,27.69,22.64,0.051,5.8,0.00173,17.8,0.92
280,4,27.69,19.4,-0.261,24.1,0.00196,17.8,0.86
281,1,24.98,20.88,-0.088,7.4,0.00188,18.5,0.49
281,2,24.98,21.97,-0.0,5.0,0.00217,20.0,0.8
281,3,24.98,22.21,0.011,5.0,0.00188,22.5,0.16
281,4,24.98,21.14,-0.061,6.2,0.00184,17.4,0.97
282,1,27.86,22.77,0.048,5.7,0.00151,17.6,0.22
282,2,27.86,20.92,-0.146,11.4,0.00146,21.6,0.27
282,3,27.86,20.68,-0.113,8.9,0.00182,16.5,0.36
282,4,27.86,21.62,-0.07,6.5,0.0013,20.5,0.27
283,1,27.91,22.2,0.021,5.1,0.00153,21.7,0.98
283,2,27.91,22.36,0.023,5.2,0.00233,22.2,0.02
283,3,27.91,22.77,0.042,5.6,0.00188,19.3,0.25
283,4,27.91,22.28,0.046,5.7,0.00233,17.9,0.03
284,1,27.06,23.57,0.138,10.8,0.0015,20.1,0.84
284,2,27.06,21.22,-0.101,8.1,0.0019,23.4,0.14
284,3,27.06,23.05,0.114,9.0,0.00276,17.9,0.17
284,4,27.06,21.37,-0.067,6.4,0.00156,18.8,0.34
285,1,28.75,21.44,-0.024,5.2,0.00163,19.1,0.14
285,2,28.75,21.59,-0.055,5.9,0.00139,18.2,0.23
285,3,28.75,21.8,-0.004,5.0,0.00267,20.3,0.05
285,4,28.75,20.52,-0.148,11.6,0.00214,18.5,0.83
286,1,28.62,20.59,-0.15,11.8,0.00256,18.7,0.27
286,2,28.62,21.42,-0.084,7.2,0.00268,21.6,0.85
286,3,28.62,21.3,-0.121,9.4,0.00157,23.6,0.8
286,4,28.62,21.42,-0.063,6.3,0.00271,23.0,0.07
287,1,27.96,20.53,-0.13,10.2,0.0023,21.1,0.86
287,2,27.96,20.19,-0.169,13.5,0.00272,18.2,0.23
287,3,27.96,19.62,-0.237,21.0,0.00264,20.8,0.73
287,4,27.96,21.63,-0.063,6.2,0.00252,19.6,0.06
288,1,28.71,19.13,-0.303,29.9,0.00172,22.1,0.35
288,2,28.71,22.9,0.144,11.3,0.00207,22.7,0.19
288,3,28.71,21.75,-0.012,5.0,0.0024,17.6,0.79
288,4,28.71,20.29,-0.216,18.6,0.00274,19.7,0.75
289,1,27.72,20.99,-0.042,5.5,0.0013,16.3,0.35
289,2,27.72,21.61,-0.014,5.1,0.00164,20.7,0.8
289,3,27.72,22.28,0.032,5.3,0.00177,17.4,0.58
289,4,27.72,19.5,-0.27,25.2,0.0015,23.1,0.9
290,1,30.99,20.89,-0.12,9.4,0.00208,16.2,0.51
290,2,30.99,22.47,0.008,5.0,0.00225,20.6,1.0
290,3,30.99,23.46,0.141,11.0,0.00163,17.5,0.9
290,4,30.99,21.38,-0.086,7.3,0.0025,18.9,0.97
291,1,29.33,23.42,0.1,8.1,0.00185,17.2,0.78
291,2,29.33,20.47,-0.155,12.3,0.00157,20.5,0.37
291,3,29.33,18.48,-0.316,31.7,0.00269,17.9,0.27
291,4,29.33,22.01,0.014,5.1,0.00135,23.9,0.37
292,1,30.34,20.44,-0.11,8.7,0.00204,20.2,0.34
292,2,30.34,21.47,-0.059,6.1,0.00156,16.2,0.46
292,3,30.34,19.94,-0.181,14.7,0.00227,17.9,0.84
292,4,30.34,21.23,-0.086,7.3,0.00214,21.1,0.16
293,1,28.6,23.53,0.173,13.9,0.00232,22.0,0.35
293,2,28.6,21.27,-0.136,10.6,0.00129,17.8,0.96
293,3,28.6,21.88,-0.023,5.2,0.00222,21.9,0.22
293,4,28.6,23.31,0.103,8.2,0.00173,19.6,0.36
294,1,30.36,21.24,-0.042,5.6,0.00204,21.0,0.92
294,2,30.36,22.54,-0.04,5.5,0.00152,18.1,0.65
294,3,30.36,22.52,0.058,6.0,0.0026,23.6,0.66
294,4,30.36,22.22,-0.011,5.0,0.00185,19.5,0.66
295,1,30.27,21.91,-0.058,6.0,0.00261,16.8,0.1
295,2,30.27,23.08,0.116,9.1,0.00237,16.6,0.36
295,3,30.27,20.8,-0.151,11.9,0.00212,22.0,0.24
295,4,30.27,22.08,-0.019,5.1,0.00133,16.7,0.67
296,1,30.65,20.68,-0.147,11.5,0.00215,16.5,0.11
296,2,30.65,23.33,0.107,8.5,0.00179,21.3,0.66
296,3,30.65,21.96,-0.022,5.1,0.00141,22.6,0.2
296,4,30.65,23.47,0.145,11.4,0.00244,21.1,0.62
297,1,31.47,24.19,0.192,15.9,0.00241,17.5,0.75
297,2,31.47,20.96,-0.086,7.3,0.00272,16.6,0.82
297,3,31.47,21.21,-0.12,9.4,0.00144,17.3,0.16
297,4,31.47,20.87,-0.1,8.1,0.00138,19.8,0.34
298,1,30.02,22.19,0.012,5.0,0.00253,20.7,0.89
298,2,30.02,21.82,-0.019,5.1,0.00238,19.3,0.08
298,3,30.02,23.51,0.172,13.8,0.0026,18.8,0.84
298,4,30.02,19.65,-0.203,17.1,0.00231,20.9,0.89
299,1,30.38,23.33,0.167,13.3,0.00184,20.8,0.73
299,2,30.38,21.9,-0.055,6.0,0.00242,23.8,0.81
299,3,30.38,21.57,-0.058,6.1,0.00149,16.1,0.03
299,4,30.38,19.66,-0.196,16.4,0.00218,20.3,0.83
300,1,30.3,20.56,-0.079,6.9,0.00188,17.2,0.46
300,2,30.3,20.36,-0.122,9.5,0.00273,23.2,0.43
300,3,30.3,21.98,0.04,5.5,0.00247,18.6,0.33
300,4,30.3,20.56,-0.116,9.1,0.00218,24.0,0.82
301,1,27.28,22.14,-0.009,5.0,0.00237,18.6,0.0
301,2,27.28,21.88,0.037,5.4,0.0024,17.3,0.81
301,3,27.28,20.71,-0.142,11.1,0.00158,16.5,0.14
301,4,27.28,22.28,0.053,5.9,0.0027,20.6,0.77
302,1,27.23,22.61,0.041,5.5,0.00152,16.5,0.91
302,2,27.23,18.61,-0.356,37.5,0.00166,17.7,0.35
302,3,27.23,22.35,0.023,5.2,0.00222,21.3,0.25
302,4,27.23,22.91,0.112,8.9,0.00161,16.3,0.56
303,1,27.46,22.43,0.049,5.8,0.00274,22.3,0.48
303,2,27.46,22.48,0.057,6.0,0.0018,16.4,0.76
303,3,27.46,21.66,-0.045,5.6,0.00179,20.2,0.33
303,4,27.46,21.08,-0.134,10.4,0.00182,18.0,0.73
304,1,27.71,19.47,-0.317,31.8,0.00248,16.6,0.65
304,2,27.71,20.56,-0.136,10.7,0.00131,19.9,0.53
304,3,27.71,21.8,-0.026,5.2,0.00237,23.6,0.55
304,4,27.71,22.84,0.067,6.4,0.00256,20.0,0.57
305,1,27.12,21.73,-0.034,5.4,0.00205,21.0,0.74
305,2,27.12,20.8,-0.095,7.8,0.00189,23.4,0.44
305,3,27.12,21.75,0.014,5.1,0.00166,18.3,0.16
305,4,27.12,21.86,-0.009,5.0,0.00271,21.9,0.59
306,1,27.01,21.5,-0.02,5.1,0.00166,19.8,0.16
306,2,27.01,21.07,-0.043,5.6,0.00201,16.8,0.78
306,3,27.01,22.34,0.064,6.3,0.00167,17.5,0.89
306,4,27.01,20.3,-0.153,12.1,0.00226,18.7,0.04
307,1,26.75,22.1,-0.0,5.0,0.00272,20.7,0.95
307,2,26.75,19.74,-0.203,17.1,0.00253,23.8,0.65
307,3,26.75,20.77,-0.157,12.4,0.00149,20.0,0.3
307,4,26.75,21.31,-0.108,8.6,0.0015,18.2,0.88
308,1,27.69,21.55,-0.08,7.0,0.00242,19.8,0.33
308,2,27.69,21.38,-0.08,7.0,0.00187,23.7,0.98
308,3,27.69,21.4,-0.078,6.9,0.00201,23.1,0.99
308,4,27.69,20.94,-0.108,8.6,0.00169,23.9,0.44
309,1,27.56,22.24,0.01,5.0,0.00203,16.9,0.37
309,2,27.56,19.49,-0.293,28.4,0.0018,20.8,0.24
309,3,27.56,22.3,-0.009,5.0,0.00204,19.5,0.68
